,p_1,p_2
5522,"[506.94, 262.815, 521.257, 281.106, 496.454, 278.499, 485.967, 316.301, 478.2, 342.468, 547.363, 285.02, 549.992, 329.362, 519.999, 350.272, 510.821, 328.147, 467.738, 338.513, 474.302, 345.101, 540.823, 334.638, 555.186, 359.452, 552.597, 381.669, 505.577, 256.259, 514.73, 256.306, 0, 0, 527.772, 256.345]","[328.093, 283.733, 305.914, 298.11, 292.88, 305.897, 305.935, 348.988, 329.423, 320.272, 318.937, 294.174, 348.909, 325.504, 354.211, 368.53, 281.098, 359.411, 302.006, 372.457, 287.716, 407.718, 307.186, 352.911, 350.24, 371.15, 350.292, 379.013, 325.457, 277.248, 328.135, 275.942, 308.503, 277.229, 0, 0]"
5523,"[506.938, 262.831, 521.268, 281.118, 496.453, 278.505, 485.965, 316.304, 478.216, 342.461, 547.373, 285.036, 549.984, 329.373, 519.988, 350.28, 510.829, 328.15, 467.748, 338.522, 474.273, 347.673, 540.837, 334.639, 555.199, 359.459, 552.594, 381.67, 505.571, 256.271, 514.732, 256.31, 0, 0, 527.776, 256.344]","[328.106, 284.992, 307.177, 298.124, 292.869, 307.16, 305.895, 349.021, 329.47, 321.577, 321.56, 292.866, 348.984, 329.424, 354.221, 368.575, 279.817, 359.452, 301.982, 372.453, 287.712, 409.007, 307.201, 354.211, 348.993, 368.556, 350.282, 379, 324.192, 278.492, 328.142, 275.938, 308.48, 277.245, 0, 0]"
5524,"[506.932, 262.833, 521.273, 281.118, 496.454, 278.502, 485.965, 315.067, 478.219, 341.182, 547.376, 285.039, 549.981, 329.378, 519.976, 350.28, 510.818, 328.137, 467.76, 338.524, 474.33, 347.694, 540.83, 334.629, 555.182, 359.445, 552.589, 382.894, 505.568, 256.27, 514.734, 256.312, 0, 0, 527.774, 256.354]","[328.058, 283.75, 303.282, 299.386, 292.881, 307.185, 304.618, 350.252, 330.72, 324.198, 309.86, 295.483, 349.014, 329.42, 354.226, 368.564, 281.091, 359.447, 301.998, 371.215, 288.921, 407.731, 305.886, 355.494, 350.256, 371.141, 350.332, 377.708, 325.456, 277.265, 328.111, 275.888, 308.543, 277.244, 0, 0]"
5525,"[506.961, 262.817, 521.271, 281.108, 496.459, 278.501, 485.969, 315.064, 478.223, 341.183, 547.373, 285.029, 549.983, 329.369, 519.983, 350.277, 510.814, 328.141, 467.764, 338.522, 474.335, 347.7, 540.825, 334.63, 555.179, 359.44, 552.587, 381.685, 505.604, 256.267, 514.74, 256.309, 0, 0, 527.774, 256.342]","[329.375, 279.826, 309.851, 298.137, 294.172, 305.929, 305.862, 350.265, 333.302, 326.808, 330.712, 292.868, 350.274, 334.615, 355.524, 368.541, 281.11, 359.452, 300.684, 372.46, 288.933, 408.996, 308.521, 356.793, 350.323, 371.186, 351.578, 382.907, 324.196, 277.187, 328.147, 275.831, 308.483, 277.186, 0, 0]"
5526,"[506.947, 262.831, 521.277, 281.123, 496.461, 278.512, 485.966, 315.07, 478.215, 341.204, 547.375, 285.037, 549.982, 329.37, 519.978, 350.283, 510.82, 328.134, 467.752, 338.524, 474.311, 347.683, 540.83, 334.626, 553.919, 359.447, 552.597, 381.678, 505.593, 256.272, 514.731, 256.316, 0, 0, 527.767, 256.35]","[328.105, 281.137, 312.451, 299.36, 294.154, 307.171, 305.908, 350.295, 334.613, 328.033, 335.93, 292.874, 350.261, 337.19, 356.808, 368.559, 281.128, 359.415, 300.717, 371.177, 288.947, 406.41, 311.146, 355.485, 350.313, 371.156, 351.568, 381.62, 322.852, 277.228, 329.351, 275.866, 307.226, 277.188, 0, 0]"
5527,"[506.939, 262.829, 521.283, 281.122, 496.463, 278.516, 485.965, 315.07, 478.212, 341.2, 547.378, 285.028, 549.981, 329.369, 519.981, 350.28, 510.82, 328.137, 467.753, 338.525, 474.311, 346.391, 540.832, 334.626, 555.169, 359.46, 552.588, 381.68, 505.583, 256.271, 514.726, 256.313, 0, 0, 527.766, 256.349]","[328.114, 279.82, 312.446, 299.374, 294.157, 305.907, 307.173, 350.279, 337.202, 329.386, 334.639, 295.439, 350.277, 334.613, 358.087, 368.525, 281.135, 359.382, 300.699, 371.205, 288.944, 407.706, 312.435, 355.52, 350.297, 369.886, 351.583, 381.633, 322.864, 277.18, 329.35, 275.818, 307.258, 277.164, 0, 0]"
5528,"[506.943, 262.828, 521.28, 281.121, 496.463, 278.517, 484.779, 316.31, 478.217, 342.466, 547.376, 285.023, 549.984, 329.361, 519.982, 350.276, 510.844, 329.358, 467.741, 338.535, 474.279, 346.383, 540.846, 334.633, 553.919, 359.451, 552.589, 381.678, 505.589, 256.274, 514.722, 256.313, 0, 0, 527.762, 256.348]","[329.352, 282.41, 313.721, 298.116, 294.147, 304.599, 305.88, 350.351, 338.519, 338.488, 334.618, 295.434, 355.49, 328.097, 358.135, 368.55, 283.706, 360.695, 300.702, 371.184, 288.984, 405.131, 315.069, 358.127, 350.322, 380.301, 350.318, 382.911, 324.152, 277.193, 329.441, 275.894, 307.271, 277.159, 0, 0]"
5529,"[506.931, 262.816, 521.282, 281.124, 496.462, 278.517, 485.963, 316.305, 478.224, 342.463, 547.378, 285.027, 549.978, 329.363, 519.964, 350.288, 510.834, 328.145, 467.746, 338.539, 474.268, 347.659, 540.846, 334.63, 553.911, 359.451, 552.592, 381.674, 505.585, 256.268, 514.703, 256.309, 0, 0, 527.752, 256.352]","[329.373, 279.838, 313.758, 298.148, 294.186, 303.315, 305.898, 351.576, 341.145, 339.904, 335.895, 296.762, 359.449, 330.736, 359.355, 368.524, 282.429, 360.754, 300.706, 371.16, 288.98, 407.71, 316.335, 359.461, 351.581, 382.921, 351.59, 381.635, 324.182, 277.149, 329.444, 275.851, 308.482, 275.941, 0, 0]"
5530,"[506.933, 262.835, 521.277, 281.131, 496.458, 278.517, 484.779, 316.308, 478.213, 342.474, 547.372, 285.026, 549.973, 329.359, 519.965, 350.284, 510.819, 328.149, 467.743, 338.535, 474.294, 346.421, 540.841, 334.629, 553.911, 359.417, 552.598, 381.667, 505.577, 256.272, 514.737, 256.314, 0, 0, 527.76, 256.367]","[329.415, 279.819, 315.04, 298.141, 295.441, 302, 304.582, 350.276, 343.759, 348.957, 335.941, 296.806, 360.703, 338.585, 359.372, 368.582, 282.41, 360.685, 299.43, 371.205, 288.975, 407.705, 312.463, 359.392, 351.62, 372.472, 348.967, 381.691, 324.174, 275.945, 330.704, 275.826, 307.258, 275.943, 0, 0]"
5531,"[506.943, 262.826, 521.282, 281.13, 496.457, 278.521, 485.964, 316.317, 478.224, 343.747, 547.379, 285.021, 549.971, 329.357, 519.971, 350.287, 509.545, 329.359, 467.745, 338.534, 474.3, 347.697, 540.824, 334.638, 553.914, 359.416, 552.594, 381.662, 505.586, 256.271, 514.739, 256.306, 0, 0, 527.762, 256.346]","[329.385, 281.134, 315.045, 298.142, 295.433, 304.599, 304.578, 350.294, 348.981, 360.781, 335.942, 296.733, 349.017, 329.395, 359.476, 360.693, 282.417, 359.381, 298.118, 375.061, 290.23, 405.096, 312.437, 355.505, 359.388, 362.041, 339.823, 394.682, 322.854, 277.152, 330.695, 275.87, 307.222, 275.94, 0, 0]"
5532,"[506.941, 262.81, 521.284, 281.122, 496.461, 278.503, 485.973, 316.306, 478.208, 342.483, 547.375, 285.031, 549.997, 329.354, 519.954, 350.297, 512.112, 329.405, 467.744, 338.53, 474.286, 345.135, 540.861, 335.93, 555.223, 360.71, 552.57, 382.905, 505.583, 256.259, 514.74, 256.29, 0, 0, 527.75, 256.33]","[329.401, 279.815, 315.062, 298.113, 295.44, 303.324, 304.607, 350.334, 347.669, 368.542, 337.19, 296.702, 350.284, 329.404, 359.392, 365.95, 279.795, 359.439, 298.085, 376.385, 288.941, 407.733, 309.838, 356.828, 358.12, 372.469, 318.964, 384.217, 321.596, 275.922, 330.72, 275.82, 307.195, 275.945, 0, 0]"
5533,"[506.935, 261.557, 521.286, 281.123, 496.463, 278.502, 485.978, 316.305, 478.206, 342.474, 547.376, 285.036, 549.997, 329.36, 519.959, 350.293, 510.841, 329.388, 466.501, 338.517, 474.291, 345.115, 540.858, 335.924, 555.202, 360.698, 552.57, 382.902, 505.582, 255.065, 514.737, 256.289, 0, 0, 527.755, 256.338]","[329.413, 278.525, 315.058, 298.113, 295.475, 304.584, 304.627, 351.574, 342.465, 372.475, 335.918, 295.468, 350.237, 328.149, 359.388, 364.645, 279.824, 358.128, 298.089, 376.388, 287.715, 410.286, 309.827, 351.632, 358.118, 381.667, 318.911, 381.694, 322.89, 275.883, 330.731, 274.584, 307.214, 275.913, 0, 0]"
5534,"[506.938, 262.813, 521.284, 281.124, 496.462, 278.501, 485.974, 316.303, 478.218, 342.465, 547.377, 285.039, 549.991, 329.355, 519.966, 350.287, 512.118, 329.401, 467.742, 338.538, 474.245, 347.664, 540.87, 335.921, 555.2, 360.69, 551.317, 382.91, 505.583, 256.26, 514.739, 256.296, 0, 0, 527.755, 256.343]","[328.134, 278.485, 315.032, 298.086, 295.495, 303.31, 304.62, 351.57, 339.886, 378.948, 334.6, 295.437, 350.264, 328.146, 359.377, 367.267, 281.092, 356.804, 298.127, 377.669, 288.928, 410.282, 309.818, 350.313, 355.52, 381.621, 339.87, 382.996, 321.553, 275.863, 329.447, 274.562, 307.228, 275.877, 0, 0]"
5535,"[330.738, 278.509, 316.333, 298.048, 296.756, 303.294, 305.911, 351.61, 337.193, 382.905, 335.934, 294.136, 350.269, 328.113, 359.428, 364.626, 281.135, 355.504, 298.142, 377.676, 288.944, 407.734, 311.136, 350.271, 350.336, 373.784, 334.633, 392.053, 326.764, 275.887, 333.299, 274.533, 308.511, 275.902, 0, 0]","[506.945, 262.811, 521.287, 281.125, 496.465, 278.502, 485.976, 316.303, 478.227, 342.459, 547.379, 285.041, 549.99, 329.357, 519.966, 350.287, 512.107, 329.4, 467.759, 338.55, 474.276, 348.917, 540.858, 335.921, 555.2, 359.451, 552.574, 382.9, 505.589, 256.259, 514.746, 256.298, 0, 0, 527.752, 256.345]"
5536,"[333.325, 277.228, 316.323, 298.026, 296.764, 302.01, 305.905, 351.577, 333.342, 385.546, 334.645, 292.847, 350.259, 328.093, 359.456, 363.355, 282.403, 352.922, 298.152, 377.698, 288.934, 409.012, 309.829, 348.982, 350.306, 371.186, 335.918, 393.364, 328.046, 275.815, 334.628, 271.989, 308.529, 275.881, 0, 0]","[506.948, 262.817, 521.284, 281.123, 496.463, 278.506, 485.973, 316.306, 478.223, 342.457, 547.378, 285.035, 549.99, 329.358, 519.98, 350.289, 512.104, 329.396, 467.762, 338.547, 474.282, 348.931, 540.857, 335.919, 555.192, 359.433, 552.582, 382.898, 505.588, 256.264, 514.746, 256.298, 0, 0, 527.754, 256.335]"
5537,"[508.206, 260.245, 525.13, 278.525, 496.542, 277.233, 486.006, 313.73, 483.424, 339.903, 548.665, 282.412, 553.891, 328.073, 526.42, 348.912, 514.696, 329.417, 472.939, 337.244, 512.14, 371.134, 543.449, 335.917, 557.839, 360.759, 550.006, 382.955, 505.647, 255.019, 516.008, 256.264, 0, 0, 529.132, 255.057]","[337.199, 277.176, 317.609, 296.827, 296.791, 300.707, 307.165, 348.991, 338.52, 385.527, 337.228, 294.14, 350.347, 329.423, 362.009, 367.233, 282.408, 356.782, 300.688, 373.769, 288.941, 406.393, 312.44, 350.279, 351.607, 369.821, 338.528, 390.752, 329.361, 273.292, 338.478, 270.658, 309.851, 274.545, 0, 0]"
5538,"[508.262, 261.522, 525.133, 278.535, 496.541, 277.235, 486.008, 313.736, 483.427, 339.889, 548.671, 282.426, 553.882, 328.079, 526.423, 348.915, 514.7, 329.414, 471.69, 337.225, 512.127, 371.148, 543.448, 335.919, 557.842, 360.76, 550.011, 382.954, 506.871, 255.039, 516.053, 256.285, 0, 0, 530.394, 255.062]","[337.189, 277.167, 317.625, 298.035, 296.789, 300.699, 307.168, 348.989, 338.525, 385.543, 337.258, 295.427, 351.579, 329.442, 360.807, 367.232, 282.434, 355.503, 300.696, 373.785, 288.938, 406.402, 313.733, 350.289, 352.891, 369.897, 338.51, 392.046, 328.136, 273.269, 338.468, 270.652, 309.843, 274.535, 0, 0]"
5539,"[510.837, 261.549, 525.153, 279.789, 497.762, 277.251, 486.018, 315.044, 483.425, 341.126, 548.678, 283.701, 553.911, 328.098, 525.171, 348.936, 512.146, 329.402, 471.692, 337.239, 475.527, 350.295, 540.873, 335.923, 557.837, 359.413, 551.296, 382.938, 506.919, 255.066, 517.313, 256.271, 0, 0, 530.421, 256.274]","[334.605, 277.248, 317.619, 298.057, 296.782, 300.684, 307.152, 349, 338.522, 386.832, 338.478, 295.488, 351.629, 332.003, 362.041, 367.255, 283.704, 355.492, 299.424, 373.787, 288.943, 405.135, 313.761, 350.325, 356.831, 373.797, 338.54, 392.051, 328.057, 274.581, 337.251, 273.278, 308.575, 273.284, 0, 0]"
5540,"[512.108, 261.534, 525.15, 279.791, 497.76, 277.258, 486.018, 315.044, 483.426, 341.135, 548.678, 283.697, 553.908, 328.094, 525.17, 348.935, 513.404, 329.399, 471.685, 337.241, 475.535, 350.286, 542.132, 335.912, 557.842, 359.426, 551.303, 382.926, 506.924, 255.054, 517.326, 255.065, 505.597, 257.62, 531.685, 256.265]","[334.617, 277.245, 317.628, 298.054, 296.785, 300.679, 307.155, 348.995, 338.522, 386.841, 338.489, 295.484, 351.609, 331.999, 362.041, 367.256, 283.705, 354.228, 299.42, 373.784, 288.936, 406.399, 313.761, 350.332, 359.408, 377.71, 338.548, 392.063, 328.063, 274.58, 337.256, 273.272, 308.578, 273.29, 0, 0]"
5541,"[512.117, 261.517, 525.165, 279.792, 497.781, 277.259, 486.015, 315.041, 483.422, 339.912, 548.682, 283.695, 553.91, 328.092, 525.179, 348.918, 513.424, 329.404, 472.958, 337.252, 505.613, 369.916, 542.149, 335.906, 557.841, 359.381, 551.29, 382.944, 506.93, 255.04, 517.34, 255.055, 0, 0, 531.699, 256.275]","[334.638, 277.232, 317.624, 298.055, 296.78, 300.691, 307.166, 349.008, 338.526, 386.844, 338.485, 295.477, 351.601, 330.756, 362.043, 367.238, 283.698, 355.502, 299.43, 373.776, 288.942, 405.129, 313.751, 350.342, 355.49, 372.47, 338.522, 392.055, 328.072, 274.565, 337.259, 273.249, 308.579, 273.296, 0, 0]"
5542,"[513.417, 260.219, 525.166, 279.794, 497.768, 277.268, 485.982, 313.752, 483.382, 339.819, 548.693, 283.689, 555.175, 328.081, 525.186, 347.677, 513.431, 329.417, 472.935, 337.241, 505.621, 371.135, 542.174, 335.919, 557.831, 358.126, 551.304, 382.931, 506.948, 255.013, 517.384, 255.021, 504.285, 256.324, 531.698, 256.267]","[333.338, 278.482, 317.624, 298.051, 296.783, 300.68, 307.166, 349.008, 338.503, 385.547, 338.482, 295.47, 351.617, 332.001, 362.071, 365.965, 282.426, 356.783, 299.426, 373.765, 288.936, 405.121, 315.041, 351.572, 360.692, 377.689, 339.819, 392.078, 328.046, 274.594, 337.253, 274.532, 308.569, 273.304, 0, 0]"
5543,"[333.328, 277.268, 317.627, 298.042, 296.79, 300.675, 307.185, 350.24, 338.511, 385.544, 338.475, 295.46, 351.606, 330.755, 362.071, 367.224, 282.408, 356.784, 299.415, 373.759, 288.927, 405.124, 315.026, 351.569, 360.689, 377.701, 339.833, 392.083, 328.039, 274.587, 337.245, 273.293, 308.568, 273.303, 0, 0]","[513.439, 258.934, 525.174, 278.554, 497.787, 277.27, 485.968, 312.446, 483.362, 338.515, 548.691, 282.42, 555.186, 328.076, 525.194, 347.663, 513.432, 329.401, 471.655, 337.194, 509.51, 369.858, 542.165, 335.907, 557.83, 359.404, 551.295, 382.922, 506.943, 255.001, 517.397, 254.97, 504.262, 256.345, 531.716, 255.016]"
5544,"[333.307, 277.26, 317.635, 298.043, 296.789, 300.677, 307.153, 349.006, 338.482, 385.513, 338.494, 295.459, 351.596, 330.744, 362.083, 365.956, 282.427, 355.524, 299.399, 373.759, 288.928, 405.126, 315.067, 351.574, 360.76, 379.006, 341.153, 423.379, 326.803, 274.582, 337.231, 273.279, 308.566, 273.299, 0, 0]","[514.688, 258.925, 525.187, 278.545, 497.793, 277.263, 484.739, 309.864, 482.112, 330.747, 548.7, 282.423, 555.175, 328.077, 525.18, 347.657, 513.427, 329.382, 474.219, 337.234, 506.938, 368.552, 542.145, 334.633, 557.858, 359.426, 551.294, 382.93, 506.952, 254.994, 517.407, 254.95, 504.263, 256.329, 532.999, 254.992]"
5545,"[514.699, 258.912, 525.191, 278.54, 497.792, 277.256, 484.743, 309.82, 483.359, 329.383, 548.701, 282.427, 555.167, 328.076, 525.201, 347.648, 513.404, 329.385, 472.985, 337.238, 508.239, 368.553, 542.127, 334.629, 557.839, 359.367, 551.293, 382.905, 506.96, 254.984, 518.632, 254.94, 504.265, 256.326, 533.029, 254.992]","[333.301, 277.247, 317.648, 298.033, 296.8, 299.434, 307.153, 348.991, 338.481, 385.507, 338.508, 295.452, 351.6, 330.735, 362.081, 365.963, 282.426, 355.515, 299.399, 373.763, 288.928, 405.124, 316.315, 351.575, 360.728, 378.961, 342.475, 423.355, 326.791, 274.564, 337.226, 273.263, 308.57, 273.279, 0, 0]"
5546,"[333.316, 277.251, 317.649, 298.032, 296.805, 299.433, 305.923, 348.97, 338.503, 385.55, 338.514, 295.449, 351.602, 330.747, 362.06, 367.221, 282.422, 355.507, 299.4, 373.759, 288.923, 406.392, 315.062, 350.347, 360.727, 378.97, 341.166, 423.387, 326.795, 274.582, 337.244, 273.281, 308.584, 273.276, 0, 0]","[513.449, 258.933, 525.192, 278.534, 497.799, 277.243, 484.733, 308.515, 483.388, 326.756, 548.698, 282.42, 555.175, 328.08, 526.417, 347.616, 513.439, 329.377, 472.971, 337.189, 510.816, 368.568, 543.43, 334.624, 557.83, 359.4, 552.564, 382.9, 506.946, 254.997, 517.404, 254.959, 503.01, 256.358, 533.026, 255.014]"
5547,"[513.449, 258.958, 526.411, 278.534, 499.065, 277.233, 485.988, 307.152, 483.43, 317.646, 548.693, 283.7, 555.176, 328.092, 525.198, 347.629, 513.443, 329.377, 472.942, 337.21, 506.953, 367.28, 542.169, 334.645, 557.826, 359.445, 551.292, 382.909, 506.951, 255.015, 517.393, 254.988, 504.28, 256.345, 533.001, 255.023]","[333.302, 277.225, 317.643, 298.032, 296.802, 299.435, 305.926, 348.996, 338.486, 386.809, 338.506, 295.446, 351.601, 330.731, 362.059, 365.943, 283.705, 355.507, 299.395, 373.768, 288.927, 406.406, 316.345, 351.575, 360.735, 378.992, 341.17, 423.372, 326.785, 274.559, 337.228, 273.253, 308.572, 273.26, 0, 0]"
5548,"[513.452, 261.508, 526.418, 278.522, 499.093, 277.214, 484.783, 305.89, 484.663, 315.046, 548.688, 283.687, 553.914, 328.091, 525.203, 347.632, 513.409, 329.391, 472.976, 334.636, 506.961, 367.276, 542.146, 335.909, 557.832, 359.402, 551.283, 382.907, 506.945, 255.043, 517.39, 255.023, 504.289, 257.595, 532.989, 255.047]","[333.312, 277.216, 317.646, 296.825, 296.807, 299.437, 305.928, 348.998, 338.49, 386.822, 338.503, 294.181, 351.584, 330.691, 362.063, 365.923, 283.704, 355.507, 299.386, 373.77, 288.923, 406.41, 316.334, 350.346, 360.758, 379.003, 339.883, 422.095, 326.799, 274.552, 337.222, 271.991, 308.576, 273.264, 0, 0]"
5549,"[513.419, 262.836, 526.411, 278.499, 499.067, 277.181, 484.654, 308.49, 484.652, 317.653, 548.694, 283.696, 555.175, 328.087, 525.177, 347.641, 514.707, 329.437, 475.628, 334.625, 508.238, 368.53, 543.473, 335.93, 557.813, 359.421, 551.288, 382.891, 506.937, 255.06, 517.364, 256.286, 504.318, 256.308, 531.723, 256.281]","[334.625, 277.222, 317.639, 296.816, 296.806, 300.67, 305.932, 348.984, 338.518, 388.111, 338.477, 294.151, 350.342, 329.444, 362.063, 365.944, 282.426, 355.514, 299.394, 373.764, 288.92, 406.407, 315.043, 350.329, 359.417, 377.676, 338.565, 392.094, 328.057, 274.559, 337.253, 271.985, 308.587, 273.286, 0, 0]"
5550,"[512.116, 262.856, 525.199, 278.492, 499.097, 277.156, 480.807, 309.826, 484.698, 304.602, 548.67, 283.699, 553.918, 328.097, 525.167, 347.636, 514.747, 329.439, 475.592, 334.607, 508.221, 368.54, 544.743, 335.932, 557.804, 359.422, 551.294, 382.889, 506.925, 256.271, 517.329, 256.317, 0, 0, 530.429, 256.305]","[334.638, 277.21, 317.629, 296.819, 296.807, 300.681, 305.928, 348.991, 338.514, 386.835, 337.243, 294.138, 350.324, 329.432, 362.058, 365.955, 282.42, 355.524, 299.403, 373.776, 287.713, 406.396, 313.749, 350.32, 359.376, 376.378, 338.517, 392.079, 328.068, 274.554, 337.257, 271.959, 308.596, 273.288, 0, 0]"
5551,"[337.183, 277.188, 317.641, 298.064, 296.78, 301.98, 305.929, 348.99, 338.497, 386.845, 338.51, 295.458, 351.588, 330.7, 362.045, 365.954, 283.724, 355.484, 299.388, 375.076, 288.935, 407.709, 315.036, 350.293, 352.897, 369.854, 338.527, 392.085, 328.133, 274.531, 338.486, 270.693, 309.83, 273.293, 0, 0]","[509.519, 261.543, 525.191, 278.486, 499.083, 275.94, 478.176, 315.048, 485.97, 302.004, 548.672, 283.71, 553.882, 328.11, 523.893, 347.696, 513.446, 329.44, 474.32, 334.619, 508.205, 368.541, 543.449, 335.934, 557.799, 359.439, 551.315, 381.673, 506.907, 255.05, 516.083, 256.299, 0, 0, 530.426, 256.333]"
5552,"[509.512, 261.541, 525.188, 278.488, 499.102, 277.151, 475.629, 312.43, 486.097, 292.863, 548.663, 283.689, 553.893, 328.109, 523.899, 347.675, 513.448, 329.425, 474.252, 332.047, 508.192, 367.274, 543.457, 335.923, 557.814, 359.463, 551.294, 381.676, 506.903, 255.053, 516.087, 256.291, 0, 0, 530.397, 256.324]","[337.2, 277.193, 317.651, 298.053, 296.779, 301.978, 305.931, 348.993, 338.49, 386.816, 338.525, 295.434, 351.582, 330.691, 362.049, 365.94, 284.992, 354.216, 299.391, 375.064, 288.934, 407.695, 316.331, 350.287, 355.529, 371.143, 338.577, 392.091, 329.351, 274.541, 338.494, 270.69, 309.833, 273.29, 0, 0]"
5553,"[508.228, 260.257, 525.204, 278.496, 500.371, 277.151, 475.63, 309.878, 488.626, 288.988, 548.663, 283.705, 553.879, 328.113, 523.867, 347.688, 513.445, 329.415, 474.238, 331.999, 508.201, 368.54, 543.452, 335.92, 557.805, 359.458, 551.287, 381.669, 506.883, 255.025, 516.053, 256.279, 0, 0, 529.145, 256.347]","[337.185, 277.195, 317.646, 298.052, 296.777, 300.712, 305.933, 348.995, 338.502, 386.816, 338.523, 295.445, 351.61, 330.724, 362.044, 365.935, 284.98, 355.484, 299.404, 375.064, 288.927, 406.427, 316.313, 350.299, 352.919, 369.859, 338.562, 392.075, 328.133, 274.542, 338.487, 270.699, 309.822, 273.28, 0, 0]"
5554,"[506.969, 261.522, 526.451, 279.795, 501.714, 277.253, 475.607, 308.557, 492.521, 286.326, 548.664, 283.719, 553.873, 328.12, 523.86, 347.677, 513.437, 330.694, 474.248, 330.738, 508.201, 368.53, 543.438, 335.947, 557.803, 359.433, 551.287, 381.684, 505.654, 255.034, 516.002, 256.291, 0, 0, 529.107, 256.364]","[335.945, 277.193, 317.648, 298.052, 296.777, 300.717, 305.926, 349.003, 338.49, 385.551, 338.526, 295.445, 351.616, 330.749, 362.019, 364.658, 284.987, 354.22, 299.403, 375.064, 288.929, 407.691, 316.33, 350.304, 354.184, 369.879, 338.58, 392.087, 328.122, 274.541, 338.484, 270.692, 309.822, 273.298, 0, 0]"
