"처리일자","청소년유해업소업종코드","청소년유해업소업종명","건수"
"20210418","10101","한식","2993"
"20210418","10102","중국식","186"
"20210418","10103","경양식","992"
"20210418","10104","일식","276"
"20210418","10105","분식","770"
"20210418","10106","뷔페식","22"
"20210418","10107","정종대포집(선술집)","55"
"20210418","10108","전통찻집","14"
"20210418","10110","출장조리","2"
"20210418","10111","패스트푸드","23"
"20210418","10112","호프(소주방)","240"
"20210418","10113","통닭(치킨)","48"
"20210418","10114","복어취급","1"
"20210418","10115","김밥(도시락)","18"
"20210418","10116","생선회","11"
"20210418","10117","까페","97"
"20210418","10118","식육취급","4"
"20210418","10119","탕류","4"
"20210418","10199","기타","1189"
"20210418","10201","카바레","7"
"20210418","10202","고고(디스코)클럽","5"
"20210418","10206","스텐드바","8"
"20210418","10207","비어(바)살롱","2"
"20210418","10208","룸살롱","153"
"20210418","10209","요정","9"
"20210418","10210","간이주점","6"
"20210418","10299","기타","9"
"20210418","10301","단란주점","116"
"20210418","10401","과자점","10"
"20210418","10402","다방","125"
"20210418","10403","일반조리판매","119"
"20210418","10408","철도역구내","1"
"20210418","10410","편의점","83"
"20210418","10411","패스트푸드","84"
"20210418","10412","커피숍","720"
"20210418","10413","전통찻집","64"
"20210418","10499","기타","443"
"20210418","20101","관광호텔","42"
"20210418","20102","일반호텔","23"
"20210418","20105","여관업","139"
"20210418","20107","여인숙업","18"
"20210418","20199","숙박업 기타","6"
"20210418","20301","일반이용업","89"
"20210418","24113","일반게임제공업","7"
"20210418","24201","비디오물감상실업","22"
"20210418","24205","노래연습장업","96"
"20210418","30111","무도학원업","4"
"20210419","10101","한식","2996"
"20210419","10102","중국식","185"
"20210419","10103","경양식","992"
"20210419","10104","일식","275"
"20210419","10105","분식","770"
"20210419","10106","뷔페식","22"
"20210419","10107","정종대포집(선술집)","55"
"20210419","10108","전통찻집","14"
"20210419","10110","출장조리","2"
"20210419","10111","패스트푸드","23"
"20210419","10112","호프(소주방)","240"
"20210419","10113","통닭(치킨)","48"
"20210419","10114","복어취급","1"
"20210419","10115","김밥(도시락)","18"
"20210419","10116","생선회","11"
"20210419","10117","까페","96"
"20210419","10118","식육취급","4"
"20210419","10119","탕류","4"
"20210419","10199","기타","1190"
"20210419","10201","카바레","7"
"20210419","10202","고고(디스코)클럽","5"
"20210419","10206","스텐드바","8"
"20210419","10207","비어(바)살롱","2"
"20210419","10208","룸살롱","153"
"20210419","10209","요정","9"
"20210419","10210","간이주점","6"
"20210419","10299","기타","9"
"20210419","10301","단란주점","116"
"20210419","10401","과자점","10"
"20210419","10402","다방","125"
"20210419","10403","일반조리판매","119"
"20210419","10408","철도역구내","1"
"20210419","10410","편의점","83"
"20210419","10411","패스트푸드","84"
"20210419","10412","커피숍","720"
"20210419","10413","전통찻집","63"
"20210419","10499","기타","443"
"20210419","20101","관광호텔","42"
"20210419","20102","일반호텔","23"
"20210419","20105","여관업","139"
"20210419","20107","여인숙업","18"
"20210419","20199","숙박업 기타","6"
"20210419","20301","일반이용업","89"
"20210419","24113","일반게임제공업","7"
"20210419","24201","비디오물감상실업","22"
"20210419","24205","노래연습장업","96"
"20210419","30111","무도학원업","4"
"20210420","10101","한식","2996"
"20210420","10102","중국식","185"
"20210420","10103","경양식","993"
"20210420","10104","일식","275"
"20210420","10105","분식","770"
"20210420","10106","뷔페식","22"
"20210420","10107","정종대포집(선술집)","55"
"20210420","10108","전통찻집","14"
"20210420","10110","출장조리","2"
"20210420","10111","패스트푸드","22"
"20210420","10112","호프(소주방)","240"
"20210420","10113","통닭(치킨)","48"
"20210420","10114","복어취급","1"
"20210420","10115","김밥(도시락)","18"
"20210420","10116","생선회","11"
"20210420","10117","까페","96"
"20210420","10118","식육취급","4"
"20210420","10119","탕류","4"
"20210420","10199","기타","1190"
"20210420","10201","카바레","7"
"20210420","10202","고고(디스코)클럽","5"
"20210420","10206","스텐드바","8"
"20210420","10207","비어(바)살롱","2"
"20210420","10208","룸살롱","153"
"20210420","10209","요정","9"
"20210420","10210","간이주점","6"
"20210420","10299","기타","9"
"20210420","10301","단란주점","116"
"20210420","10401","과자점","10"
"20210420","10402","다방","125"
"20210420","10403","일반조리판매","119"
"20210420","10408","철도역구내","1"
"20210420","10410","편의점","83"
"20210420","10411","패스트푸드","84"
"20210420","10412","커피숍","720"
"20210420","10413","전통찻집","63"
"20210420","10499","기타","444"
"20210420","20101","관광호텔","42"
"20210420","20102","일반호텔","23"
"20210420","20105","여관업","139"
"20210420","20107","여인숙업","18"
"20210420","20199","숙박업 기타","6"
"20210420","20301","일반이용업","89"
"20210420","24113","일반게임제공업","7"
"20210420","24201","비디오물감상실업","22"
"20210420","24205","노래연습장업","96"
"20210420","30111","무도학원업","4"
"20210421","10101","한식","2996"
"20210421","10102","중국식","185"
"20210421","10103","경양식","993"
"20210421","10104","일식","275"
"20210421","10105","분식","770"
"20210421","10106","뷔페식","22"
"20210421","10107","정종대포집(선술집)","55"
"20210421","10108","전통찻집","14"
"20210421","10110","출장조리","2"
"20210421","10111","패스트푸드","22"
"20210421","10112","호프(소주방)","240"
"20210421","10113","통닭(치킨)","48"
"20210421","10114","복어취급","1"
"20210421","10115","김밥(도시락)","18"
"20210421","10116","생선회","11"
"20210421","10117","까페","96"
"20210421","10118","식육취급","4"
"20210421","10119","탕류","4"
"20210421","10199","기타","1191"
"20210421","10201","카바레","7"
"20210421","10202","고고(디스코)클럽","5"
"20210421","10206","스텐드바","8"
"20210421","10207","비어(바)살롱","2"
"20210421","10208","룸살롱","153"
"20210421","10209","요정","9"
"20210421","10210","간이주점","6"
"20210421","10299","기타","9"
"20210421","10301","단란주점","116"
"20210421","10401","과자점","10"
"20210421","10402","다방","125"
"20210421","10403","일반조리판매","119"
"20210421","10408","철도역구내","1"
"20210421","10410","편의점","83"
"20210421","10411","패스트푸드","84"
"20210421","10412","커피숍","720"
"20210421","10413","전통찻집","63"
"20210421","10499","기타","444"
"20210421","20101","관광호텔","42"
"20210421","20102","일반호텔","23"
"20210421","20105","여관업","139"
"20210421","20107","여인숙업","18"
"20210421","20199","숙박업 기타","6"
"20210421","20301","일반이용업","89"
"20210421","24113","일반게임제공업","7"
"20210421","24201","비디오물감상실업","22"
"20210421","24205","노래연습장업","96"
"20210421","30111","무도학원업","4"
"20210422","10101","한식","2996"
"20210422","10102","중국식","185"
"20210422","10103","경양식","994"
"20210422","10104","일식","275"
"20210422","10105","분식","770"
"20210422","10106","뷔페식","22"
"20210422","10107","정종대포집(선술집)","55"
"20210422","10108","전통찻집","14"
"20210422","10110","출장조리","2"
"20210422","10111","패스트푸드","22"
"20210422","10112","호프(소주방)","240"
"20210422","10113","통닭(치킨)","48"
"20210422","10114","복어취급","1"
"20210422","10115","김밥(도시락)","18"
"20210422","10116","생선회","11"
"20210422","10117","까페","96"
"20210422","10118","식육취급","4"
"20210422","10119","탕류","4"
"20210422","10199","기타","1190"
"20210422","10201","카바레","7"
"20210422","10202","고고(디스코)클럽","5"
"20210422","10206","스텐드바","8"
"20210422","10207","비어(바)살롱","2"
"20210422","10208","룸살롱","153"
"20210422","10209","요정","9"
"20210422","10210","간이주점","6"
"20210422","10299","기타","9"
"20210422","10301","단란주점","116"
"20210422","10401","과자점","10"
"20210422","10402","다방","125"
"20210422","10403","일반조리판매","119"
"20210422","10408","철도역구내","1"
"20210422","10410","편의점","83"
"20210422","10411","패스트푸드","84"
"20210422","10412","커피숍","720"
"20210422","10413","전통찻집","63"
"20210422","10499","기타","444"
"20210422","20101","관광호텔","42"
"20210422","20102","일반호텔","23"
"20210422","20105","여관업","139"
"20210422","20107","여인숙업","18"
"20210422","20199","숙박업 기타","6"
"20210422","20301","일반이용업","89"
"20210422","24113","일반게임제공업","7"
"20210422","24201","비디오물감상실업","22"
"20210422","24205","노래연습장업","96"
"20210422","30111","무도학원업","4"
"20210423","10101","한식","2996"
"20210423","10102","중국식","185"
"20210423","10103","경양식","994"
"20210423","10104","일식","275"
"20210423","10105","분식","770"
"20210423","10106","뷔페식","22"
"20210423","10107","정종대포집(선술집)","55"
"20210423","10108","전통찻집","14"
"20210423","10110","출장조리","2"
"20210423","10111","패스트푸드","22"
"20210423","10112","호프(소주방)","240"
"20210423","10113","통닭(치킨)","48"
"20210423","10114","복어취급","1"
"20210423","10115","김밥(도시락)","18"
"20210423","10116","생선회","11"
"20210423","10117","까페","96"
"20210423","10118","식육취급","4"
"20210423","10119","탕류","4"
"20210423","10199","기타","1192"
"20210423","10201","카바레","7"
"20210423","10202","고고(디스코)클럽","5"
"20210423","10206","스텐드바","8"
"20210423","10207","비어(바)살롱","2"
"20210423","10208","룸살롱","153"
"20210423","10209","요정","9"
"20210423","10210","간이주점","6"
"20210423","10299","기타","9"
"20210423","10301","단란주점","116"
"20210423","10401","과자점","10"
"20210423","10402","다방","126"
"20210423","10403","일반조리판매","119"
"20210423","10408","철도역구내","1"
"20210423","10410","편의점","83"
"20210423","10411","패스트푸드","84"
"20210423","10412","커피숍","720"
"20210423","10413","전통찻집","63"
"20210423","10499","기타","444"
"20210423","20101","관광호텔","42"
"20210423","20102","일반호텔","23"
"20210423","20105","여관업","139"
"20210423","20107","여인숙업","18"
"20210423","20199","숙박업 기타","6"
"20210423","20301","일반이용업","89"
"20210423","24113","일반게임제공업","7"
"20210423","24201","비디오물감상실업","22"
"20210423","24205","노래연습장업","96"
"20210423","30111","무도학원업","4"
"20210424","10101","한식","2996"
"20210424","10102","중국식","185"
"20210424","10103","경양식","994"
"20210424","10104","일식","275"
"20210424","10105","분식","770"
"20210424","10106","뷔페식","22"
"20210424","10107","정종대포집(선술집)","55"
"20210424","10108","전통찻집","14"
"20210424","10110","출장조리","2"
"20210424","10111","패스트푸드","22"
"20210424","10112","호프(소주방)","240"
"20210424","10113","통닭(치킨)","48"
"20210424","10114","복어취급","1"
"20210424","10115","김밥(도시락)","18"
"20210424","10116","생선회","11"
"20210424","10117","까페","96"
"20210424","10118","식육취급","4"
"20210424","10119","탕류","4"
"20210424","10199","기타","1192"
"20210424","10201","카바레","7"
"20210424","10202","고고(디스코)클럽","5"
"20210424","10206","스텐드바","8"
"20210424","10207","비어(바)살롱","2"
"20210424","10208","룸살롱","153"
"20210424","10209","요정","9"
"20210424","10210","간이주점","6"
"20210424","10299","기타","9"
"20210424","10301","단란주점","116"
"20210424","10401","과자점","10"
"20210424","10402","다방","126"
"20210424","10403","일반조리판매","119"
"20210424","10408","철도역구내","1"
"20210424","10410","편의점","83"
"20210424","10411","패스트푸드","84"
"20210424","10412","커피숍","720"
"20210424","10413","전통찻집","63"
"20210424","10499","기타","444"
"20210424","20101","관광호텔","42"
"20210424","20102","일반호텔","23"
"20210424","20105","여관업","139"
"20210424","20107","여인숙업","18"
"20210424","20199","숙박업 기타","6"
"20210424","20301","일반이용업","89"
"20210424","24113","일반게임제공업","7"
"20210424","24201","비디오물감상실업","22"
"20210424","24205","노래연습장업","96"
"20210424","30111","무도학원업","4"
"20210425","10101","한식","2996"
"20210425","10102","중국식","185"
"20210425","10103","경양식","994"
"20210425","10104","일식","275"
"20210425","10105","분식","770"
"20210425","10106","뷔페식","22"
"20210425","10107","정종대포집(선술집)","55"
"20210425","10108","전통찻집","14"
"20210425","10110","출장조리","2"
"20210425","10111","패스트푸드","22"
"20210425","10112","호프(소주방)","240"
"20210425","10113","통닭(치킨)","48"
"20210425","10114","복어취급","1"
"20210425","10115","김밥(도시락)","18"
"20210425","10116","생선회","11"
"20210425","10117","까페","96"
"20210425","10118","식육취급","4"
"20210425","10119","탕류","4"
"20210425","10199","기타","1192"
"20210425","10201","카바레","7"
"20210425","10202","고고(디스코)클럽","5"
"20210425","10206","스텐드바","8"
"20210425","10207","비어(바)살롱","2"
"20210425","10208","룸살롱","153"
"20210425","10209","요정","9"
"20210425","10210","간이주점","6"
"20210425","10299","기타","9"
"20210425","10301","단란주점","116"
"20210425","10401","과자점","10"
"20210425","10402","다방","126"
"20210425","10403","일반조리판매","119"
"20210425","10408","철도역구내","1"
"20210425","10410","편의점","83"
"20210425","10411","패스트푸드","84"
"20210425","10412","커피숍","720"
"20210425","10413","전통찻집","63"
"20210425","10499","기타","444"
"20210425","20101","관광호텔","42"
"20210425","20102","일반호텔","23"
"20210425","20105","여관업","139"
"20210425","20107","여인숙업","18"
"20210425","20199","숙박업 기타","6"
"20210425","20301","일반이용업","89"
"20210425","24113","일반게임제공업","7"
"20210425","24201","비디오물감상실업","22"
"20210425","24205","노래연습장업","96"
"20210425","30111","무도학원업","4"
"20210426","10101","한식","2996"
"20210426","10102","중국식","185"
"20210426","10103","경양식","993"
"20210426","10104","일식","275"
"20210426","10105","분식","770"
"20210426","10106","뷔페식","22"
"20210426","10107","정종대포집(선술집)","55"
"20210426","10108","전통찻집","14"
"20210426","10110","출장조리","2"
"20210426","10111","패스트푸드","22"
"20210426","10112","호프(소주방)","240"
"20210426","10113","통닭(치킨)","48"
"20210426","10114","복어취급","1"
"20210426","10115","김밥(도시락)","18"
"20210426","10116","생선회","11"
"20210426","10117","까페","96"
"20210426","10118","식육취급","4"
"20210426","10119","탕류","4"
"20210426","10199","기타","1194"
"20210426","10201","카바레","7"
"20210426","10202","고고(디스코)클럽","5"
"20210426","10206","스텐드바","8"
"20210426","10207","비어(바)살롱","2"
"20210426","10208","룸살롱","153"
"20210426","10209","요정","9"
"20210426","10210","간이주점","6"
"20210426","10299","기타","9"
"20210426","10301","단란주점","116"
"20210426","10401","과자점","10"
"20210426","10402","다방","127"
"20210426","10403","일반조리판매","119"
"20210426","10408","철도역구내","1"
"20210426","10410","편의점","83"
"20210426","10411","패스트푸드","84"
"20210426","10412","커피숍","720"
"20210426","10413","전통찻집","63"
"20210426","10499","기타","444"
"20210426","20101","관광호텔","42"
"20210426","20102","일반호텔","23"
"20210426","20105","여관업","139"
"20210426","20107","여인숙업","18"
"20210426","20199","숙박업 기타","6"
"20210426","20301","일반이용업","89"
"20210426","24113","일반게임제공업","6"
"20210426","24201","비디오물감상실업","22"
"20210426","24205","노래연습장업","96"
"20210426","30111","무도학원업","4"
"20210427","10101","한식","2997"
"20210427","10102","중국식","185"
"20210427","10103","경양식","993"
"20210427","10104","일식","275"
"20210427","10105","분식","770"
"20210427","10106","뷔페식","22"
"20210427","10107","정종대포집(선술집)","55"
"20210427","10108","전통찻집","14"
"20210427","10110","출장조리","2"
"20210427","10111","패스트푸드","22"
"20210427","10112","호프(소주방)","240"
"20210427","10113","통닭(치킨)","48"
"20210427","10114","복어취급","1"
"20210427","10115","김밥(도시락)","18"
"20210427","10116","생선회","11"
"20210427","10117","까페","96"
"20210427","10118","식육취급","4"
"20210427","10119","탕류","4"
"20210427","10199","기타","1196"
"20210427","10201","카바레","7"
"20210427","10202","고고(디스코)클럽","5"
"20210427","10206","스텐드바","8"
"20210427","10207","비어(바)살롱","2"
"20210427","10208","룸살롱","153"
"20210427","10209","요정","9"
"20210427","10210","간이주점","6"
"20210427","10299","기타","9"
"20210427","10301","단란주점","116"
"20210427","10401","과자점","10"
"20210427","10402","다방","128"
"20210427","10403","일반조리판매","119"
"20210427","10408","철도역구내","1"
"20210427","10410","편의점","83"
"20210427","10411","패스트푸드","84"
"20210427","10412","커피숍","720"
"20210427","10413","전통찻집","63"
"20210427","10499","기타","444"
"20210427","20101","관광호텔","42"
"20210427","20102","일반호텔","23"
"20210427","20105","여관업","139"
"20210427","20107","여인숙업","18"
"20210427","20199","숙박업 기타","6"
"20210427","20301","일반이용업","89"
"20210427","24113","일반게임제공업","6"
"20210427","24201","비디오물감상실업","22"
"20210427","24205","노래연습장업","96"
"20210427","30111","무도학원업","4"
"20210428","10101","한식","2997"
"20210428","10102","중국식","185"
"20210428","10103","경양식","993"
"20210428","10104","일식","275"
"20210428","10105","분식","770"
"20210428","10106","뷔페식","22"
"20210428","10107","정종대포집(선술집)","55"
"20210428","10108","전통찻집","14"
"20210428","10110","출장조리","2"
"20210428","10111","패스트푸드","22"
"20210428","10112","호프(소주방)","240"
"20210428","10113","통닭(치킨)","48"
"20210428","10114","복어취급","1"
"20210428","10115","김밥(도시락)","18"
"20210428","10116","생선회","11"
"20210428","10117","까페","96"
"20210428","10118","식육취급","4"
"20210428","10119","탕류","4"
"20210428","10199","기타","1196"
"20210428","10201","카바레","7"
"20210428","10202","고고(디스코)클럽","5"
"20210428","10206","스텐드바","8"
"20210428","10207","비어(바)살롱","2"
"20210428","10208","룸살롱","153"
"20210428","10209","요정","9"
"20210428","10210","간이주점","6"
"20210428","10299","기타","9"
"20210428","10301","단란주점","116"
"20210428","10401","과자점","10"
"20210428","10402","다방","128"
"20210428","10403","일반조리판매","119"
"20210428","10408","철도역구내","1"
"20210428","10410","편의점","83"
"20210428","10411","패스트푸드","84"
"20210428","10412","커피숍","718"
"20210428","10413","전통찻집","63"
"20210428","10499","기타","445"
"20210428","20101","관광호텔","42"
"20210428","20102","일반호텔","23"
"20210428","20105","여관업","139"
"20210428","20107","여인숙업","18"
"20210428","20199","숙박업 기타","6"
"20210428","20301","일반이용업","89"
"20210428","24113","일반게임제공업","7"
"20210428","24201","비디오물감상실업","22"
"20210428","24205","노래연습장업","96"
"20210428","30111","무도학원업","4"
"20210429","10101","한식","2996"
"20210429","10102","중국식","185"
"20210429","10103","경양식","992"
"20210429","10104","일식","275"
"20210429","10105","분식","770"
"20210429","10106","뷔페식","21"
"20210429","10107","정종대포집(선술집)","55"
"20210429","10108","전통찻집","12"
"20210429","10110","출장조리","2"
"20210429","10111","패스트푸드","22"
"20210429","10112","호프(소주방)","240"
"20210429","10113","통닭(치킨)","48"
"20210429","10114","복어취급","1"
"20210429","10115","김밥(도시락)","18"
"20210429","10116","생선회","11"
"20210429","10117","까페","96"
"20210429","10118","식육취급","4"
"20210429","10119","탕류","4"
"20210429","10199","기타","1196"
"20210429","10201","카바레","7"
"20210429","10202","고고(디스코)클럽","5"
"20210429","10206","스텐드바","8"
"20210429","10207","비어(바)살롱","2"
"20210429","10208","룸살롱","153"
"20210429","10209","요정","9"
"20210429","10210","간이주점","6"
"20210429","10299","기타","9"
"20210429","10301","단란주점","116"
"20210429","10401","과자점","10"
"20210429","10402","다방","130"
"20210429","10403","일반조리판매","119"
"20210429","10408","철도역구내","1"
"20210429","10410","편의점","83"
"20210429","10411","패스트푸드","84"
"20210429","10412","커피숍","717"
"20210429","10413","전통찻집","63"
"20210429","10499","기타","444"
"20210429","20101","관광호텔","42"
"20210429","20102","일반호텔","23"
"20210429","20105","여관업","139"
"20210429","20107","여인숙업","18"
"20210429","20199","숙박업 기타","6"
"20210429","20301","일반이용업","89"
"20210429","24113","일반게임제공업","7"
"20210429","24201","비디오물감상실업","22"
"20210429","24205","노래연습장업","96"
"20210429","30111","무도학원업","4"
"20210430","10101","한식","2995"
"20210430","10102","중국식","185"
"20210430","10103","경양식","993"
"20210430","10104","일식","275"
"20210430","10105","분식","770"
"20210430","10106","뷔페식","20"
"20210430","10107","정종대포집(선술집)","55"
"20210430","10108","전통찻집","12"
"20210430","10110","출장조리","2"
"20210430","10111","패스트푸드","22"
"20210430","10112","호프(소주방)","240"
"20210430","10113","통닭(치킨)","48"
"20210430","10114","복어취급","1"
"20210430","10115","김밥(도시락)","18"
"20210430","10116","생선회","11"
"20210430","10117","까페","96"
"20210430","10118","식육취급","4"
"20210430","10119","탕류","4"
"20210430","10199","기타","1197"
"20210430","10201","카바레","7"
"20210430","10202","고고(디스코)클럽","5"
"20210430","10206","스텐드바","8"
"20210430","10207","비어(바)살롱","2"
"20210430","10208","룸살롱","153"
"20210430","10209","요정","9"
"20210430","10210","간이주점","6"
"20210430","10299","기타","9"
"20210430","10301","단란주점","116"
"20210430","10401","과자점","10"
"20210430","10402","다방","130"
"20210430","10403","일반조리판매","119"
"20210430","10408","철도역구내","1"
"20210430","10410","편의점","83"
"20210430","10411","패스트푸드","84"
"20210430","10412","커피숍","717"
"20210430","10413","전통찻집","64"
"20210430","10499","기타","443"
"20210430","20101","관광호텔","42"
"20210430","20102","일반호텔","23"
"20210430","20105","여관업","139"
"20210430","20107","여인숙업","18"
"20210430","20199","숙박업 기타","6"
"20210430","20301","일반이용업","89"
"20210430","24113","일반게임제공업","7"
"20210430","24201","비디오물감상실업","22"
"20210430","24205","노래연습장업","96"
"20210430","30111","무도학원업","4"
"20210501","10101","한식","2995"
"20210501","10102","중국식","185"
"20210501","10103","경양식","993"
"20210501","10104","일식","275"
"20210501","10105","분식","770"
"20210501","10106","뷔페식","20"
"20210501","10107","정종대포집(선술집)","55"
"20210501","10108","전통찻집","12"
"20210501","10110","출장조리","2"
"20210501","10111","패스트푸드","22"
"20210501","10112","호프(소주방)","240"
"20210501","10113","통닭(치킨)","48"
"20210501","10114","복어취급","1"
"20210501","10115","김밥(도시락)","18"
"20210501","10116","생선회","11"
"20210501","10117","까페","96"
"20210501","10118","식육취급","4"
"20210501","10119","탕류","4"
"20210501","10199","기타","1197"
"20210501","10201","카바레","7"
"20210501","10202","고고(디스코)클럽","5"
"20210501","10206","스텐드바","8"
"20210501","10207","비어(바)살롱","2"
"20210501","10208","룸살롱","153"
"20210501","10209","요정","9"
"20210501","10210","간이주점","6"
"20210501","10299","기타","9"
"20210501","10301","단란주점","116"
"20210501","10401","과자점","10"
"20210501","10402","다방","130"
"20210501","10403","일반조리판매","119"
"20210501","10408","철도역구내","1"
"20210501","10410","편의점","83"
"20210501","10411","패스트푸드","84"
"20210501","10412","커피숍","717"
"20210501","10413","전통찻집","64"
"20210501","10499","기타","443"
"20210501","20101","관광호텔","42"
"20210501","20102","일반호텔","23"
"20210501","20105","여관업","139"
"20210501","20107","여인숙업","18"
"20210501","20199","숙박업 기타","6"
"20210501","20301","일반이용업","89"
"20210501","24113","일반게임제공업","7"
"20210501","24201","비디오물감상실업","22"
"20210501","24205","노래연습장업","96"
"20210501","30111","무도학원업","4"
"20210502","10101","한식","2995"
"20210502","10102","중국식","185"
"20210502","10103","경양식","993"
"20210502","10104","일식","275"
"20210502","10105","분식","770"
"20210502","10106","뷔페식","20"
"20210502","10107","정종대포집(선술집)","55"
"20210502","10108","전통찻집","12"
"20210502","10110","출장조리","2"
"20210502","10111","패스트푸드","22"
"20210502","10112","호프(소주방)","240"
"20210502","10113","통닭(치킨)","48"
"20210502","10114","복어취급","1"
"20210502","10115","김밥(도시락)","18"
"20210502","10116","생선회","11"
"20210502","10117","까페","96"
"20210502","10118","식육취급","4"
"20210502","10119","탕류","4"
"20210502","10199","기타","1197"
"20210502","10201","카바레","7"
"20210502","10202","고고(디스코)클럽","5"
"20210502","10206","스텐드바","8"
"20210502","10207","비어(바)살롱","2"
"20210502","10208","룸살롱","153"
"20210502","10209","요정","9"
"20210502","10210","간이주점","6"
"20210502","10299","기타","9"
"20210502","10301","단란주점","116"
"20210502","10401","과자점","10"
"20210502","10402","다방","130"
"20210502","10403","일반조리판매","119"
"20210502","10408","철도역구내","1"
"20210502","10410","편의점","83"
"20210502","10411","패스트푸드","84"
"20210502","10412","커피숍","717"
"20210502","10413","전통찻집","64"
"20210502","10499","기타","443"
"20210502","20101","관광호텔","42"
"20210502","20102","일반호텔","23"
"20210502","20105","여관업","139"
"20210502","20107","여인숙업","18"
"20210502","20199","숙박업 기타","6"
"20210502","20301","일반이용업","89"
"20210502","24113","일반게임제공업","7"
"20210502","24201","비디오물감상실업","22"
"20210502","24205","노래연습장업","96"
"20210502","30111","무도학원업","4"
"20210503","10101","한식","2995"
"20210503","10102","중국식","184"
"20210503","10103","경양식","993"
"20210503","10104","일식","275"
"20210503","10105","분식","770"
"20210503","10106","뷔페식","20"
"20210503","10107","정종대포집(선술집)","55"
"20210503","10108","전통찻집","12"
"20210503","10110","출장조리","2"
"20210503","10111","패스트푸드","22"
"20210503","10112","호프(소주방)","240"
"20210503","10113","통닭(치킨)","48"
"20210503","10114","복어취급","1"
"20210503","10115","김밥(도시락)","18"
"20210503","10116","생선회","11"
"20210503","10117","까페","96"
"20210503","10118","식육취급","4"
"20210503","10119","탕류","4"
"20210503","10199","기타","1197"
"20210503","10201","카바레","7"
"20210503","10202","고고(디스코)클럽","5"
"20210503","10206","스텐드바","8"
"20210503","10207","비어(바)살롱","2"
"20210503","10208","룸살롱","153"
"20210503","10209","요정","9"
"20210503","10210","간이주점","6"
"20210503","10299","기타","9"
"20210503","10301","단란주점","116"
"20210503","10401","과자점","10"
"20210503","10402","다방","130"
"20210503","10403","일반조리판매","119"
"20210503","10408","철도역구내","1"
"20210503","10410","편의점","82"
"20210503","10411","패스트푸드","84"
"20210503","10412","커피숍","717"
"20210503","10413","전통찻집","64"
"20210503","10499","기타","444"
"20210503","20101","관광호텔","42"
"20210503","20102","일반호텔","23"
"20210503","20105","여관업","139"
"20210503","20107","여인숙업","18"
"20210503","20199","숙박업 기타","6"
"20210503","20301","일반이용업","90"
"20210503","24113","일반게임제공업","7"
"20210503","24201","비디오물감상실업","22"
"20210503","24205","노래연습장업","96"
"20210503","30111","무도학원업","4"
"20210504","10101","한식","2995"
"20210504","10102","중국식","184"
"20210504","10103","경양식","993"
"20210504","10104","일식","276"
"20210504","10105","분식","770"
"20210504","10106","뷔페식","20"
"20210504","10107","정종대포집(선술집)","55"
"20210504","10108","전통찻집","12"
"20210504","10110","출장조리","2"
"20210504","10111","패스트푸드","22"
"20210504","10112","호프(소주방)","240"
"20210504","10113","통닭(치킨)","48"
"20210504","10114","복어취급","1"
"20210504","10115","김밥(도시락)","18"
"20210504","10116","생선회","11"
"20210504","10117","까페","96"
"20210504","10118","식육취급","4"
"20210504","10119","탕류","4"
"20210504","10199","기타","1197"
"20210504","10201","카바레","7"
"20210504","10202","고고(디스코)클럽","5"
"20210504","10206","스텐드바","8"
"20210504","10207","비어(바)살롱","2"
"20210504","10208","룸살롱","153"
"20210504","10209","요정","9"
"20210504","10210","간이주점","6"
"20210504","10299","기타","9"
"20210504","10301","단란주점","116"
"20210504","10401","과자점","10"
"20210504","10402","다방","130"
"20210504","10403","일반조리판매","119"
"20210504","10408","철도역구내","1"
"20210504","10410","편의점","82"
"20210504","10411","패스트푸드","84"
"20210504","10412","커피숍","717"
"20210504","10413","전통찻집","64"
"20210504","10499","기타","444"
"20210504","20101","관광호텔","42"
"20210504","20102","일반호텔","23"
"20210504","20105","여관업","139"
"20210504","20107","여인숙업","18"
"20210504","20199","숙박업 기타","6"
"20210504","20301","일반이용업","89"
"20210504","24113","일반게임제공업","7"
"20210504","24201","비디오물감상실업","22"
"20210504","24205","노래연습장업","96"
"20210504","30111","무도학원업","4"
"20210505","10101","한식","2995"
"20210505","10102","중국식","184"
"20210505","10103","경양식","993"
"20210505","10104","일식","276"
"20210505","10105","분식","770"
"20210505","10106","뷔페식","20"
"20210505","10107","정종대포집(선술집)","55"
"20210505","10108","전통찻집","12"
"20210505","10110","출장조리","2"
"20210505","10111","패스트푸드","22"
"20210505","10112","호프(소주방)","240"
"20210505","10113","통닭(치킨)","48"
"20210505","10114","복어취급","1"
"20210505","10115","김밥(도시락)","18"
"20210505","10116","생선회","11"
"20210505","10117","까페","96"
"20210505","10118","식육취급","4"
"20210505","10119","탕류","4"
"20210505","10199","기타","1197"
"20210505","10201","카바레","7"
"20210505","10202","고고(디스코)클럽","5"
"20210505","10206","스텐드바","8"
"20210505","10207","비어(바)살롱","2"
"20210505","10208","룸살롱","153"
"20210505","10209","요정","9"
"20210505","10210","간이주점","6"
"20210505","10299","기타","9"
"20210505","10301","단란주점","116"
"20210505","10401","과자점","10"
"20210505","10402","다방","130"
"20210505","10403","일반조리판매","119"
"20210505","10408","철도역구내","1"
"20210505","10410","편의점","82"
"20210505","10411","패스트푸드","84"
"20210505","10412","커피숍","717"
"20210505","10413","전통찻집","64"
"20210505","10499","기타","444"
"20210505","20101","관광호텔","42"
