"시도교육청","지역교육청","지역","정보공시 학교코드","학교명","학교급코드","설립구분","제외여부","제외사유","고등부1학년 전입학생수","고등부1학년 전출학생수","고등부1학년 전체학생수","고등부2학년 전입학생수","고등부2학년 전출학생수","고등부2학년 전체학생수","고등부3학년 전입학생수","고등부3학년 전출학생수","고등부3학년 전체학생수","전입학생수(계)","전출학생수(계)","전체학생수(계)"
"인천광역시교육청","인천광역시교육청","인천광역시 미추홀구","S040000254","인명여자고등학교","04","사립","N","","5","7","325","5","2","351","0","0","447","10","9","1123"
"인천광역시교육청","인천광역시교육청","인천광역시 중구","S040000255","인성여자고등학교","04","사립","N","","4","6","166","4","4","186","0","1","187","8","11","539"
"인천광역시교육청","인천광역시교육청","인천광역시 중구","S040000256","인일여자고등학교","04","공립","N","","7","1","208","3","0","247","0","0","272","10","1","727"
"인천광역시교육청","인천광역시교육청","인천광역시 남동구","S040000257","인제고등학교","04","사립","N","","4","5","266","2","1","307","1","0","387","7","6","960"
"인천광역시교육청","인천광역시교육청","인천광역시 남구","S040000258","인천고등학교","04","공립","N","","5","4","289","4","7","320","1","0","314","10","11","923"
"인천광역시교육청","인천광역시교육청","인천광역시 중구","S040000259","인천공항고등학교","04","공립","N","","8","24","240","7","4","203","1","1","257","16","29","700"
"인천광역시교육청","인천광역시교육청","인천광역시 중구","S040000260","인천과학고등학교","04","공립","N","","0","0","80","0","0","78","0","0","46","0","0","204"
"인천광역시교육청","인천광역시교육청","인천광역시 미추홀구","S040000261","인천기계공업고등학교","04","공립","N","","6","13","366","0","0","395","0","0","420","6","13","1181"
"인천광역시교육청","인천광역시교육청","인천광역시 남동구","S040000262","인천남고등학교","04","공립","N","","6","3","220","4","5","225","1","2","231","11","10","676"
"인천광역시교육청","인천광역시교육청","인천광역시 연수구","S040000263","인천대건고등학교","04","사립","N","","10","6","280","1","6","302","1","3","321","12","15","903"
"인천광역시교육청","인천광역시교육청","인천광역시 서구","S040000264","인천디자인고등학교","04","공립","N","","4","8","262","0","3","277","0","0","304","4","11","843"
"인천광역시교육청","인천광역시교육청","인천광역시 연수구","S040000265","박문여자고등학교","04","사립","N","","9","6","238","3","2","240","1","0","247","13","8","725"
"인천광역시교육청","인천광역시교육청","인천광역시 연수구","S040000267","인천생활과학고등학교","04","공립","N","","5","6","216","0","0","234","0","0","245","5","6","695"
"인천광역시교육청","인천광역시교육청","인천광역시 연수구","S040000269","인천여자고등학교","04","공립","N","","2","12","271","2","4","308","2","1","369","6","17","948"
"인천광역시교육청","인천광역시교육청","인천광역시 연수구","S040000271","인천뷰티예술고등학교","04","공립","N","","6","10","196","0","2","227","0","0","233","6","12","656"
"인천광역시교육청","인천광역시교육청","인천광역시 중구","S040000273","인천여자상업고등학교","04","공립","N","","1","0","295","0","2","335","0","0","351","1","2","981"
"인천광역시교육청","인천광역시교육청","인천광역시 남동구","S040000275","인천예술고등학교","04","공립","N","","8","0","153","10","4","156","0","0","152","18","4","461"
"인천광역시교육청","인천광역시교육청","인천광역시 미추홀구","S040000276","인천전자마이스터고등학교","04","공립","N","","0","7","160","0","1","155","0","0","158","0","8","473"
"인천광역시교육청","인천광역시교육청","인천광역시 중구","S040000277","인천정보과학고등학교","04","공립","N","","8","25","291","3","0","299","0","1","355","11","26","945"
"인천광역시교육청","인천광역시교육청","인천광역시 중구","S040000279","인천중앙여자상업고등학교","04","사립","N","","1","4","206","0","0","228","0","0","233","1","4","667"
"인천광역시교육청","인천광역시교육청","인천광역시 서구","S040000280","인천체육고등학교","04","공립","N","","9","11","97","3","4","104","0","0","96","12","15","297"
"인천광역시교육청","인천광역시교육청","인천광역시 연수구","S040000283","인천해양과학고등학교","04","공립","N","","7","8","141","2","1","185","0","1","199","9","10","525"
"인천광역시교육청","인천광역시교육청","인천광역시 부평구","S040000284","인평자동차고등학교","04","사립","N","","2","11","151","1","3","170","0","1","181","3","15","502"
"인천광역시교육청","인천광역시교육청","인천광역시 남구","S040000285","인하대학교사범대학부속고등학교","04","사립","N","","5","3","211","3","1","214","1","0","282","9","4","707"
"인천광역시교육청","인천광역시교육청","인천광역시 미추홀구","S040000286","인항고등학교","04","사립","N","","6","6","188","1","0","222","0","0","245","7","6","655"
"인천광역시교육청","인천광역시교육청","인천광역시 남구","S040000287","인화여자고등학교","04","공립","N","","6","3","192","0","1","194","0","0","231","6","4","617"
"인천광역시교육청","인천광역시교육청","인천광역시 남구","S040000288","정석항공과학고등학교","04","사립","N","","1","9","205","0","0","229","0","0","234","1","9","668"
"인천광역시교육청","인천광역시교육청","인천광역시 중구","S040000289","제물포고등학교","04","공립","N","","5","11","165","3","3","166","1","0","184","9","14","515"
"인천광역시교육청","인천광역시교육청","인천광역시 부평구","S040000291","제일고등학교","04","사립","N","","1","8","165","0","3","195","0","0","202","1","11","562"
"인천광역시교육청","인천광역시교육청","인천광역시 연수구","S040000292","청학공업고등학교","04","공립","N","","5","19","208","0","2","210","0","0","259","5","21","677"
"인천광역시교육청","인천광역시교육청","인천광역시 미추홀구","S040000293","학익고등학교","04","공립","N","","4","4","184","1","0","201","2","0","229","7","4","614"
"인천광역시교육청","인천광역시교육청","인천광역시 미추홀구","S040000294","학익여자고등학교","04","공립","N","","9","8","343","1","1","379","2","0","391","12","9","1113"
"인천광역시교육청","인천광역시교육청","인천광역시 서구","S040000295","한국주얼리고등학교","04","사립","N","","10","3","102","1","0","113","0","0","102","11","3","317"
"인천광역시교육청","인천광역시교육청","인천광역시 계양구","S040000298","인천효성고등학교","04","공립","N","","9","4","196","6","0","256","1","0","304","16","4","756"
"인천광역시교육청","인천광역시교육청","인천광역시 서구","S040001696","가림고등학교","04","공립","N","","6","5","286","0","2","340","0","2","366","6","9","992"
"인천광역시교육청","인천광역시교육청","인천광역시 계양구","S040001705","작전여자고등학교","04","공립","N","","5","3","200","2","4","254","0","0","301","7","7","755"
"인천광역시교육청","인천광역시교육청","인천광역시 계양구","S040001706","안남고등학교","04","공립","N","","8","3","192","3","4","245","0","1","252","11","8","689"
"인천광역시교육청","인천광역시교육청","인천광역시 계양구","S040001707","작전고등학교","04","공립","N","","9","1","202","1","1","257","0","0","310","10","2","769"
"인천광역시교육청","인천광역시교육청","인천광역시 연수구","S040001708","옥련여자고등학교","04","공립","N","","4","9","251","2","2","315","0","0","326","6","11","892"
"인천광역시교육청","인천광역시교육청","인천광역시 서구","S040001709","가좌고등학교","04","공립","N","","14","3","249","4","5","359","3","1","358","21","9","966"
"인천광역시교육청","인천광역시교육청","인천광역시 계양구","S040001710","인천예일고등학교","04","공립","N","","7","6","241","6","1","271","0","1","300","13","8","812"
"인천광역시교육청","인천광역시교육청","인천광역시 부평구","S040001712","부개고등학교","04","공립","N","","8","4","190","1","5","230","0","0","287","9","9","707"
"인천광역시교육청","인천광역시교육청","인천광역시 부평구","S040001713","인천산곡고등학교","04","공립","N","","8","1","189","0","2","223","0","0","288","8","3","700"
"인천광역시교육청","인천광역시교육청","인천광역시 부평구","S040001714","인천부흥고등학교","04","공립","N","","20","4","179","9","4","215","0","0","249","29","8","643"
"인천광역시교육청","인천광역시교육청","인천광역시 남동구","S040001742","도림고등학교","04","공립","N","","8","7","179","0","2","220","1","5","255","9","14","654"
"인천광역시교육청","인천광역시교육청","인천광역시 서구","S040001786","인천원당고등학교","04","공립","N","","13","5","279","3","1","307","2","0","323","18","6","909"
"인천광역시교육청","인천광역시교육청","인천광역시 연수구","S040001787","신송고등학교","04","공립","N","","20","10","261","4","4","319","0","1","316","24","15","896"
"인천광역시교육청","인천광역시교육청","인천광역시 부평구","S040001807","인천영선고등학교","04","공립","N","","15","4","232","1","1","214","0","0","316","16","5","762"
"인천광역시교육청","인천광역시교육청","인천광역시 서구","S040001809","인천마전고등학교","04","공립","N","","8","7","176","1","2","212","2","0","237","11","9","625"
"인천광역시교육청","인천광역시교육청","인천광역시 남동구","S040001810","인천논현고등학교","04","공립","N","","11","7","221","3","6","275","0","0","309","14","13","805"
"인천광역시교육청","인천광역시교육청","인천광역시 부평구","S040001812","인천진산과학고등학교","04","공립","N","","0","1","80","0","1","79","0","0","49","0","2","208"
"인천광역시교육청","인천광역시교육청","인천광역시 중구","S040001817","인천국제고등학교","04","공립","N","","0","4","143","0","0","144","0","0","137","0","4","424"
"인천광역시교육청","인천광역시교육청","인천광역시 남동구","S040001818","인천만수고등학교","04","공립","N","","7","5","229","0","0","294","0","1","357","7","6","880"
"인천광역시교육청","인천광역시교육청","인천광역시 서구","S040001820","인천신현고등학교","04","공립","N","","7","4","225","5","2","250","3","0","269","15","6","744"
"인천광역시교육청","인천광역시교육청","인천광역시 남동구","S040001822","인천남동고등학교","04","공립","N","","9","6","243","0","1","303","0","0","321","9","7","867"
"인천광역시교육청","인천광역시교육청","인천광역시 남동구","S040001957","미추홀외국어고등학교","04","공립","N","","0","7","197","0","0","194","0","0","187","0","7","578"
"인천광역시교육청","인천광역시교육청","인천광역시 부평구","S040001963","인천상정고등학교","04","공립","N","","0","0","169","0","0","191","1","0","204","1","0","564"
"인천광역시교육청","인천광역시교육청","인천광역시 계양구","S040001967","인천세원고등학교","04","공립","N","","6","8","206","3","2","223","0","0","219","9","10","648"
"인천광역시교육청","인천광역시교육청","인천광역시 남동구","S040001969","인천고잔고등학교","04","공립","N","","2","2","228","4","1","285","0","1","321","6","4","834"
"인천광역시교육청","인천광역시교육청","인천광역시 연수구","S040001972","인천해송고등학교","04","공립","N","","23","4","269","3","3","299","0","0","296","26","7","864"
"인천광역시교육청","인천광역시교육청","인천광역시 남동구","S040002020","인천송천고등학교","04","공립","N","","8","2","210","1","5","237","2","0","248","11","7","695"
"인천광역시교육청","인천광역시교육청","인천광역시 서구","S040002023","인천청라고등학교","04","공립","N","","18","4","300","3","2","322","1","0","364","22","6","986"
"인천광역시교육청","인천광역시교육청","인천광역시 서구","S040002025","인천초은고등학교","04","공립","N","","17","8","254","2","4","299","0","0","356","19","12","909"
"인천광역시교육청","인천광역시교육청","인천광역시 연수구","S040002083","인천연송고등학교","04","공립","N","","21","4","236","3","0","242","0","0","283","24","4","761"
"인천광역시교육청","인천광역시교육청","인천광역시 중구","S040002092","인천영종고등학교","04","공립","N","","13","50","261","7","5","284","1","0","251","21","55","796"
"인천광역시교육청","인천광역시교육청","인천광역시 서구","S040002161","인천해원고등학교","04","공립","N","","20","5","221","2","6","253","2","2","281","24","13","755"
"인천광역시교육청","인천광역시교육청","인천광역시 중구","S040002162","인천하늘고등학교","04","사립","N","","1","4","226","1","3","220","0","0","212","2","7","658"
"인천광역시교육청","인천광역시교육청","인천광역시 옹진군","S040002186","인천영흥고등학교","04","공립","N","","2","9","36","1","1","34","0","0","41","3","10","111"
"인천광역시교육청","인천광역시교육청","인천광역시 연수구","S040002238","인천과학예술영재학교","04","공립","N","","0","2","77","0","0","78","0","0","75","0","2","230"
"인천광역시교육청","인천광역시교육청","인천광역시 연수구","S040002244","인천포스코고등학교","04","사립","N","","13","14","228","1","5","230","0","0","240","14","19","698"
"인천광역시교육청","인천광역시교육청","인천광역시 연수구","S040000270","인천여자고등학교부설방송통신고등학교","11","공립","N","","2","0","77","2","0","86","0","0","105","4","0","268"
"인천광역시교육청","인천광역시교육청","인천광역시 중구","S040000290","제물포고등학교부설방송통신고등학교","11","공립","N","","0","0","32","0","3","43","3","2","49","3","5","124"
"광주광역시교육청","교육부","광주광역시 북구","S000003516","전남대학교사범대학부설고등학교","04","국립","N","","5","2","225","3","1","254","0","0","270","8","3","749"
"광주광역시교육청","광주광역시교육청","광주광역시 북구","S050000088","고려고등학교","04","사립","N","","3","5","266","2","2","303","0","0","339","5","7","908"
"광주광역시교육청","광주광역시교육청","광주광역시 서구","S050000089","광덕고등학교","04","사립","N","","3","7","279","1","1","311","0","1","348","4","9","938"
"광주광역시교육청","광주광역시교육청","광주광역시 광산구","S050000092","광일고등학교","04","사립","N","","3","2","56","4","0","98","0","0","143","7","2","297"
"광주광역시교육청","광주광역시교육청","광주광역시 북구","S050000093","광주경신여자고등학교","04","사립","N","","1","3","273","0","5","295","0","1","322","1","9","890"
"광주광역시교육청","광주광역시교육청","광주광역시 동구","S050000094","광주고등학교","04","공립","N","","0","2","244","0","3","268","0","0","280","0","5","792"
"광주광역시교육청","광주광역시교육청","광주광역시 북구","S050000096","광주과학고등학교","04","공립","N","","0","0","97","0","1","97","0","0","93","0","1","287"
"광주광역시교육청","광주광역시교육청","광주광역시 북구","S050000097","광주공업고등학교","04","공립","N","","3","8","367","2","1","395","0","0","405","5","9","1167"
"광주광역시교육청","광주광역시교육청","광주광역시 서구","S050000100","광주대동고등학교","04","사립","N","","0","0","259","0","0","280","0","0","312","0","0","851"
"광주광역시교육청","광주광역시교육청","광주광역시 남구","S050000101","광주동성고등학교","04","사립","N","","1","2","231","2","1","276","0","0","270","3","3","777"
"광주광역시교육청","광주광역시교육청","광주광역시 북구","S050000102","광주동신고등학교","04","사립","N","","3","4","241","0","2","271","0","0","310","3","6","822"
"광주광역시교육청","광주광역시교육청","광주광역시 북구","S050000103","광주동신여자고등학교","04","사립","N","","2","0","274","2","0","338","1","0","394","5","0","1006"
"광주광역시교육청","광주광역시교육청","광주광역시 서구","S050000107","광주서석고등학교","04","사립","N","","0","4","256","1","1","277","0","0","321","1","5","854"
"광주광역시교육청","광주광역시교육청","광주광역시 남구","S050000108","광주석산고등학교","04","사립","N","","0","2","229","0","0","297","0","1","314","0","3","840"
"광주광역시교육청","광주광역시교육청","광주광역시 남구","S050000109","광주수피아여자고등학교","04","사립","N","","4","6","228","2","1","268","0","2","398","6","9","894"
"광주광역시교육청","광주광역시교육청","광주광역시 북구","S050000110","광주숭일고등학교","04","사립","N","","2","2","299","1","7","334","0","0","350","3","9","983"
"광주광역시교육청","광주광역시교육청","광주광역시 서구","S050000112","광주여자고등학교","04","공립","N","","3","4","259","0","1","354","1","0","380","4","5","993"
"광주광역시교육청","광주광역시교육청","광주광역시 남구","S050000114","광주여자상업고등학교","04","사립","N","","4","1","160","0","0","166","0","0","190","4","1","516"
"광주광역시교육청","광주광역시교육청","광주광역시 북구","S050000116","광주예술고등학교","04","공립","N","","13","2","137","5","1","127","1","0","141","19","3","405"
"광주광역시교육청","광주광역시교육청","광주광역시 남구","S050000118","광주인성고등학교","04","사립","N","","0","4","226","1","0","299","0","0","312","1","4","837"
"광주광역시교육청","광주광역시교육청","광주광역시 북구","S050000119","광주자연과학고등학교","04","공립","N","","0","3","200","0","1","201","0","0","216","0","4","617"
"광주광역시교육청","광주광역시교육청","광주광역시 광산구","S050000120","광주소프트웨어마이스터고등학교","04","공립","N","","0","3","84","0","1","80","0","0","171","0","4","335"
"광주광역시교육청","광주광역시교육청","광주광역시 광산구","S050000121","광주전자공업고등학교","04","공립","N","","1","4","352","1","1","363","0","0","411","2","5","1126"
"광주광역시교육청","광주광역시교육청","광주광역시 광산구","S050000122","광주자동화설비공업고등학교","04","공립","N","","0","0","82","0","0","79","0","0","79","0","0","240"
"광주광역시교육청","광주광역시교육청","광주광역시 북구","S050000123","광주제일고등학교","04","공립","N","","0","5","249","0","1","271","0","2","278","0","8","798"
"광주광역시교육청","광주광역시교육청","광주광역시 북구","S050000125","금호중앙여자고등학교","04","사립","N","","3","8","269","0","4","302","0","1","331","3","13","902"
"광주광역시교육청","광주광역시교육청","광주광역시 광산구","S050000126","광주진흥고등학교","04","사립","N","","2","4","287","1","3","314","0","0","315","3","7","916"
"광주광역시교육청","광주광역시교육청","광주광역시 북구","S050000127","광주체육고등학교","04","공립","N","","4","23","96","2","4","95","0","0","92","6","27","283"
"광주광역시교육청","광주광역시교육청","광주광역시 북구","S050000128","국제고등학교","04","사립","N","","2","4","269","4","3","302","0","1","341","6","8","912"
"광주광역시교육청","광주광역시교육청","광주광역시 북구","S050000129","금파공업고등학교","04","사립","N","","1","3","207","0","0","212","0","0","237","1","3","656"
"광주광역시교육청","광주광역시교육청","광주광역시 북구","S050000131","금호고등학교","04","사립","N","","1","7","243","3","6","236","0","1","300","4","14","779"
"광주광역시교육청","광주광역시교육청","광주광역시 남구","S050000133","대광여자고등학교","04","사립","N","","0","4","203","3","2","270","0","0","395","3","6","868"
"광주광역시교육청","광주광역시교육청","광주광역시 남구","S050000134","대성여자고등학교","04","사립","N","","2","2","252","1","0","303","0","1","368","3","3","923"
"광주광역시교육청","광주광역시교육청","광주광역시 광산구","S050000135","동명고등학교","04","사립","N","","2","1","79","6","0","81","0","0","80","8","1","240"
"광주광역시교육청","광주광역시교육청","광주광역시 남구","S050000136","동아여자고등학교","04","사립","N","","3","0","224","0","5","270","0","0","367","3","5","861"
"광주광역시교육청","광주광역시교육청","광주광역시 남구","S050000137","동일미래과학고등학교","04","사립","N","","8","5","254","1","1","317","0","0","331","9","6","902"
"광주광역시교육청","광주광역시교육청","광주광역시 남구","S050000138","문성고등학교","04","사립","N","","2","3","225","1","0","302","2","0","302","5","3","829"
"광주광역시교육청","광주광역시교육청","광주광역시 광산구","S050000139","보문고등학교","04","사립","N","","1","3","305","0","1","339","0","0","342","1","4","986"
"광주광역시교육청","광주광역시교육청","광주광역시 북구","S050000142","살레시오고등학교","04","사립","N","","2","2","244","3","0","280","0","0","313","5","2","837"
"광주광역시교육청","광주광역시교육청","광주광역시 동구","S050000143","살레시오여자고등학교","04","사립","N","","1","1","205","2","0","237","0","0","326","3","1","768"
"광주광역시교육청","광주광역시교육청","광주광역시 서구","S050000144","상무고등학교","04","공립","N","","0","5","236","8","4","325","1","0","272","9","9","833"
"광주광역시교육청","광주광역시교육청","광주광역시 북구","S050000145","서강고등학교","04","사립","N","","5","4","297","2","2","329","0","0","388","7","6","1014"
"광주광역시교육청","광주광역시교육청","광주광역시 남구","S050000146","서진여자고등학교","04","사립","N","","8","4","131","4","0","236","0","0","249","12","4","616"
"광주광역시교육청","광주광역시교육청","광주광역시 남구","S050000147","설월여자고등학교","04","사립","N","","0","10","221","1","2","296","0","0","344","1","12","861"
"광주광역시교육청","광주광역시교육청","광주광역시 광산구","S050000148","명진고등학교","04","사립","N","","0","7","290","2","6","307","1","1","352","3","14","949"
"광주광역시교육청","광주광역시교육청","광주광역시 남구","S050000149","송원고등학교","04","사립","N","","0","7","198","5","18","224","0","0","257","5","25","679"
"광주광역시교육청","광주광역시교육청","광주광역시 남구","S050000150","송원여자고등학교","04","사립","N","","0","4","201","0","1","241","1","0","244","1","5","686"
"광주광역시교육청","광주광역시교육청","광주광역시 광산구","S050000153","숭덕고등학교","04","사립","N","","9","5","333","1","2","355","0","0","364","10","7","1052"
"광주광역시교육청","광주광역시교육청","광주광역시 남구","S050000154","숭의과학기술고등학교","04","사립","N","","39","14","244","6","17","293","0","0","426","45","31","963"
"광주광역시교육청","광주광역시교육청","광주광역시 서구","S050000155","전남고등학교","04","공립","N","","5","1","231","2","2","280","0","0","316","7","3","827"
"광주광역시교육청","광주광역시교육청","광주광역시 광산구","S050000156","전남공업고등학교","04","공립","N","","7","10","343","1","4","349","0","0","383","8","14","1075"
"광주광역시교육청","광주광역시교육청","광주광역시 동구","S050000161","전남여자고등학교","04","공립","N","","2","4","203","2","3","244","0","1","292","4","8","739"
"광주광역시교육청","광주광역시교육청","광주광역시 북구","S050000163","전남여자상업고등학교","04","사립","N","","7","5","209","3","0","217","0","0","252","10","5","678"
"광주광역시교육청","광주광역시교육청","광주광역시 광산구","S050000165","정광고등학교","04","사립","N","","5","3","360","3","2","390","0","1","432","8","6","1182"
"광주광역시교육청","광주광역시교육청","광주광역시 동구","S050000166","조선대학교부속고등학교","04","사립","N","","3","10","204","1","1","240","0","0","302","4","11","746"
"광주광역시교육청","광주광역시교육청","광주광역시 동구","S050000167","조선대학교여자고등학교","04","사립","N","","0","7","201","0","1","267","0","0","294","0","8","762"
"광주광역시교육청","광주광역시교육청","광주광역시 남구","S050000168","호남삼육고등학교","04","사립","N","","5","5","97","6","3","93","0","0","110","11","8","300"
"광주광역시교육청","광주광역시교육청","광주광역시 남구","S050001096","송원여자상업고등학교","04","사립","N","","6","2","195","1","0","210","0","0","239","7","2","644"
"광주광역시교육청","광주광역시교육청","광주광역시 광산구","S050001118","운남고등학교","04","공립","N","","10","8","265","10","4","363","0","1","377","20","13","1005"
"광주광역시교육청","광주광역시교육청","광주광역시 서구","S050001119","풍암고등학교","04","공립","N","","2","10","267","8","0","263","2","1","291","12","11","821"
"광주광역시교육청","광주광역시교육청","광주광역시 광산구","S050001155","첨단고등학교","04","공립","N","","4","4","360","5","3","371","2","2","369","11","9","1100"
"광주광역시교육청","광주광역시교육청","광주광역시 서구","S050001226","상일여자고등학교","04","공립","N","","4","7","238","1","4","258","0","0","269","5","11","765"
"광주광역시교육청","광주광역시교육청","광주광역시 광산구","S050001230","장덕고등학교","04","공립","N","","8","5","331","2","2","379","0","0","396","10","7","1106"
"광주광역시교육청","광주광역시교육청","광주광역시 광산구","S050001232","수완고등학교","04","공립","N","","2","11","299","2","1","349","0","1","384","4","13","1032"
"광주광역시교육청","광주광역시교육청","광주광역시 북구","S050001236","문정여자고등학교","04","공립","N","","5","4","275","1","2","299","0","0","387","6","6","961"
"광주광역시교육청","광주광역시교육청","광주광역시 광산구","S050001278","성덕고등학교","04","공립","N","","3","9","329","2","6","310","1","0","375","6","15","1014"
"광주광역시교육청","광주광역시교육청","광주광역시 북구","S050001283","빛고을고등학교","04","공립","N","","8","3","255","4","4","293","2","0","349","14","7","897"
"광주광역시교육청","광주광역시교육청","광주광역시 동구","S050000095","광주고등학교부설방송통신고등학교","11","공립","N","","5","0","32","4","2","71","1","0","47","10","2","150"
"광주광역시교육청","광주광역시교육청","광주광역시 동구","S050000162","전남여자고등학교부설방송통신고등학교","11","공립","N","","1","0","152","1","0","150","0","1","160","2","1","462"
"대전광역시교육청","대전광역시교육청","대전광역시 대덕구","S060000164","대전생활과학고등학교","04","사립","N","","6","4","222","2","2","236","0","1","233","8","7","691"
"대전광역시교육청","대전광역시교육청","대전광역시 동구","S060000165","계룡디지텍고등학교","04","사립","N","","5","1","220","1","2","250","0","0","275","6","3","745"
"대전광역시교육청","대전광역시교육청","대전광역시 중구","S060000166","남대전고등학교","04","사립","N","","2","3","217","2","2","259","0","0","256","4","5","732"
"대전광역시교육청","대전광역시교육청","대전광역시 유성구","S060000167","대덕고등학교","04","공립","N","","4","7","212","0","2","239","1","2","356","5","11","807"
"대전광역시교육청","대전광역시교육청","대전광역시 유성구","S060000170","대덕소프트웨어마이스터고등학교","04","공립","N","","0","0","81","0","0","75","0","0","72","0","0","228"
"대전광역시교육청","대전광역시교육청","대전광역시 중구","S060000171","대전대성고등학교","04","사립","N","","8","17","357","1","7","341","0","1","336","9","25","1034"
"대전광역시교육청","대전광역시교육청","대전광역시 동구","S060000173","대전대성여자고등학교","04","사립","N","","15","4","234","1","3","268","1","0","292","17","7","794"
"대전광역시교육청","대전광역시교육청","대전광역시 중구","S060000174","대전고등학교","04","공립","N","","3","6","366","1","5","413","0","0","402","4","11","1181"
"대전광역시교육청","대전광역시교육청","대전광역시 유성구","S060000176","대전공업고등학교","04","공립","N","","9","17","253","1","0","278","0","1","289","10","18","820"
"대전광역시교육청","대전광역시교육청","대전광역시 유성구","S060000177","대전과학고등학교","04","공립","N","","0","0","94","0","0","94","0","1","89","0","1","277"
"대전광역시교육청","대전광역시교육청","대전광역시 서구","S060000178","대전관저고등학교","04","공립","N","","1","5","218","3","7","233","0","1","287","4","13","738"
"대전광역시교육청","대전광역시교육청","대전광역시 유성구","S060000180","대전노은고등학교","04","공립","N","","2","9","245","2","5","256","1","1","260","5","15","761"
"대전광역시교육청","대전광역시교육청","대전광역시 서구","S060000181","대전대신고등학교","04","사립","N","","18","40","353","11","9","349","0","0","341","29","49","1043"
"대전광역시교육청","대전광역시교육청","대전광역시 중구","S060000182","대전동산고등학교","04","사립","N","","6","5","241","2","1","246","0","1","334","8","7","821"
"대전광역시교육청","대전광역시교육청","대전광역시 동구","S060000183","동아마이스터고등학교","04","사립","N","","0","3","204","0","0","194","0","0","200","0","3","598"
"대전광역시교육청","대전광역시교육청","대전광역시 서구","S060000184","대전둔산여자고등학교","04","공립","N","","0","10","352","2","8","402","0","1","513","2","19","1267"
"대전광역시교육청","대전광역시교육청","대전광역시 서구","S060000185","대전둔원고등학교","04","공립","N","","6","9","262","0","7","310","1","1","354","7","17","926"
"대전광역시교육청","대전광역시교육청","대전광역시 서구","S060000186","대전만년고등학교","04","공립","N","","6","6","258","4","5","268","1","1","332","11","12","858"
"대전광역시교육청","대전광역시교육청","대전광역시 서구","S060000187","대전제일고등학교","04","사립","N","","9","4","182","5","6","193","5","0","220","19","10","595"
"대전광역시교육청","대전광역시교육청","대전광역시 중구","S060000191","대전성모여자고등학교","04","사립","N","","0","0","184","0","1","188","1","0","246","1","1","618"
"대전광역시교육청","대전광역시교육청","대전광역시 대덕구","S060000192","대전송촌고등학교","04","공립","N","","2","14","361","3","2","412","0","2","416","5","18","1189"
"대전광역시교육청","대전광역시교육청","대전광역시 중구","S060000193","대전신일여자고등학교","04","사립","N","","5","9","241","0","1","270","0","0","284","5","10","795"
"대전광역시교육청","대전광역시교육청","대전광역시 동구","S060000194","대전여자고등학교","04","공립","N","","4","8","362","0","2","414","0","2","403","4","12","1179"
"대전광역시교육청","대전광역시교육청","대전광역시 중구","S060000197","대전여자상업고등학교","04","사립","N","","2","0","251","0","0","274","0","0","299","2","0","824"
"대전광역시교육청","대전광역시교육청","대전광역시 중구","S060000198","대전국제통상고등학교","04","공립","N","","0","0","203","0","0","247","1","1","275","1","1","725"
"대전광역시교육청","대전광역시교육청","대전광역시 유성구","S060000199","대전예술고등학교","04","사립","N","","36","14","222","19","7","241","2","0","261","57","21","724"
"대전광역시교육청","대전광역시교육청","대전광역시 서구","S060000200","대전외국어고등학교","04","공립","N","","0","2","258","0","1","248","0","0","253","0","3","759"
"대전광역시교육청","대전광역시교육청","대전광역시 유성구","S060000201","대전전자디자인고등학교","04","공립","N","","9","15","86","3","0","121","0","0","168","12","15","375"
"대전광역시교육청","대전광역시교육청","대전광역시 중구","S060000202","대전중앙고등학교","04","사립","N","","5","6","185","0","2","227","0","0","266","5","8","678"
"대전광역시교육청","대전광역시교육청","대전광역시 유성구","S060000204","대전체육고등학교","04","공립","N","","2","7","71","2","0","88","0","1","92","4","8","251"
"대전광역시교육청","대전광역시교육청","대전광역시 중구","S060000205","대전한빛고등학교","04","사립","N","","3","5","194","3","3","193","0","0","204","6","8","591"
"대전광역시교육청","대전광역시교육청","대전광역시 대덕구","S060000206","동대전고등학교","04","공립","N","","7","8","275","3","4","299","0","0","410","10","12","984"
"대전광역시교육청","대전광역시교육청","대전광역시 서구","S060000207","동방고등학교","04","사립","N","","4","6","234","4","5","262","0","1","308","8","12","804"
"대전광역시교육청","대전광역시교육청","대전광역시 동구","S060000208","대전동신과학고등학교","04","공립","N","","0","0","81","0","0","82","0","0","52","0","0","215"
"대전광역시교육청","대전광역시교육청","대전광역시 동구","S060000211","명석고등학교","04","사립","N","","4","19","243","1","6","233","2","0","346","7","25","822"
"대전광역시교육청","대전광역시교육청","대전광역시 동구","S060000212","보문고등학교","04","사립","N","","4","2","248","0","0","293","0","0","361","4","2","902"
"대전광역시교육청","대전광역시교육청","대전광역시 대덕구","S060000213","대전이문고등학교","04","사립","N","","0","1","163","4","3","163","0","1","196","4","5","522"
"대전광역시교육청","대전광역시교육청","대전광역시 서구","S060000214","서대전고등학교","04","사립","N","","0","4","240","0","2","304","0","0","303","0","6","847"
"대전광역시교육청","대전광역시교육청","대전광역시 서구","S060000216","서대전여자고등학교","04","사립","N","","2","5","174","2","7","213","0","1","243","4","13","630"
"대전광역시교육청","대전광역시교육청","대전광역시 서구","S060000217","서일고등학교","04","사립","N","","8","7","197","1","1","230","0","0","256","9","8","683"
