"시도교육청","지역교육청","지역","정보공시 학교코드","학교명","학교급코드","설립구분","제외여부","제외사유","고등부1학년 전입학생수","고등부1학년 전출학생수","고등부1학년 전체학생수","고등부2학년 전입학생수","고등부2학년 전출학생수","고등부2학년 전체학생수","고등부3학년 전입학생수","고등부3학년 전출학생수","고등부3학년 전체학생수","전입학생수(계)","전출학생수(계)","전체학생수(계)"
"서울특별시교육청","교육부","서울특별시 강남구","S000003540","국립국악고등학교","04","국립","N","","0","3","151","0","2","144","0","0","142","0","5","437"
"서울특별시교육청","교육부","서울특별시 성북구","S000003561","서울대학교사범대학부설고등학교","04","국립","N","","12","5","235","4","3","278","0","0","299","16","8","812"
"서울특별시교육청","교육부","서울특별시 금천구","S000005401","국립전통예술고등학교","04","국립","N","","0","4","179","0","3","173","0","0","177","0","7","529"
"서울특별시교육청","서울특별시교육청","서울특별시 송파구","S010000370","가락고등학교","04","공립","N","","12","7","260","11","5","290","0","0","344","23","12","894"
"서울특별시교육청","서울특별시교육청","서울특별시 강동구","S010000371","강동고등학교","04","사립","N","","7","6","188","4","2","223","0","0","297","11","8","708"
"서울특별시교육청","서울특별시교육청","서울특별시 양천구","S010000372","강서고등학교","04","사립","N","","20","15","303","6","2","327","1","0","503","27","17","1133"
"서울특별시교육청","서울특별시교육청","서울특별시 강남구","S010000373","개포고등학교","04","공립","N","","5","7","199","5","4","249","0","0","353","10","11","801"
"서울특별시교육청","서울특별시교육청","서울특별시 광진구","S010000374","건국대학교사범대학부속고등학교","04","사립","N","","25","10","331","6","5","385","1","1","493","32","16","1209"
"서울특별시교육청","서울특별시교육청","서울특별시 강남구","S010000375","경기고등학교","04","공립","N","","33","13","378","3","14","430","0","0","539","36","27","1347"
"서울특별시교육청","서울특별시교육청","서울특별시 강남구","S010000376","경기여자고등학교","04","공립","N","","12","8","346","9","10","402","0","0","527","21","18","1275"
"서울특별시교육청","서울특별시교육청","서울특별시 성북구","S010000377","경동고등학교","04","공립","N","","11","11","151","9","6","187","0","0","206","20","17","544"
"서울특별시교육청","서울특별시교육청","서울특별시 동작구","S010000378","경문고등학교","04","사립","N","","10","74","225","4","5","234","0","0","296","14","79","755"
"서울특별시교육청","서울특별시교육청","서울특별시 종로구","S010000379","경복고등학교","04","공립","N","","20","12","267","6","9","335","1","2","402","27","23","1004"
"서울특별시교육청","서울특별시교육청","서울특별시 강서구","S010000380","경복여자고등학교","04","사립","N","","5","7","234","1","6","266","0","0","277","6","13","777"
"서울특별시교육청","서울특별시교육청","서울특별시 마포구","S010000381","경성고등학교","04","사립","N","","18","6","218","12","4","237","0","1","291","30","11","746"
"서울특별시교육청","서울특별시교육청","서울특별시 종로구","S010000382","경신고등학교","04","사립","N","","20","22","210","6","10","259","2","2","322","28","34","791"
"서울특별시교육청","서울특별시교육청","서울특별시 구로구","S010000383","경인고등학교","04","공립","N","","12","12","365","4","4","443","1","1","439","17","17","1247"
"서울특별시교육청","서울특별시교육청","서울특별시 동대문구","S010000384","경희고등학교","04","사립","N","","9","28","276","10","10","251","2","1","270","21","39","797"
"서울특별시교육청","서울특별시교육청","서울특별시 동대문구","S010000385","경희여자고등학교","04","사립","N","","4","6","155","3","4","189","0","0","244","7","10","588"
"서울특별시교육청","서울특별시교육청","서울특별시 성북구","S010000386","계성고등학교","04","사립","N","","20","14","291","9","10","339","2","3","361","31","27","991"
"서울특별시교육청","서울특별시교육청","서울특별시 성북구","S010000387","고려대학교사범대학부속고등학교","04","사립","N","","15","6","221","5","6","288","0","0","352","20","12","861"
"서울특별시교육청","서울특별시교육청","서울특별시 구로구","S010000388","고척고등학교","04","공립","N","","7","2","253","5","3","301","1","1","343","13","6","897"
"서울특별시교육청","서울특별시교육청","서울특별시 강서구","S010000389","공항고등학교","04","공립","N","","13","8","166","9","0","162","2","0","169","24","8","497"
"서울특별시교육청","서울특별시교육청","서울특별시 영등포구","S010000390","관악고등학교","04","공립","N","","13","5","204","6","4","237","0","0","292","19","9","733"
"서울특별시교육청","서울특별시교육청","서울특별시 광진구","S010000391","광남고등학교","04","공립","N","","24","16","348","9","6","415","0","1","536","33","23","1299"
"서울특별시교육청","서울특별시교육청","서울특별시 강동구","S010000392","광문고등학교","04","사립","N","","10","9","340","8","5","372","0","0","433","18","14","1145"
"서울특별시교육청","서울특별시교육청","서울특별시 마포구","S010000393","광성고등학교","04","사립","N","","0","0","208","0","0","249","1","0","305","1","0","762"
"서울특별시교육청","서울특별시교육청","서울특별시 관악구","S010000394","광신고등학교","04","사립","N","","7","4","190","5","6","227","1","1","243","13","11","660"
"서울특별시교육청","서울특별시교육청","서울특별시 광진구","S010000395","광양고등학교","04","공립","N","","7","5","166","4","5","203","2","1","250","13","11","619"
"서울특별시교육청","서울특별시교육청","서울특별시 양천구","S010000396","광영고등학교","04","사립","N","","6","3","280","0","0","306","0","0","359","6","3","945"
"서울특별시교육청","서울특별시교육청","서울특별시 양천구","S010000397","광영여자고등학교","04","사립","N","","5","4","317","8","7","353","1","2","389","14","13","1059"
"서울특별시교육청","서울특별시교육청","서울특별시 구로구","S010000398","구로고등학교","04","공립","N","","20","6","264","7","3","313","1","1","342","28","10","919"
"서울특별시교육청","서울특별시교육청","서울특별시 구로구","S010000399","구일고등학교","04","공립","N","","10","6","232","3","2","286","3","1","410","16","9","928"
"서울특별시교육청","서울특별시교육청","서울특별시 강남구","S010000400","압구정고등학교","04","공립","N","","20","10","197","17","17","234","5","1","331","42","28","762"
"서울특별시교육청","서울특별시교육청","서울특별시 양천구","S010000401","금옥여자고등학교","04","공립","N","","8","10","235","6","5","261","0","1","310","14","16","806"
"서울특별시교육청","서울특별시교육청","서울특별시 금천구","S010000402","금천고등학교","04","공립","N","","14","7","230","8","6","271","0","3","324","22","16","825"
"서울특별시교육청","서울특별시교육청","서울특별시 관악구","S010000403","남강고등학교","04","사립","N","","16","9","242","8","7","279","0","0","309","24","16","830"
"서울특별시교육청","서울특별시교육청","서울특별시 노원구","S010000404","노원고등학교","04","공립","N","","9","11","190","7","4","211","2","0","280","18","15","681"
"서울특별시교육청","서울특별시교육청","서울특별시 강남구","S010000405","단국대학교사범대학부속고등학교","04","사립","N","","23","11","340","11","5","387","2","0","523","36","16","1250"
"서울특별시교육청","서울특별시교육청","서울특별시 관악구","S010000406","당곡고등학교","04","공립","N","","21","7","251","9","6","258","0","0","330","30","13","839"
"서울특별시교육청","서울특별시교육청","서울특별시 동대문구","S010000407","대광고등학교","04","사립","N","","6","28","346","3","5","328","0","0","349","9","33","1023"
"서울특별시교육청","서울특별시교육청","서울특별시 은평구","S010000408","대성고등학교","04","사립","N","","6","49","307","4","13","333","1","2","346","11","64","986"
"서울특별시교육청","서울특별시교육청","서울특별시 종로구","S010000409","대신고등학교","04","사립","N","","15","11","227","4","12","251","0","0","284","19","23","762"
"서울특별시교육청","서울특별시교육청","서울특별시 영등포구","S010000410","대영고등학교","04","공립","N","","8","6","204","9","2","249","0","1","284","17","9","737"
"서울특별시교육청","서울특별시교육청","서울특별시 광진구","S010000411","대원고등학교","04","사립","N","","4","4","241","3","2","307","0","0","350","7","6","898"
"서울특별시교육청","서울특별시교육청","서울특별시 광진구","S010000412","대원여자고등학교","04","사립","N","","11","15","242","7","11","250","0","0","342","18","26","834"
"서울특별시교육청","서울특별시교육청","서울특별시 강서구","S010000413","대일고등학교","04","사립","N","","6","8","366","4","9","414","0","1","399","10","18","1179"
"서울특별시교육청","서울특별시교육청","서울특별시 노원구","S010000414","대진고등학교","04","사립","N","","11","20","356","1","2","396","0","0","501","12","22","1253"
"서울특별시교육청","서울특별시교육청","서울특별시 노원구","S010000415","대진여자고등학교","04","사립","N","","8","11","337","1","4","382","2","1","485","11","16","1204"
"서울특별시교육청","서울특별시교육청","서울특별시 강남구","S010000416","대진디자인고등학교","04","사립","N","","10","20","235","2","5","230","0","0","219","12","25","684"
"서울특별시교육청","서울특별시교육청","서울특별시 종로구","S010000417","덕성여자고등학교","04","사립","N","","8","18","219","2","3","266","0","0","304","10","21","789"
"서울특별시교육청","서울특별시교육청","서울특별시 강서구","S010000418","덕원여자고등학교","04","사립","N","","11","9","375","1","10","427","0","0","446","12","19","1248"
"서울특별시교육청","서울특별시교육청","서울특별시 금천구","S010000419","독산고등학교","04","공립","N","","10","3","191","7","0","221","1","1","256","18","4","668"
"서울특별시교육청","서울특별시교육청","서울특별시 동대문구","S010000420","동국대학교사범대학부속고등학교","04","사립","N","","24","10","289","8","8","352","1","2","410","33","20","1051"
"서울특별시교육청","서울특별시교육청","서울특별시 서초구","S010000421","동덕여자고등학교","04","사립","N","","17","9","298","4","5","372","0","0","418","21","14","1088"
"서울특별시교육청","서울특별시교육청","서울특별시 은평구","S010000422","동명여자고등학교","04","사립","N","","15","16","350","2","3","410","0","1","472","17","20","1232"
"서울특별시교육청","서울특별시교육청","서울특별시 강동구","S010000423","동북고등학교","04","사립","N","","23","22","364","12","9","414","1","1","550","36","32","1328"
"서울특별시교육청","서울특별시교육청","서울특별시 종로구","S010000424","동성고등학교","04","사립","N","","27","50","317","12","17","310","1","0","370","40","67","997"
"서울특별시교육청","서울특별시교육청","서울특별시 금천구","S010000425","동일여자고등학교","04","사립","N","","5","12","218","6","6","264","0","0","303","11","18","785"
"서울특별시교육청","서울특별시교육청","서울특별시 금천구","S010000426","동일여자상업고등학교","04","사립","N","","6","18","306","2","18","251","0","0","291","8","36","848"
"서울특별시교육청","서울특별시교육청","서울특별시 동작구","S010000427","동작고등학교","04","공립","N","","33","13","208","13","7","250","2","0","299","48","20","757"
"서울특별시교육청","서울특별시교육청","서울특별시 강동구","S010000428","둔촌고등학교","04","공립","N","","12","14","214","8","1","270","0","0","304","20","15","788"
"서울특별시교육청","서울특별시교육청","서울특별시 강서구","S010000429","마포고등학교","04","사립","N","","6","6","298","4","3","308","0","1","344","10","10","950"
"서울특별시교육청","서울특별시교육청","서울특별시 중랑구","S010000430","면목고등학교","04","공립","N","","0","0","193","1","0","235","2","0","301","3","0","729"
"서울특별시교육청","서울특별시교육청","서울특별시 강서구","S010000431","명덕고등학교","04","사립","N","","8","8","257","1","0","288","0","0","318","9","8","863"
"서울특별시교육청","서울특별시교육청","서울특별시 강서구","S010000432","명덕여자고등학교","04","사립","N","","9","10","371","2","7","436","2","1","490","13","18","1297"
"서울특별시교육청","서울특별시교육청","서울특별시 광진구","S010000433","동국대학교사범대학부속여자고등학교","04","사립","N","","4","5","218","5","1","244","0","1","331","9","7","793"
"서울특별시교육청","서울특별시교육청","서울특별시 강동구","S010000434","명일여자고등학교","04","공립","N","","4","5","176","6","5","201","0","0","245","10","10","622"
"서울특별시교육청","서울특별시교육청","서울특별시 서대문구","S010000435","명지고등학교","04","사립","N","","26","9","464","15","7","522","1","3","584","42","19","1570"
"서울특별시교육청","서울특별시교육청","서울특별시 성동구","S010000436","무학여자고등학교","04","공립","N","","12","4","241","8","2","247","0","1","404","20","7","892"
"서울특별시교육청","서울특별시교육청","서울특별시 관악구","S010000437","서울문영여자고등학교","04","사립","N","","1","29","232","3","6","222","0","0","247","4","35","701"
"서울특별시교육청","서울특별시교육청","서울특별시 금천구","S010000438","문일고등학교","04","사립","N","","9","4","316","7","2","347","1","0","386","17","6","1049"
"서울특별시교육청","서울특별시교육청","서울특별시 관악구","S010000439","미림여자고등학교","04","사립","N","","4","7","174","4","2","185","2","1","207","10","10","566"
"서울특별시교육청","서울특별시교육청","서울특별시 서초구","S010000440","반포고등학교","04","공립","N","","17","29","296","8","13","303","2","1","358","27","43","957"
"서울특별시교육청","서울특별시교육청","서울특별시 송파구","S010000441","배명고등학교","04","사립","N","","19","20","290","8","17","318","1","1","397","28","38","1005"
"서울특별시교육청","서울특별시교육청","서울특별시 용산구","S010000442","배문고등학교","04","사립","N","","2","13","115","1","1","154","0","0","235","3","14","504"
"서울특별시교육청","서울특별시교육청","서울특별시 강동구","S010000443","배재고등학교","04","사립","N","","23","30","464","5","10","436","0","0","439","28","40","1339"
"서울특별시교육청","서울특별시교육청","서울특별시 종로구","S010000444","배화여자고등학교","04","사립","N","","4","11","204","2","2","259","0","0","285","6","13","748"
"서울특별시교육청","서울특별시교육청","서울특별시 양천구","S010000445","백암고등학교","04","사립","N","","8","10","324","3","8","373","4","0","433","15","18","1130"
"서울특별시교육청","서울특별시교육청","서울특별시 송파구","S010000446","보성고등학교","04","사립","N","","16","10","307","5","2","358","0","0","435","21","12","1100"
"서울특별시교육청","서울특별시교육청","서울특별시 용산구","S010000447","보성여자고등학교","04","사립","N","","6","5","174","3","2","207","0","0","215","9","7","596"
"서울특별시교육청","서울특별시교육청","서울특별시 관악구","S010000448","삼성고등학교","04","공립","N","","10","10","148","9","4","176","0","2","200","19","16","524"
"서울특별시교육청","서울특별시교육청","서울특별시 노원구","S010000449","상계고등학교","04","공립","N","","12","4","262","7","5","320","0","0","416","19","9","998"
"서울특별시교육청","서울특별시교육청","서울특별시 종로구","S010000450","상명대학교사범대학부속여자고등학교","04","사립","N","","6","15","129","6","4","154","0","0","229","12","19","512"
"서울특별시교육청","서울특별시교육청","서울특별시 노원구","S010000451","상명고등학교","04","사립","N","","10","7","282","5","5","326","4","2","389","19","14","997"
"서울특별시교육청","서울특별시교육청","서울특별시 서초구","S010000452","상문고등학교","04","사립","N","","22","15","397","9","19","430","0","1","478","31","35","1305"
"서울특별시교육청","서울특별시교육청","서울특별시 강동구","S010000453","상일여자고등학교","04","사립","N","","1","10","173","2","2","249","1","0","330","4","12","752"
"서울특별시교육청","서울특별시교육청","서울특별시 노원구","S010000454","서라벌고등학교","04","사립","N","","9","8","369","6","3","473","0","0","585","15","11","1427"
"서울특별시교육청","서울특별시교육청","서울특별시 서초구","S010000455","서문여자고등학교","04","사립","N","","9","20","297","5","11","385","1","1","496","15","32","1178"
"서울특별시교육청","서울특별시교육청","서울특별시 서초구","S010000456","서울고등학교","04","공립","N","","18","17","441","14","9","489","0","0","564","32","26","1494"
"서울특별시교육청","서울특별시교육청","서울특별시 관악구","S010000458","서울미술고등학교","04","사립","N","","13","12","203","4","5","201","0","0","196","17","17","600"
"서울특별시교육청","서울특별시교육청","서울특별시 강남구","S010000459","서울세종고등학교","04","사립","N","","6","15","189","4","8","220","0","1","339","10","24","748"
"서울특별시교육청","서울특별시교육청","서울특별시 마포구","S010000460","서울여자고등학교","04","공립","N","","8","12","245","10","7","305","6","3","340","24","22","890"
"서울특별시교육청","서울특별시교육청","서울특별시 송파구","S010000461","서울체육고등학교","04","공립","N","","10","12","134","3","3","138","0","0","129","13","15","401"
"서울특별시교육청","서울특별시교육청","서울특별시 서초구","S010000463","서초고등학교","04","공립","N","","23","13","295","10","7","322","3","1","364","36","21","981"
"서울특별시교육청","서울특별시교육청","서울특별시 성북구","S010000464","석관고등학교","04","공립","N","","17","11","199","5","0","272","0","0","269","22","11","740"
"서울특별시교육청","서울특별시교육청","서울특별시 도봉구","S010000465","선덕고등학교","04","사립","N","","11","36","405","6","11","416","0","0","384","17","47","1205"
"서울특별시교육청","서울특별시교육청","서울특별시 은평구","S010000466","선일여자고등학교","04","사립","N","","6","5","242","6","6","262","1","0","351","13","11","855"
"서울특별시교육청","서울특별시교육청","서울특별시 은평구","S010000467","선정고등학교","04","사립","N","","6","5","360","12","7","421","0","0","487","18","12","1268"
"서울특별시교육청","서울특별시교육청","서울특별시 동작구","S010000468","성남고등학교","04","사립","N","","19","24","334","5","11","381","0","0","471","24","35","1186"
"서울특별시교육청","서울특별시교육청","서울특별시 중구","S010000469","성동고등학교","04","공립","N","","3","5","149","3","7","169","0","2","272","6","14","590"
"서울특별시교육청","서울특별시교육청","서울특별시 관악구","S010000470","성보고등학교","04","사립","N","","11","6","219","0","1","279","2","0","316","13","7","814"
"서울특별시교육청","서울특별시교육청","서울특별시 성북구","S010000471","성신여자고등학교","04","사립","N","","5","10","259","7","2","311","0","2","400","12","14","970"
"서울특별시교육청","서울특별시교육청","서울특별시 용산구","S010000472","성심여자고등학교","04","사립","N","","7","13","177","4","2","243","1","1","258","12","16","678"
"서울특별시교육청","서울특별시교육청","서울특별시 서초구","S010000473","세화고등학교","04","사립","N","","16","9","390","14","12","396","2","1","393","32","22","1179"
"서울특별시교육청","서울특별시교육청","서울특별시 서초구","S010000474","세화여자고등학교","04","사립","N","","22","18","388","12","11","389","2","0","387","36","29","1164"
"서울특별시교육청","서울특별시교육청","서울특별시 중랑구","S010000475","송곡고등학교","04","사립","N","","12","7","220","4","7","253","0","0","330","16","14","803"
"서울특별시교육청","서울특별시교육청","서울특별시 중랑구","S010000476","송곡여자고등학교","04","사립","N","","16","8","231","8","5","256","0","0","270","24","13","757"
"서울특별시교육청","서울특별시교육청","서울특별시 동작구","S010000477","수도여자고등학교","04","공립","N","","9","5","312","7","3","329","3","0","398","19","8","1039"
"서울특별시교육청","서울특별시교육청","서울특별시 노원구","S010000478","수락고등학교","04","공립","N","","2","3","188","2","2","239","0","0","263","4","5","690"
"서울특별시교육청","서울특별시교육청","서울특별시 강남구","S010000479","숙명여자고등학교","04","사립","N","","14","12","394","6","6","463","2","0","598","22","18","1455"
"서울특별시교육청","서울특별시교육청","서울특별시 마포구","S010000480","숭문고등학교","04","사립","N","","11","22","197","4","5","242","0","0","239","15","27","678"
"서울특별시교육청","서울특별시교육청","서울특별시 은평구","S010000481","숭실고등학교","04","사립","N","","25","13","348","18","11","392","0","1","439","43","25","1179"
"서울특별시교육청","서울특별시교육청","서울특별시 동작구","S010000482","숭의여자고등학교","04","사립","N","","8","8","285","3","3","295","0","0","359","11","11","939"
"서울특별시교육청","서울특별시교육청","서울특별시 용산구","S010000483","신광여자고등학교","04","사립","N","","5","3","103","3","2","111","0","0","134","8","5","348"
"서울특별시교육청","서울특별시교육청","서울특별시 관악구","S010000484","신림고등학교","04","공립","N","","9","2","178","8","5","189","1","2","202","18","9","569"
"서울특별시교육청","서울특별시교육청","서울특별시 양천구","S010000485","신목고등학교","04","공립","N","","24","24","380","11","16","456","1","2","539","36","42","1375"
"서울특별시교육청","서울특별시교육청","서울특별시 강북구","S010000486","신일고등학교","04","사립","N","","18","28","352","6","12","365","0","0","364","24","40","1081"
"서울특별시교육청","서울특별시교육청","서울특별시 서초구","S010000487","양재고등학교","04","공립","N","","14","8","285","12","9","307","1","1","408","27","18","1000"
"서울특별시교육청","서울특별시교육청","서울특별시 양천구","S010000488","양정고등학교","04","사립","N","","22","23","384","9","8","398","1","1","405","32","32","1187"
"서울특별시교육청","서울특별시교육청","서울특별시 양천구","S010000489","양천고등학교","04","사립","N","","3","11","320","3","6","360","0","3","442","6","20","1122"
"서울특별시교육청","서울특별시교육청","서울특별시 양천구","S010000490","목동고등학교","04","사립","N","","6","19","353","4","7","396","1","0","458","11","26","1207"
"서울특별시교육청","서울특별시교육청","서울특별시 서초구","S010000491","언남고등학교","04","공립","N","","12","20","218","5","12","232","0","0","233","17","32","683"
"서울특별시교육청","서울특별시교육청","서울특별시 영등포구","S010000492","여의도고등학교","04","공립","N","","19","16","246","7","5","290","1","3","335","27","24","871"
"서울특별시교육청","서울특별시교육청","서울특별시 영등포구","S010000493","여의도여자고등학교","04","공립","N","","15","3","207","7","5","265","1","1","308","23","9","780"
"서울특별시교육청","서울특별시교육청","서울특별시 노원구","S010000494","염광고등학교","04","사립","N","","12","7","242","3","4","289","0","1","369","15","12","900"
"서울특별시교육청","서울특별시교육청","서울특별시 강남구","S010000495","영동고등학교","04","사립","N","","10","8","267","5","0","317","1","0","444","16","8","1028"
"서울특별시교육청","서울특별시교육청","서울특별시 송파구","S010000496","영동일고등학교","04","사립","N","","19","6","320","8","5","367","1","2","484","28","13","1171"
"서울특별시교육청","서울특별시교육청","서울특별시 동작구","S010000497","영등포고등학교","04","공립","N","","4","6","192","7","6","209","0","0","188","11","12","589"
"서울특별시교육청","서울특별시교육청","서울특별시 영등포구","S010000498","영등포여자고등학교","04","공립","N","","6","8","170","5","2","193","0","2","226","11","12","589"
"서울특별시교육청","서울특별시교육청","서울특별시 관악구","S010000499","영락고등학교","04","사립","N","","10","6","149","5","4","154","2","2","185","17","12","488"
"서울특별시교육청","서울특별시교육청","서울특별시 양천구","S010000500","서울영상고등학교","04","사립","N","","11","17","157","4","3","154","0","0","151","15","20","462"
"서울특별시교육청","서울특별시교육청","서울특별시 영등포구","S010000501","영신고등학교","04","공립","N","","17","6","195","11","2","233","2","1","305","30","9","733"
"서울특별시교육청","서울특별시교육청","서울특별시 노원구","S010000502","영신여자고등학교","04","사립","N","","9","13","279","4","7","315","1","2","392","14","22","986"
"서울특별시교육청","서울특별시교육청","서울특별시 강서구","S010000503","영일고등학교","04","사립","N","","7","16","308","7","5","399","0","0","494","14","21","1201"
"서울특별시교육청","서울특별시교육청","서울특별시 송파구","S010000504","영파여자고등학교","04","사립","N","","1","0","278","4","0","328","0","0","359","5","0","965"
"서울특별시교육청","서울특별시교육청","서울특별시 강북구","S010000505","영훈고등학교","04","사립","N","","18","5","334","9","5","388","2","0","455","29","10","1177"
"서울특별시교육청","서울특별시교육청","서울특별시 은평구","S010000506","예일여자고등학교","04","사립","N","","6","18","342","7","8","344","1","0","454","14","26","1140"
"서울특별시교육청","서울특별시교육청","서울특별시 송파구","S010000507","오금고등학교","04","공립","N","","18","2","299","1","0","360","3","1","396","22","3","1055"
"서울특별시교육청","서울특별시교육청","서울특별시 구로구","S010000508","오류고등학교","04","사립","N","","4","12","139","3","3","117","2","0","182","9","15","438"
"서울특별시교육청","서울특별시교육청","서울특별시 용산구","S010000509","오산고등학교","04","사립","N","","8","8","177","6","6","223","0","0","290","14","14","690"
"서울특별시교육청","서울특별시교육청","서울특별시 성북구","S010000510","용문고등학교","04","사립","N","","22","16","284","30","14","349","28","2","423","80","32","1056"
"서울특별시교육청","서울특별시교육청","서울특별시 용산구","S010000511","용산고등학교","04","공립","N","","13","12","373","11","8","380","2","0","439","26","20","1192"
"서울특별시교육청","서울특별시교육청","서울특별시 노원구","S010000512","용화여자고등학교","04","사립","N","","8","22","320","3","10","354","0","0","430","11","32","1104"
"서울특별시교육청","서울특별시교육청","서울특별시 구로구","S010000513","우신고등학교","04","사립","N","","19","1","223","3","0","279","0","0","297","22","1","799"
"서울특별시교육청","서울특별시교육청","서울특별시 강남구","S010000514","은광여자고등학교","04","사립","N","","4","2","256","4","7","260","1","0","402","9","9","918"
"서울특별시교육청","서울특별시교육청","서울특별시 은평구","S010000515","은평메디텍고등학교","04","사립","N","","3","5","157","4","6","169","0","3","181","7","14","507"
"서울특별시교육청","서울특별시교육청","서울특별시 중구","S010000516","이화여자고등학교","04","사립","N","","21","22","425","6","5","427","2","1","425","29","28","1277"
"서울특별시교육청","서울특별시교육청","서울특별시 서대문구","S010000517","이화여자대학교사범대학부속이화금란고등학교","04","사립","N","","41","46","388","24","14","394","0","2","395","65","62","1177"
"서울특별시교육청","서울특별시교육청","서울특별시 서대문구","S010000518","인창고등학교","04","사립","N","","14","14","219","9","15","229","0","1","290","23","30","738"
"서울특별시교육청","서울특별시교육청","서울특별시 관악구","S010000519","인헌고등학교","04","공립","N","","19","12","170","7","5","197","2","1","201","28","18","568"
"서울특별시교육청","서울특별시교육청","서울특별시 광진구","S010000521","자양고등학교","04","공립","N","","7","6","260","8","3","302","3","1","406","18","10","968"
"서울특별시교육청","서울특별시교육청","서울특별시 송파구","S010000522","잠신고등학교","04","공립","N","","22","14","236","7","6","269","2","1","387","31","21","892"
"서울특별시교육청","서울특별시교육청","서울특별시 송파구","S010000523","잠실고등학교","04","공립","N","","4","9","198","3","2","238","1","0","279","8","11","715"
"서울특별시교육청","서울특별시교육청","서울특별시 송파구","S010000524","잠실여자고등학교","04","사립","N","","4","24","306","8","13","336","0","1","416","12","38","1058"
"서울특별시교육청","서울특별시교육청","서울특별시 중구","S010000525","장충고등학교","04","사립","N","","3","8","140","3","6","137","0","0","203","6","14","480"
"서울특별시교육청","서울특별시교육청","서울특별시 영등포구","S010000526","장훈고등학교","04","사립","N","","19","47","352","4","23","322","3","0","315","26","70","989"
"서울특별시교육청","서울특별시교육청","서울특별시 노원구","S010000527","재현고등학교","04","사립","N","","10","8","316","7","14","382","0","0","485","17","22","1183"
"서울특별시교육청","서울특별시교육청","서울특별시 송파구","S010000528","정신여자고등학교","04","사립","N","","13","8","328","1","2","396","0","0","454","14","10","1178"
"서울특별시교육청","서울특별시교육청","서울특별시 도봉구","S010000529","정의여자고등학교","04","사립","N","","7","3","258","5","3","355","0","0","388","12","6","1001"
"서울특별시교육청","서울특별시교육청","서울특별시 용산구","S010000530","중경고등학교","04","공립","N","","12","11","144","14","20","178","1","0","175","27","31","497"
"서울특별시교육청","서울특별시교육청","서울특별시 강남구","S010000531","중동고등학교","04","사립","N","","21","14","401","10","11","405","1","1","413","32","26","1219"
"서울특별시교육청","서울특별시교육청","서울특별시 강남구","S010000532","중산고등학교","04","사립","N","","8","13","252","5","8","330","1","0","463","14","21","1045"
"서울특별시교육청","서울특별시교육청","서울특별시 종로구","S010000533","중앙고등학교","04","사립","N","","20","24","339","10","14","337","0","0","338","30","38","1014"
"서울특별시교육청","서울특별시교육청","서울특별시 강남구","S010000534","중앙대학교사범대학부속고등학교","04","사립","N","","23","17","322","12","10","343","1","1","447","36","28","1112"
"서울특별시교육청","서울특별시교육청","서울특별시 서대문구","S010000535","중앙여자고등학교","04","사립","N","","11","5","160","10","5","228","0","2","269","21","12","657"
"서울특별시교육청","서울특별시교육청","서울특별시 중랑구","S010000536","중화고등학교","04","공립","N","","8","7","183","5","4","213","1","1","285","14","12","681"
"서울특별시교육청","서울특별시교육청","서울특별시 양천구","S010000537","진명여자고등학교","04","사립","N","","7","9","457","5","7","516","1","0","596","13","16","1569"
"서울특별시교육청","서울특별시교육청","서울특별시 강남구","S010000538","진선여자고등학교","04","사립","N","","6","6","300","10","7","359","4","0","466","20","13","1125"
"서울특별시교육청","서울특별시교육청","서울특별시 송파구","S010000539","창덕여자고등학교","04","공립","N","","6","9","160","2","3","232","0","0","378","8","12","770"
"서울특별시교육청","서울특별시교육청","서울특별시 도봉구","S010000540","창동고등학교","04","공립","N","","15","11","356","2","12","420","2","0","485","19","23","1261"
"서울특별시교육청","서울특별시교육청","서울특별시 강북구","S010000541","창문여자고등학교","04","사립","N","","11","17","309","8","4","343","1","0","407","20","21","1059"
"서울특별시교육청","서울특별시교육청","서울특별시 강남구","S010000542","청담고등학교","04","공립","N","","16","14","185","9","3","234","1","0","313","26","17","732"
"서울특별시교육청","서울특별시교육청","서울특별시 동대문구","S010000543","청량고등학교","04","공립","N","","26","13","259","6","3","311","1","1","382","33","17","952"
"서울특별시교육청","서울특별시교육청","서울특별시 노원구","S010000544","청원고등학교","04","사립","N","","28","9","403","6","9","490","0","0","616","34","18","1509"
"서울특별시교육청","서울특별시교육청","서울특별시 노원구","S010000545","청원여자고등학교","04","사립","N","","14","10","345","8","1","386","3","0","448","25","11","1179"
"서울특별시교육청","서울특별시교육청","서울특별시 은평구","S010000546","충암고등학교","04","사립","N","","19","10","331","5","5","361","0","3","400","24","18","1092"
"서울특별시교육청","서울특별시교육청","서울특별시 중랑구","S010000547","태릉고등학교","04","공립","N","","11","2","232","6","2","268","0","0","325","17","4","825"
"서울특별시교육청","서울특별시교육청","서울특별시 강남구","S010000548","풍문고등학교","04","사립","N","","0","0","263","0","0","284","1","0","52","1","0","599"
"서울특별시교육청","서울특별시교육청","서울특별시 양천구","S010000549","한가람고등학교","04","사립","N","","14","13","284","0","1","284","0","0","278","14","14","846"
"서울특별시교육청","서울특별시교육청","서울특별시 영등포구","S010000550","한강미디어고등학교","04","공립","N","","1","7","208","0","2","202","0","0","196","1","9","606"
"서울특별시교육청","서울특별시교육청","서울특별시 강서구","S010000551","한광고등학교","04","사립","N","","40","8","52","26","8","98","6","2","141","72","18","291"
