학교명,학급수,학생수,학급당평균학생수,교원수,자치구,전입학생수,전출학생수,주거환경,경제환경,사회환경,교육환경,청소년유동인구,한부모_가구수,한부모_가구원수,저소득,중간,고소득
오류고등학교,24.0,399.0,16.625,50.0,구로구,9.0,15.0,6.59,5.54,5.93,5.72,16355.776601065303,"1,308","2,921",22.4,51.1,26.5
우신고등학교,27.0,738.0,27.33333333333333,57.0,구로구,22.0,1.0,6.59,5.54,5.93,5.72,16355.776601065303,"1,308","2,921",22.4,51.1,26.5
유한공업고등학교,24.0,604.0,25.166666666666668,64.0,구로구,3.0,8.0,6.59,5.54,5.93,5.72,16355.776601065303,"1,308","2,921",22.4,51.1,26.5
경일고등학교,22.0,372.0,16.90909090909091,48.0,성동구,7.0,6.0,6.3,5.09,5.95,5.63,15168.224142897683,804,"1,843",19.6,47.1,33.3
금호고등학교,24.0,476.0,19.83333333333333,57.0,성동구,20.0,7.0,6.3,5.09,5.95,5.63,15168.224142897683,804,"1,843",19.6,47.1,33.3
덕수고등학교,35.0,665.0,19.0,84.0,성동구,8.0,49.0,6.3,5.09,5.95,5.63,15168.224142897683,804,"1,843",19.6,47.1,33.3
도선고등학교,25.0,500.0,20.0,58.0,성동구,8.0,5.0,6.3,5.09,5.95,5.63,15168.224142897683,804,"1,843",19.6,47.1,33.3
무학여자고등학교,33.0,698.0,21.151515151515152,73.0,성동구,20.0,7.0,6.3,5.09,5.95,5.63,15168.224142897683,804,"1,843",19.6,47.1,33.3
서울방송고등학교,21.0,524.0,24.952380952380956,66.0,성동구,8.0,11.0,6.3,5.09,5.95,5.63,15168.224142897683,804,"1,843",19.6,47.1,33.3
성수고등학교,27.0,510.0,18.88888888888889,62.0,성동구,19.0,8.0,6.3,5.09,5.95,5.63,15168.224142897683,804,"1,843",19.6,47.1,33.3
성수공업고등학교,23.0,372.0,16.17391304347826,62.0,성동구,9.0,23.0,6.3,5.09,5.95,5.63,15168.224142897683,804,"1,843",19.6,47.1,33.3
한양대학교사범대학부속고등학교,35.0,1129.0,32.25714285714286,79.0,성동구,47.0,55.0,6.3,5.09,5.95,5.63,15168.224142897683,804,"1,843",19.6,47.1,33.3
관악고등학교,30.0,692.0,23.066666666666663,64.0,영등포구,19.0,9.0,6.38,5.5,6.14,5.98,16119.176432481092,645,"1,468",20.3,39.2,40.5
대영고등학교,27.0,697.0,25.814814814814813,67.0,영등포구,17.0,9.0,6.38,5.5,6.14,5.98,16119.176432481092,645,"1,468",20.3,39.2,40.5
선유고등학교,27.0,591.0,21.88888888888889,68.0,영등포구,20.0,17.0,6.38,5.5,6.14,5.98,16119.176432481092,645,"1,468",20.3,39.2,40.5
여의도고등학교,33.0,790.0,23.939393939393938,75.0,영등포구,27.0,24.0,6.38,5.5,6.14,5.98,16119.176432481092,645,"1,468",20.3,39.2,40.5
여의도여자고등학교,28.0,685.0,24.464285714285715,68.0,영등포구,23.0,9.0,6.38,5.5,6.14,5.98,16119.176432481092,645,"1,468",20.3,39.2,40.5
영등포여자고등학교,27.0,510.0,18.88888888888889,64.0,영등포구,11.0,12.0,6.38,5.5,6.14,5.98,16119.176432481092,645,"1,468",20.3,39.2,40.5
영신고등학교,30.0,642.0,21.4,71.0,영등포구,30.0,9.0,6.38,5.5,6.14,5.98,16119.176432481092,645,"1,468",20.3,39.2,40.5
한강미디어고등학교,24.0,605.0,25.20833333333333,68.0,영등포구,1.0,9.0,6.38,5.5,6.14,5.98,16119.176432481092,645,"1,468",20.3,39.2,40.5
장훈고등학교,34.0,933.0,27.44117647058824,57.0,영등포구,26.0,70.0,6.38,5.5,6.14,5.98,16119.176432481092,645,"1,468",20.3,39.2,40.5
광남고등학교,43.0,1132.0,26.32558139534884,101.0,광진구,33.0,23.0,6.03,5.09,5.94,5.7,20683.04380058004,"1,191","2,818",23.9,53.1,23.0
광양고등학교,27.0,540.0,20.0,56.0,광진구,13.0,11.0,6.03,5.09,5.94,5.7,20683.04380058004,"1,191","2,818",23.9,53.1,23.0
자양고등학교,36.0,834.0,23.166666666666668,79.0,광진구,18.0,10.0,6.03,5.09,5.94,5.7,20683.04380058004,"1,191","2,818",23.9,53.1,23.0
건국대학교사범대학부속고등학교,36.0,1074.0,29.83333333333333,79.0,광진구,32.0,16.0,6.03,5.09,5.94,5.7,20683.04380058004,"1,191","2,818",23.9,53.1,23.0
대원고등학교,30.0,814.0,27.133333333333333,61.0,광진구,7.0,6.0,6.03,5.09,5.94,5.7,20683.04380058004,"1,191","2,818",23.9,53.1,23.0
대원여자고등학교,28.0,709.0,25.321428571428573,59.0,광진구,18.0,26.0,6.03,5.09,5.94,5.7,20683.04380058004,"1,191","2,818",23.9,53.1,23.0
대원외국어고등학교,30.0,775.0,25.83333333333333,58.0,광진구,4.0,4.0,6.03,5.09,5.94,5.7,20683.04380058004,"1,191","2,818",23.9,53.1,23.0
동국대학교사범대학부속여자고등학교,30.0,671.0,22.366666666666667,67.0,광진구,9.0,7.0,6.03,5.09,5.94,5.7,20683.04380058004,"1,191","2,818",23.9,53.1,23.0
선화예술고등학교,27.0,1092.0,40.44444444444444,46.0,광진구,13.0,6.0,6.03,5.09,5.94,5.7,20683.04380058004,"1,191","2,818",23.9,53.1,23.0
구암고등학교,26.0,633.0,24.346153846153847,57.0,관악구,23.0,11.0,6.16,5.24,5.81,5.63,21051.774414488573,"1,475","3,404",22.0,58.0,20.0
당곡고등학교,29.0,774.0,26.689655172413797,67.0,관악구,30.0,13.0,6.16,5.24,5.81,5.63,21051.774414488573,"1,475","3,404",22.0,58.0,20.0
삼성고등학교,23.0,446.0,19.39130434782609,52.0,관악구,19.0,16.0,6.16,5.24,5.81,5.63,21051.774414488573,"1,475","3,404",22.0,58.0,20.0
신림고등학교,24.0,541.0,22.541666666666668,55.0,관악구,18.0,9.0,6.16,5.24,5.81,5.63,21051.774414488573,"1,475","3,404",22.0,58.0,20.0
인헌고등학교,24.0,536.0,22.33333333333333,57.0,관악구,28.0,18.0,6.16,5.24,5.81,5.63,21051.774414488573,"1,475","3,404",22.0,58.0,20.0
광신고등학교,27.0,592.0,21.925925925925927,58.0,관악구,13.0,11.0,6.16,5.24,5.81,5.63,21051.774414488573,"1,475","3,404",22.0,58.0,20.0
광신정보산업고등학교,16.0,299.0,18.6875,36.0,관악구,,,6.16,5.24,5.81,5.63,21051.774414488573,"1,475","3,404",22.0,58.0,20.0
남강고등학교,32.0,744.0,23.25,68.0,관악구,24.0,16.0,6.16,5.24,5.81,5.63,21051.774414488573,"1,475","3,404",22.0,58.0,20.0
미림여자고등학교,24.0,519.0,21.625,61.0,관악구,10.0,10.0,6.16,5.24,5.81,5.63,21051.774414488573,"1,475","3,404",22.0,58.0,20.0
미림여자정보과학고등학교,18.0,337.0,18.72222222222222,47.0,관악구,0.0,9.0,6.16,5.24,5.81,5.63,21051.774414488573,"1,475","3,404",22.0,58.0,20.0
서울관광고등학교,29.0,719.0,24.79310344827586,63.0,관악구,9.0,21.0,6.16,5.24,5.81,5.63,21051.774414488573,"1,475","3,404",22.0,58.0,20.0
서울문영여자고등학교,27.0,642.0,23.77777777777778,59.0,관악구,4.0,35.0,6.16,5.24,5.81,5.63,21051.774414488573,"1,475","3,404",22.0,58.0,20.0
서울미술고등학교,15.0,591.0,39.4,32.0,관악구,17.0,17.0,6.16,5.24,5.81,5.63,21051.774414488573,"1,475","3,404",22.0,58.0,20.0
서울여자상업고등학교,30.0,762.0,25.4,66.0,관악구,0.0,13.0,6.16,5.24,5.81,5.63,21051.774414488573,"1,475","3,404",22.0,58.0,20.0
성보고등학교,27.0,734.0,27.185185185185187,58.0,관악구,13.0,7.0,6.16,5.24,5.81,5.63,21051.774414488573,"1,475","3,404",22.0,58.0,20.0
영락고등학교,21.0,451.0,21.476190476190474,53.0,관악구,17.0,12.0,6.16,5.24,5.81,5.63,21051.774414488573,"1,475","3,404",22.0,58.0,20.0
영락의료과학고등학교,18.0,356.0,19.77777777777778,42.0,관악구,6.0,2.0,6.16,5.24,5.81,5.63,21051.774414488573,"1,475","3,404",22.0,58.0,20.0
금옥여자고등학교,31.0,710.0,22.90322580645161,70.0,양천구,14.0,16.0,6.29,5.47,5.91,5.72,25867.322843418573,"1,536","3,680",23.7,62.8,13.5
서울금융고등학교,25.0,329.0,13.16,54.0,양천구,10.0,9.0,6.29,5.47,5.91,5.72,25867.322843418573,"1,536","3,680",23.7,62.8,13.5
신목고등학교,43.0,1188.0,27.627906976744185,95.0,양천구,36.0,42.0,6.29,5.47,5.91,5.72,25867.322843418573,"1,536","3,680",23.7,62.8,13.5
신서고등학교,24.0,576.0,24.0,52.0,양천구,19.0,20.0,6.29,5.47,5.91,5.72,25867.322843418573,"1,536","3,680",23.7,62.8,13.5
강서고등학교,36.0,971.0,26.97222222222222,74.0,양천구,27.0,17.0,6.29,5.47,5.91,5.72,25867.322843418573,"1,536","3,680",23.7,62.8,13.5
광영고등학교,39.0,858.0,22.0,84.0,양천구,6.0,3.0,6.29,5.47,5.91,5.72,25867.322843418573,"1,536","3,680",23.7,62.8,13.5
광영여자고등학교,39.0,992.0,25.435897435897434,87.0,양천구,14.0,13.0,6.29,5.47,5.91,5.72,25867.322843418573,"1,536","3,680",23.7,62.8,13.5
대일관광고등학교,23.0,530.0,23.043478260869566,49.0,양천구,3.0,15.0,6.29,5.47,5.91,5.72,25867.322843418573,"1,536","3,680",23.7,62.8,13.5
목동고등학교,45.0,1101.0,24.466666666666665,93.0,양천구,11.0,26.0,6.29,5.47,5.91,5.72,25867.322843418573,"1,536","3,680",23.7,62.8,13.5
백암고등학교,36.0,1011.0,28.08333333333333,74.0,양천구,15.0,18.0,6.29,5.47,5.91,5.72,25867.322843418573,"1,536","3,680",23.7,62.8,13.5
서울영상고등학교,18.0,457.0,25.38888888888889,42.0,양천구,15.0,20.0,6.29,5.47,5.91,5.72,25867.322843418573,"1,536","3,680",23.7,62.8,13.5
양정고등학교,36.0,1127.0,31.30555555555556,77.0,양천구,32.0,32.0,6.29,5.47,5.91,5.72,25867.322843418573,"1,536","3,680",23.7,62.8,13.5
양천고등학교,33.0,974.0,29.51515151515152,69.0,양천구,6.0,20.0,6.29,5.47,5.91,5.72,25867.322843418573,"1,536","3,680",23.7,62.8,13.5
진명여자고등학교,45.0,1388.0,30.844444444444445,102.0,양천구,13.0,16.0,6.29,5.47,5.91,5.72,25867.322843418573,"1,536","3,680",23.7,62.8,13.5
한가람고등학교,24.0,813.0,33.875,48.0,양천구,14.0,14.0,6.29,5.47,5.91,5.72,25867.322843418573,"1,536","3,680",23.7,62.8,13.5
누원고등학교,23.0,480.0,20.869565217391305,57.0,도봉구,17.0,8.0,6.31,5.37,5.89,5.55,13895.08970203599,"1,664","3,927",14.0,56.2,29.7
도봉고등학교,20.0,277.0,13.85,44.0,도봉구,10.0,12.0,6.31,5.37,5.89,5.55,13895.08970203599,"1,664","3,927",14.0,56.2,29.7
서울문화고등학교,32.0,610.0,19.0625,71.0,도봉구,23.0,33.0,6.31,5.37,5.89,5.55,13895.08970203599,"1,664","3,927",14.0,56.2,29.7
자운고등학교,30.0,727.0,24.23333333333333,69.0,도봉구,25.0,22.0,6.31,5.37,5.89,5.55,13895.08970203599,"1,664","3,927",14.0,56.2,29.7
창동고등학교,43.0,1130.0,26.27906976744186,93.0,도봉구,19.0,23.0,6.31,5.37,5.89,5.55,13895.08970203599,"1,664","3,927",14.0,56.2,29.7
효문고등학교,26.0,509.0,19.57692307692308,57.0,도봉구,18.0,6.0,6.31,5.37,5.89,5.55,13895.08970203599,"1,664","3,927",14.0,56.2,29.7
서울외국어고등학교,30.0,648.0,21.6,53.0,도봉구,13.0,21.0,6.31,5.37,5.89,5.55,13895.08970203599,"1,664","3,927",14.0,56.2,29.7
선덕고등학교,34.0,1166.0,34.294117647058826,74.0,도봉구,17.0,47.0,6.31,5.37,5.89,5.55,13895.08970203599,"1,664","3,927",14.0,56.2,29.7
세그루패션디자인고등학교,24.0,532.0,22.166666666666668,57.0,도봉구,9.0,18.0,6.31,5.37,5.89,5.55,13895.08970203599,"1,664","3,927",14.0,56.2,29.7
정의여자고등학교,36.0,875.0,24.30555555555556,79.0,도봉구,12.0,6.0,6.31,5.37,5.89,5.55,13895.08970203599,"1,664","3,927",14.0,56.2,29.7
동작고등학교,30.0,719.0,23.966666666666665,71.0,동작구,48.0,20.0,6.27,5.25,5.95,5.7,19634.683384079053,994,"2,292",30.0,53.1,17.0
서울공업고등학교,60.0,1464.0,24.4,161.0,동작구,21.0,33.0,6.27,5.25,5.95,5.7,19634.683384079053,994,"2,292",30.0,53.1,17.0
수도여자고등학교,33.0,925.0,28.03030303030303,76.0,동작구,19.0,8.0,6.27,5.25,5.95,5.7,19634.683384079053,994,"2,292",30.0,53.1,17.0
영등포고등학교,27.0,582.0,21.55555555555556,63.0,동작구,11.0,12.0,6.27,5.25,5.95,5.7,19634.683384079053,994,"2,292",30.0,53.1,17.0
경문고등학교,24.0,588.0,24.5,51.0,동작구,14.0,79.0,6.27,5.25,5.95,5.7,19634.683384079053,994,"2,292",30.0,53.1,17.0
성남고등학교,36.0,1050.0,29.166666666666668,76.0,동작구,24.0,35.0,6.27,5.25,5.95,5.7,19634.683384079053,994,"2,292",30.0,53.1,17.0
숭의여자고등학교,27.0,837.0,31.0,61.0,동작구,11.0,11.0,6.27,5.25,5.95,5.7,19634.683384079053,994,"2,292",30.0,53.1,17.0
면목고등학교,30.0,632.0,21.066666666666663,69.0,중랑구,3.0,0.0,6.52,5.53,5.91,5.52,15817.655916927088,"2,295","5,413",16.0,58.5,25.6
신현고등학교,27.0,618.0,22.88888888888889,61.0,중랑구,23.0,8.0,6.52,5.53,5.91,5.52,15817.655916927088,"2,295","5,413",16.0,58.5,25.6
원묵고등학교,27.0,722.0,26.74074074074074,62.0,중랑구,18.0,8.0,6.52,5.53,5.91,5.52,15817.655916927088,"2,295","5,413",16.0,58.5,25.6
중화고등학교,27.0,591.0,21.88888888888889,58.0,중랑구,14.0,12.0,6.52,5.53,5.91,5.52,15817.655916927088,"2,295","5,413",16.0,58.5,25.6
태릉고등학교,30.0,747.0,24.9,68.0,중랑구,17.0,4.0,6.52,5.53,5.91,5.52,15817.655916927088,"2,295","5,413",16.0,58.5,25.6
송곡고등학교,30.0,706.0,23.53333333333333,62.0,중랑구,16.0,14.0,6.52,5.53,5.91,5.52,15817.655916927088,"2,295","5,413",16.0,58.5,25.6
송곡관광고등학교,21.0,512.0,24.38095238095238,48.0,중랑구,13.0,4.0,6.52,5.53,5.91,5.52,15817.655916927088,"2,295","5,413",16.0,58.5,25.6
송곡여자고등학교,33.0,744.0,22.545454545454547,66.0,중랑구,24.0,13.0,6.52,5.53,5.91,5.52,15817.655916927088,"2,295","5,413",16.0,58.5,25.6
이화여자대학교병설미디어고등학교,24.0,596.0,24.83333333333333,55.0,중랑구,1.0,14.0,6.52,5.53,5.91,5.52,15817.655916927088,"2,295","5,413",16.0,58.5,25.6
혜원여자고등학교,30.0,695.0,23.166666666666668,65.0,중랑구,8.0,22.0,6.52,5.53,5.91,5.52,15817.655916927088,"2,295","5,413",16.0,58.5,25.6
미양고등학교,24.0,569.0,23.70833333333333,57.0,강북구,20.0,18.0,6.22,5.25,5.88,5.52,14017.194383404363,"1,962","4,573",23.6,52.9,23.4
삼각산고등학교,28.0,647.0,23.107142857142858,68.0,강북구,34.0,15.0,6.22,5.25,5.88,5.52,14017.194383404363,"1,962","4,573",23.6,52.9,23.4
혜화여자고등학교,30.0,677.0,22.566666666666663,69.0,강북구,22.0,11.0,6.22,5.25,5.88,5.52,14017.194383404363,"1,962","4,573",23.6,52.9,23.4
성암국제무역고등학교,24.0,561.0,23.375,55.0,강북구,2.0,11.0,6.22,5.25,5.88,5.52,14017.194383404363,"1,962","4,573",23.6,52.9,23.4
신일고등학교,33.0,1033.0,31.303030303030305,60.0,강북구,24.0,40.0,6.22,5.25,5.88,5.52,14017.194383404363,"1,962","4,573",23.6,52.9,23.4
영훈고등학교,36.0,1071.0,29.75,78.0,강북구,29.0,10.0,6.22,5.25,5.88,5.52,14017.194383404363,"1,962","4,573",23.6,52.9,23.4
창문여자고등학교,39.0,984.0,25.23076923076923,79.0,강북구,20.0,21.0,6.22,5.25,5.88,5.52,14017.194383404363,"1,962","4,573",23.6,52.9,23.4
반포고등학교,30.0,865.0,28.83333333333333,77.0,서초구,27.0,43.0,6.59,5.24,6.06,5.88,29408.776231474876,547,"1,302",11.9,52.8,35.2
서울고등학교,45.0,1359.0,30.2,100.0,서초구,32.0,26.0,6.59,5.24,6.06,5.88,29408.776231474876,547,"1,302",11.9,52.8,35.2
서울전자고등학교,19.0,357.0,18.789473684210527,59.0,서초구,7.0,13.0,6.59,5.24,6.06,5.88,29408.776231474876,547,"1,302",11.9,52.8,35.2
서초고등학교,33.0,892.0,27.03030303030303,84.0,서초구,36.0,21.0,6.59,5.24,6.06,5.88,29408.776231474876,547,"1,302",11.9,52.8,35.2
양재고등학교,33.0,869.0,26.33333333333333,81.0,서초구,27.0,18.0,6.59,5.24,6.06,5.88,29408.776231474876,547,"1,302",11.9,52.8,35.2
언남고등학교,33.0,609.0,18.454545454545453,74.0,서초구,17.0,32.0,6.59,5.24,6.06,5.88,29408.776231474876,547,"1,302",11.9,52.8,35.2
동덕여자고등학교,39.0,996.0,25.53846153846154,87.0,서초구,21.0,14.0,6.59,5.24,6.06,5.88,29408.776231474876,547,"1,302",11.9,52.8,35.2
상문고등학교,42.0,1212.0,28.857142857142858,89.0,서초구,31.0,35.0,6.59,5.24,6.06,5.88,29408.776231474876,547,"1,302",11.9,52.8,35.2
서문여자고등학교,39.0,966.0,24.76923076923077,89.0,서초구,15.0,32.0,6.59,5.24,6.06,5.88,29408.776231474876,547,"1,302",11.9,52.8,35.2
세화고등학교,36.0,1124.0,31.22222222222222,78.0,서초구,32.0,22.0,6.59,5.24,6.06,5.88,29408.776231474876,547,"1,302",11.9,52.8,35.2
세화여자고등학교,36.0,1114.0,30.944444444444443,74.0,서초구,36.0,29.0,6.59,5.24,6.06,5.88,29408.776231474876,547,"1,302",11.9,52.8,35.2
상암고등학교,33.0,952.0,28.848484848484848,72.0,마포구,42.0,17.0,6.44,5.47,6.0,5.58,23810.700434528848,905,"2,073",16.5,53.7,29.8
서울여자고등학교,33.0,841.0,25.484848484848484,71.0,마포구,24.0,22.0,6.44,5.47,6.0,5.58,23810.700434528848,905,"2,073",16.5,53.7,29.8
경성고등학교,24.0,688.0,28.666666666666668,54.0,마포구,30.0,11.0,6.44,5.47,6.0,5.58,23810.700434528848,905,"2,073",16.5,53.7,29.8
광성고등학교,27.0,720.0,26.666666666666668,59.0,마포구,1.0,0.0,6.44,5.47,6.0,5.58,23810.700434528848,905,"2,073",16.5,53.7,29.8
서울디자인고등학교,34.0,837.0,24.61764705882353,90.0,마포구,10.0,30.0,6.44,5.47,6.0,5.58,23810.700434528848,905,"2,073",16.5,53.7,29.8
숭문고등학교,24.0,625.0,26.041666666666668,49.0,마포구,15.0,27.0,6.44,5.47,6.0,5.58,23810.700434528848,905,"2,073",16.5,53.7,29.8
한세사이버보안고등학교,15.0,364.0,24.266666666666666,37.0,마포구,3.0,14.0,6.44,5.47,6.0,5.58,23810.700434528848,905,"2,073",16.5,53.7,29.8
홍익대학교사범대학부속여자고등학교,24.0,752.0,31.33333333333333,55.0,마포구,14.0,10.0,6.44,5.47,6.0,5.58,23810.700434528848,905,"2,073",16.5,53.7,29.8
홍익디자인고등학교,15.0,382.0,25.466666666666665,34.0,마포구,11.0,10.0,6.44,5.47,6.0,5.58,23810.700434528848,905,"2,073",16.5,53.7,29.8
선린인터넷고등학교,36.0,904.0,25.11111111111111,82.0,용산구,2.0,17.0,6.41,5.34,5.94,5.77,11975.596747928534,621,"1,333",24.1,52.7,23.2
용산고등학교,43.0,1097.0,25.511627906976745,93.0,용산구,26.0,20.0,6.41,5.34,5.94,5.77,11975.596747928534,621,"1,333",24.1,52.7,23.2
용산공업고등학교,33.0,776.0,23.51515151515152,86.0,용산구,,,6.41,5.34,5.94,5.77,11975.596747928534,621,"1,333",24.1,52.7,23.2
중경고등학교,24.0,448.0,18.666666666666668,55.0,용산구,27.0,31.0,6.41,5.34,5.94,5.77,11975.596747928534,621,"1,333",24.1,52.7,23.2
배문고등학교,23.0,390.0,16.956521739130434,51.0,용산구,3.0,14.0,6.41,5.34,5.94,5.77,11975.596747928534,621,"1,333",24.1,52.7,23.2
보성여자고등학교,21.0,546.0,26.0,46.0,용산구,9.0,7.0,6.41,5.34,5.94,5.77,11975.596747928534,621,"1,333",24.1,52.7,23.2
서울디지텍고등학교,15.0,358.0,23.866666666666667,40.0,용산구,3.0,10.0,6.41,5.34,5.94,5.77,11975.596747928534,621,"1,333",24.1,52.7,23.2
성심여자고등학교,27.0,599.0,22.185185185185187,62.0,용산구,12.0,16.0,6.41,5.34,5.94,5.77,11975.596747928534,621,"1,333",24.1,52.7,23.2
신광여자고등학교,16.0,310.0,19.375,38.0,용산구,8.0,5.0,6.41,5.34,5.94,5.77,11975.596747928534,621,"1,333",24.1,52.7,23.2
오산고등학교,24.0,568.0,23.666666666666668,52.0,용산구,14.0,14.0,6.41,5.34,5.94,5.77,11975.596747928534,621,"1,333",24.1,52.7,23.2
성동고등학교,27.0,475.0,17.59259259259259,60.0,중구,6.0,14.0,6.43,5.52,6.01,5.51,8826.425424408124,365,815,32.6,35.2,32.2
성동공업고등학교,35.0,868.0,24.8,89.0,중구,11.0,25.0,6.43,5.52,6.01,5.51,8826.425424408124,365,815,32.6,35.2,32.2
성동글로벌경영고등학교,28.0,636.0,22.714285714285715,63.0,중구,3.0,10.0,6.43,5.52,6.01,5.51,8826.425424408124,365,815,32.6,35.2,32.2
경기여자상업고등학교,15.0,358.0,23.866666666666667,34.0,중구,,,6.43,5.52,6.01,5.51,8826.425424408124,365,815,32.6,35.2,32.2
대경상업고등학교,24.0,570.0,23.75,57.0,중구,10.0,11.0,6.43,5.52,6.01,5.51,8826.425424408124,365,815,32.6,35.2,32.2
리라아트고등학교,18.0,455.0,25.27777777777778,45.0,중구,29.0,17.0,6.43,5.52,6.01,5.51,8826.425424408124,365,815,32.6,35.2,32.2
이화여자고등학교,36.0,1226.0,34.05555555555556,83.0,중구,29.0,28.0,6.43,5.52,6.01,5.51,8826.425424408124,365,815,32.6,35.2,32.2
이화여자외국어고등학교,18.0,403.0,22.38888888888889,39.0,중구,5.0,3.0,6.43,5.52,6.01,5.51,8826.425424408124,365,815,32.6,35.2,32.2
장충고등학교,20.0,394.0,19.7,46.0,중구,6.0,14.0,6.43,5.52,6.01,5.51,8826.425424408124,365,815,32.6,35.2,32.2
한양공업고등학교,36.0,911.0,25.30555555555556,91.0,중구,2.0,16.0,6.43,5.52,6.01,5.51,8826.425424408124,365,815,32.6,35.2,32.2
환일고등학교,30.0,762.0,25.4,69.0,중구,7.0,15.0,6.43,5.52,6.01,5.51,8826.425424408124,365,815,32.6,35.2,32.2
신도고등학교,27.0,617.0,22.85185185185185,61.0,은평구,19.0,6.0,6.37,5.57,5.93,5.49,23751.775839145383,"2,114","4,967",22.7,53.4,23.9
은평고등학교,24.0,537.0,22.375,53.0,은평구,23.0,9.0,6.37,5.57,5.93,5.49,23751.775839145383,"2,114","4,967",22.7,53.4,23.9
진관고등학교,32.0,772.0,24.125,72.0,은평구,34.0,10.0,6.37,5.57,5.93,5.49,23751.775839145383,"2,114","4,967",22.7,53.4,23.9
대성고등학교,30.0,875.0,29.166666666666668,66.0,은평구,11.0,64.0,6.37,5.57,5.93,5.49,23751.775839145383,"2,114","4,967",22.7,53.4,23.9
동명여자고등학교,39.0,1105.0,28.33333333333333,80.0,은평구,17.0,20.0,6.37,5.57,5.93,5.49,23751.775839145383,"2,114","4,967",22.7,53.4,23.9
동명여자정보산업고등학교,15.0,341.0,22.73333333333333,35.0,은평구,,,6.37,5.57,5.93,5.49,23751.775839145383,"2,114","4,967",22.7,53.4,23.9
선일여자고등학교,32.0,738.0,23.0625,71.0,은평구,13.0,11.0,6.37,5.57,5.93,5.49,23751.775839145383,"2,114","4,967",22.7,53.4,23.9
선일이비즈니스고등학교,27.0,630.0,23.33333333333333,59.0,은평구,3.0,19.0,6.37,5.57,5.93,5.49,23751.775839145383,"2,114","4,967",22.7,53.4,23.9
선정고등학교,39.0,1171.0,30.025641025641026,81.0,은평구,18.0,12.0,6.37,5.57,5.93,5.49,23751.775839145383,"2,114","4,967",22.7,53.4,23.9
선정국제관광고등학교,15.0,339.0,22.6,40.0,은평구,7.0,10.0,6.37,5.57,5.93,5.49,23751.775839145383,"2,114","4,967",22.7,53.4,23.9
세명컴퓨터고등학교,25.0,630.0,25.2,67.0,은평구,7.0,12.0,6.37,5.57,5.93,5.49,23751.775839145383,"2,114","4,967",22.7,53.4,23.9
숭실고등학교,39.0,1105.0,28.33333333333333,82.0,은평구,43.0,25.0,6.37,5.57,5.93,5.49,23751.775839145383,"2,114","4,967",22.7,53.4,23.9
신진과학기술고등학교,24.0,584.0,24.33333333333333,66.0,은평구,3.0,10.0,6.37,5.57,5.93,5.49,23751.775839145383,"2,114","4,967",22.7,53.4,23.9
예일디자인고등학교,24.0,613.0,25.541666666666668,54.0,은평구,11.0,9.0,6.37,5.57,5.93,5.49,23751.775839145383,"2,114","4,967",22.7,53.4,23.9
예일여자고등학교,36.0,991.0,27.52777777777778,85.0,은평구,14.0,26.0,6.37,5.57,5.93,5.49,23751.775839145383,"2,114","4,967",22.7,53.4,23.9
은평메디텍고등학교,23.0,477.0,20.73913043478261,59.0,은평구,7.0,14.0,6.37,5.57,5.93,5.49,23751.775839145383,"2,114","4,967",22.7,53.4,23.9
충암고등학교,39.0,1070.0,27.435897435897434,83.0,은평구,24.0,18.0,6.37,5.57,5.93,5.49,23751.775839145383,"2,114","4,967",22.7,53.4,23.9
하나고등학교,24.0,617.0,25.70833333333333,56.0,은평구,7.0,9.0,6.37,5.57,5.93,5.49,23751.775839145383,"2,114","4,967",22.7,53.4,23.9
청량고등학교,36.0,847.0,23.52777777777778,85.0,동대문구,33.0,17.0,6.1,5.16,5.86,5.55,18514.572580575248,"1,157","2,709",31.6,46.3,22.0
휘경공업고등학교,29.0,402.0,13.862068965517242,78.0,동대문구,5.0,19.0,6.1,5.16,5.86,5.55,18514.572580575248,"1,157","2,709",31.6,46.3,22.0
휘봉고등학교,23.0,449.0,19.52173913043478,56.0,동대문구,28.0,12.0,6.1,5.16,5.86,5.55,18514.572580575248,"1,157","2,709",31.6,46.3,22.0
경희고등학교,24.0,752.0,31.33333333333333,53.0,동대문구,21.0,39.0,6.1,5.16,5.86,5.55,18514.572580575248,"1,157","2,709",31.6,46.3,22.0
경희여자고등학교,23.0,500.0,21.73913043478261,53.0,동대문구,7.0,10.0,6.1,5.16,5.86,5.55,18514.572580575248,"1,157","2,709",31.6,46.3,22.0
대광고등학교,29.0,957.0,33.0,61.0,동대문구,9.0,33.0,6.1,5.16,5.86,5.55,18514.572580575248,"1,157","2,709",31.6,46.3,22.0
동국대학교사범대학부속고등학교,33.0,949.0,28.75757575757576,73.0,동대문구,33.0,20.0,6.1,5.16,5.86,5.55,18514.572580575248,"1,157","2,709",31.6,46.3,22.0
정화여자상업고등학교,19.0,334.0,17.57894736842105,43.0,동대문구,5.0,7.0,6.1,5.16,5.86,5.55,18514.572580575248,"1,157","2,709",31.6,46.3,22.0
해성국제컨벤션고등학교,27.0,635.0,23.51851851851852,61.0,동대문구,4.0,18.0,6.1,5.16,5.86,5.55,18514.572580575248,"1,157","2,709",31.6,46.3,22.0
해성여자고등학교,27.0,673.0,24.925925925925927,58.0,동대문구,16.0,6.0,6.1,5.16,5.86,5.55,18514.572580575248,"1,157","2,709",31.6,46.3,22.0
