자치구,CCTV 용도,위도,경도,CCTV 수량
송파구,방범,37.50964355,127.0822678,5
송파구,방범,37.50964355,127.1275787,1
송파구,방범,37.50980097,127.1186555,4
송파구,방범,37.509871,127.130932,3
송파구,방범,37.5098877,127.0838776,1
송파구,방범,37.50994492,127.1251984,2
송파구,방범,37.51003265,127.114418,1
송파구,방범,37.510075,127.126499,4
송파구,방범,37.51012039,127.0710907,3
송파구,방범,37.51012395,127.1175553,2
송파구,방범,37.51015854,127.1089172,1
송파구,방범,37.51023865,127.111145,1
송파구,방범,37.51042953,127.1151374,3
송파구,방범,37.51055809,127.1204238,3
송파구,방범,37.5106066,127.1167343,1
송파구,방범,37.5106303,127.0735525,3
송파구,방범,37.51069641,127.1079254,1
송파구,방범,37.51071183,127.0815816,4
송파구,방범,37.51078033,127.1220169,2
송파구,방범,37.51078178,127.0829582,4
송파구,방범,37.51079198,127.0856767,1
송파구,방범,37.510843,127.12479,4
송파구,방범,37.51092529,127.1194229,1
송파구,방범,37.51103592,127.109169,1
송파구,방범,37.51109193,127.1119567,2
송파구,방범,37.51121276,127.1151855,1
송파구,방범,37.5112833,127.1195899,3
송파구,방범,37.511295,127.123441,4
송파구,방범,37.51133728,127.079071,1
송파구,방범,37.51147461,127.1256104,1
송파구,방범,37.51155472,127.0822144,2
송파구,방범,37.51156616,127.110527,2
송파구,방범,37.51163259,127.1267646,3
송파구,방범,37.51169468,127.1242371,3
송파구,방범,37.51175787,127.1175338,6
송파구,방범,37.51179123,127.1225357,1
송파구,방범,37.51185226,127.116066,1
송파구,방범,37.51198959,127.0927658,2
송파구,방범,37.51205605,127.121316,4
송파구,방범,37.51225571,127.1173244,3
송파구,방범,37.51231524,127.1122609,4
송파구,방범,37.51245824,127.1202982,3
송파구,방범,37.51257324,127.1235428,1
송파구,방범,37.51275635,127.1170502,1
송파구,방범,37.51291551,127.1187786,4
송파구,방범,37.51300049,127.106163,1
송파구,방범,37.51301956,127.115181,1
송파구,방범,37.51303806,127.1193699,2
송파구,방범,37.51332092,127.1067352,1
송파구,방범,37.5133501,127.1122224,2
송파구,방범,37.513365,127.113337,4
송파구,방범,37.51377732,127.1103541,3
송파구,방범,37.513787,127.116718,3
송파구,방범,37.51396942,127.1108475,1
송파구,방범,37.51411714,127.1116345,3
송파구,방범,37.51436017,127.1122809,3
송파구,방범,37.51440048,127.0914078,1
송파구,방범,37.51442665,127.119197,3
송파구,방범,37.514479,127.110459,3
송파구,방범,37.51471512,127.1091913,1
송파구,방범,37.51476068,127.1184592,4
송파구,방범,37.51490021,127.1179428,1
송파구,방범,37.51530108,127.1339884,3
송파구,방범,37.5153265,127.1390197,1
송파구,방범,37.51538289,127.1128946,4
송파구,방범,37.51538714,127.1109474,4
송파구,방범,37.51574077,127.1088206,4
송파구,방범,37.51609831,127.114497,3
송파구,방범,37.51629257,127.079483,1
송파구,방범,37.51648331,127.1049576,1
송파구,방범,37.51660538,127.1320648,3
송파구,방범,37.51672745,127.1047974,1
송파구,방범,37.516933,127.112345,3
송파구,방범,37.5171642,127.0906108,4
송파구,방범,37.51957321,127.1095734,1
송파구,방범,37.51994324,127.1040344,1
송파구,방범,37.52153951,127.1000583,1
송파구,방범,37.52305396,127.1150868,3
송파구,방범,37.52309376,127.1116647,3
송파구,방범,37.523325,127.114465,2
송파구,방범,37.52333972,127.1072368,4
송파구,방범,37.52482605,127.1154861,1
송파구,방범,37.52608577,127.1124541,2
송파구,방범,37.52622239,127.1157662,3
송파구,방범,37.52722057,127.1162917,4
송파구,방범,37.52797907,127.1146243,3
송파구,방범,37.52823296,127.1106533,2
송파구,방범,37.52890018,127.1171617,2
송파구,방범,37.52890636,127.11581,4
송파구,방범,37.52908598,127.1092424,3
송파구,방범,37.52927,127.117149,5
송파구,방범,37.52988355,127.1147639,3
송파구,방범,37.53012848,127.1127472,1
송파구,방범,37.53022,127.115644,2
송파구,방범,37.53089717,127.1196779,2
송파구,방범,37.53105368,127.1193476,4
송파구,방범,37.5311043,127.1133412,3
송파구,방범,37.53123474,127.11689,1
송파구,방범,37.53142929,127.113884,1
송파구,방범,37.5316752,127.1121766,2
송파구,방범,37.53168488,127.1106033,1
송파구,방범,37.53187943,127.1191025,2
송파구,방범,37.532529,127.11807,4
송파구,방범,37.53290509,127.1136921,3
송파구,방범,37.53294754,127.1150436,1
송파구,방범,37.533052,127.112772,5
송파구,방범,37.53323746,127.1161652,1
송파구,방범,37.533281,127.111046,5
송파구,방범,37.53365707,127.1165009,3
송파구,방범,37.53375014,127.1176258,4
송파구,방범,37.53375896,127.1128059,3
송파구,방범,37.53377533,127.1204681,1
송파구,방범,37.53396988,127.1142349,1
송파구,방범,37.534437,127.119012,3
송파구,방범,37.53456175,127.1213023,3
송파구,방범,37.534824,127.115244,3
송파구,방범,37.53493523,127.1122185,3
송파구,방범,37.53535066,127.1214932,4
송파구,방범,37.53629791,127.1220901,4
송파구,방범,37.5363121,127.1189041,1
송파구,방범,37.536623,127.116906,3
송파구,방범,37.53667068,127.1161728,1
송파구,방범,37.5366756,127.118179,3
송파구,방범,37.53721804,127.1191356,2
송파구,방범,37.53733389,127.118127,6
송파구,방범,37.53738362,127.1200834,6
송파구,방범,37.53772139,127.1172113,2
송파구,방범,37.53777206,127.1189118,3
송파구,방범,37.53801041,127.1174487,3
송파구,방범,37.538122,127.122235,3
송파구,방범,37.53817694,127.1226259,3
송파구,방범,37.53818582,127.1160083,3
송파구,방범,37.538307,127.121113,2
송파구,방범,37.53835678,127.1190872,1
송파구,방범,37.53836268,127.1197769,5
송파구,방범,37.53842649,127.1205118,5
송파구,방범,37.53842923,127.1182182,7
송파구,방범,37.53881073,127.1175842,1
송파구,방범,37.53993607,127.1194458,1
송파구,어린이안전,37.49499678,127.1519015,3
송파구,어린이안전,37.48844721,127.14584,3
송파구,어린이안전,37.49437714,127.1422043,1
송파구,어린이안전,37.49451828,127.1522751,6
송파구,어린이안전,37.48828948,127.1450331,3
송파구,어린이안전,37.49491119,127.1526947,1
송파구,어린이안전,37.49525833,127.1448364,2
송파구,어린이안전,37.49533014,127.1433455,3
송파구,어린이안전,37.49537146,127.1533363,6
송파구,어린이안전,37.49575362,127.1417153,3
송파구,어린이안전,37.49581528,127.152565,7
송파구,어린이안전,37.49603564,127.1437807,3
송파구,어린이안전,37.49633026,127.1533508,1
송파구,어린이안전,37.49673408,127.1427844,3
송파구,어린이안전,37.49701309,127.1403351,1
송파구,어린이안전,37.49713135,127.148941,1
송파구,어린이안전,37.497612,127.1403427,3
송파구,어린이안전,37.49787466,127.1412831,3
송파구,어린이안전,37.49846649,127.1408691,1
송파구,어린이안전,37.49909383,127.1135201,1
송파구,어린이안전,37.49923325,127.1199036,1
송파구,어린이안전,37.49941984,127.1465466,1
송파구,어린이안전,37.49990082,127.1463165,1
송파구,어린이안전,37.49994937,127.1002032,3
송파구,어린이안전,37.5001297,127.0949783,1
송파구,어린이안전,37.50048447,127.1135254,3
송파구,어린이안전,37.50056458,127.1511612,1
송파구,어린이안전,37.50072861,127.1158371,1
송파구,어린이안전,37.50080872,127.0930634,1
송파구,어린이안전,37.50091934,127.1516495,2
송파구,어린이안전,37.50123978,127.0915527,2
송파구,어린이안전,37.50131607,127.1526337,1
송파구,어린이안전,37.50174332,127.1078949,1
송파구,어린이안전,37.50188065,127.1044006,4
송파구,어린이안전,37.50204849,127.1171112,1
송파구,어린이안전,37.50211334,127.0921097,2
송파구,어린이안전,37.50241931,127.1336849,1
송파구,어린이안전,37.50258255,127.1040497,5
송파구,어린이안전,37.50259781,127.092308,1
송파구,어린이안전,37.50299073,127.1002231,1
송파구,어린이안전,37.50304031,127.1395798,2
송파구,어린이안전,37.50331497,127.1015167,1
송파구,어린이안전,37.50363541,127.1035385,1
송파구,어린이안전,37.5041701,127.1030149,1
송파구,어린이안전,37.50423085,127.1029802,1
송파구,어린이안전,37.5042734,127.1030794,1
송파구,어린이안전,37.50432447,127.1029158,1
송파구,어린이안전,37.50434875,127.1403961,3
송파구,어린이안전,37.50440979,127.1023788,1
송파구,어린이안전,37.5046499,127.094358,4
송파구,어린이안전,37.50488615,127.1203582,1
송파구,어린이안전,37.5055249,127.1326634,1
송파구,어린이안전,37.50595141,127.1013711,1
송파구,어린이안전,37.50670284,127.0955067,1
송파구,어린이안전,37.50676346,127.1111908,1
송파구,어린이안전,37.50713348,127.0926895,1
송파구,어린이안전,37.50725937,127.1116257,3
송파구,어린이안전,37.50749818,127.1031238,5
송파구,어린이안전,37.50920486,127.1325912,1
송파구,어린이안전,37.50927402,127.1203478,4
송파구,방범,37.51195145,127.0923309,2
송파구,어린이안전,37.51202774,127.1338348,2
송파구,어린이안전,37.51277924,127.1197357,2
송파구,어린이안전,37.51322174,127.1202316,3
송파구,어린이안전,37.51357269,127.1218109,2
송파구,어린이안전,37.51395004,127.1205633,2
송파구,어린이안전,37.51923098,127.1332761,1
송파구,어린이안전,37.52651215,127.1160049,2
송파구,어린이안전,37.52802277,127.1176529,1
송파구,어린이안전,37.52999834,127.1103585,1
송파구,어린이안전,37.53130722,127.1146469,2
송파구,어린이안전,37.53169438,127.1197998,3
송파구,어린이안전,37.53207016,127.1161575,4
송파구,어린이안전,37.53210449,127.1151428,1
송파구,어린이안전,37.53249359,127.1143036,1
송파구,어린이안전,37.53424835,127.1171417,1
송파구,어린이안전,37.53477413,127.1170246,5
송파구,어린이안전,37.53513112,127.1205693,4
송파구,어린이안전,37.53525162,127.1189346,1
송파구,어린이안전,37.53550427,127.1175481,2
송파구,어린이안전,37.53567123,127.1164551,1
송파구,어린이안전,37.53577042,127.1154785,2
송파구,어린이안전,37.50952911,127.1223373,1
송파구,어린이안전,37.51005173,127.1209259,2
송파구,어린이안전,37.53377151,127.1186523,1
성북구,방범,37.57824683,127.019834,3
성북구,방범,37.57885937,127.0214336,3
성북구,방범,37.57929421,127.0195461,3
성북구,방범,37.5793299,127.0219372,2
성북구,방범,37.57975587,127.0205844,3
성북구,방범,37.580127,127.024236,4
성북구,방범,37.580139,127.021556,4
성북구,방범,37.58018382,127.0192548,3
성북구,방범,37.5802989,127.0174701,4
성북구,방범,37.580501,127.022861,4
성북구,방범,37.58051003,127.0201975,3
성북구,방범,37.58068538,127.0245726,3
성북구,방범,37.58094181,127.0086937,4
성북구,방범,37.581001,127.018806,3
성북구,방범,37.58106992,127.0108449,2
성북구,방범,37.581101,127.0265393,3
성북구,방범,37.58134175,127.019832,3
성북구,방범,37.58139164,127.0082119,3
성북구,방범,37.581501,127.023501,4
성북구,방범,37.5816045,127.0121495,4
성북구,방범,37.58179256,127.0273895,3
성북구,방범,37.58181101,127.0083989,3
성북구,방범,37.58194448,127.0089608,3
성북구,방범,37.58199832,127.0179253,3
성북구,방범,37.58206052,127.0183859,3
성북구,방범,37.58206896,127.0217285,3
성북구,방범,37.58214261,127.0075465,3
성북구,방범,37.58245357,127.0086241,3
성북구,방범,37.58254004,127.0229032,3
성북구,방범,37.58281224,127.0074899,3
성북구,방범,37.582833,127.01893,4
성북구,방범,37.58291216,127.0082868,2
성북구,방범,37.58300905,127.0285585,3
성북구,방범,37.58301696,127.023277,3
성북구,방범,37.58306474,127.0081438,1
성북구,방범,37.583083,127.012333,2
성북구,방범,37.5831918,127.019999,3
성북구,방범,37.58324205,127.0240753,3
성북구,방범,37.58325137,127.0290719,1
성북구,방범,37.583528,127.029444,4
성북구,방범,37.58365304,127.0110356,3
성북구,방범,37.58367277,127.0215252,3
성북구,방범,37.58370203,127.0182499,4
성북구,방범,37.58406563,127.0221209,3
성북구,방범,37.58408151,127.0227355,5
성북구,방범,37.58415282,127.0300142,3
성북구,방범,37.58421049,127.0088677,3
성북구,방범,37.5843219,127.0299572,3
성북구,방범,37.58443653,127.0205546,3
성북구,방범,37.58451003,127.0093659,3
성북구,방범,37.584583,127.010444,4
성북구,방범,37.58461386,127.0178744,3
성북구,방범,37.58463192,127.0133465,3
성북구,방범,37.5848025,127.0198659,1
성북구,방범,37.58498928,127.0074756,1
성북구,방범,37.58505303,127.0072488,3
성북구,방범,37.58519895,127.0175163,3
성북구,방범,37.58526342,127.0300086,3
성북구,방범,37.58527368,127.0086216,3
성북구,방범,37.585444,127.011028,4
성북구,방범,37.585455,127.0213955,2
성북구,방범,37.58552168,127.0235241,3
성북구,방범,37.5855643,127.0079027,3
성북구,방범,37.58564976,127.0241837,3
성북구,방범,37.58596737,127.0072259,3
성북구,방범,37.58608213,127.0315531,2
성북구,방범,37.58611039,127.0298815,3
성북구,방범,37.58627069,127.0181633,3
성북구,방범,37.58636842,127.0081717,4
성북구,방범,37.58637955,127.0098926,2
성북구,방범,37.586519,127.019281,4
성북구,방범,37.58671082,127.0077641,3
성북구,방범,37.58684244,127.0299158,3
성북구,방범,37.58688276,127.0203911,3
성북구,방범,37.58688589,127.0144527,3
성북구,방범,37.58697094,127.01514,3
성북구,방범,37.58698094,127.0101305,3
성북구,방범,37.58703751,127.0064649,3
성북구,방범,37.5870464,127.008172,3
성북구,방범,37.587056,127.017722,4
성북구,방범,37.58717027,127.024603,3
성북구,방범,37.5872582,127.0073792,3
성북구,방범,37.58733037,127.0057092,4
성북구,방범,37.58734833,127.0068499,4
성북구,방범,37.58743304,127.0064951,3
성북구,방범,37.587472,127.024028,2
성북구,방범,37.5875,127.009845,4
성북구,방범,37.58766154,127.0044072,3
성북구,방범,37.58769189,127.013393,3
성북구,방범,37.58776285,127.0056611,3
성북구,방범,37.58788221,127.0060999,4
성북구,방범,37.58791689,127.0298341,3
성북구,방범,37.5880243,127.02366,3
성북구,방범,37.58803892,127.0213536,3
성북구,방범,37.58805372,127.0149607,3
성북구,방범,37.58807584,127.007535,3
성북구,방범,37.588167,127.022722,3
성북구,방범,37.58836079,127.0291776,3
성북구,방범,37.5883642,127.0069264,3
성북구,방범,37.58841907,127.0221732,3
성북구,방범,37.58843807,127.0207392,3
성북구,방범,37.588444,127.015749,4
성북구,방범,37.5885214,127.0126386,3
성북구,방범,37.588583,127.029722,3
성북구,방범,37.58866572,127.008289,3
성북구,방범,37.58866664,127.028735,1
성북구,방범,37.5888734,127.0038751,3
성북구,방범,37.588946,127.0205785,3
성북구,방범,37.58916724,127.0089562,4
성북구,방범,37.58923593,127.0065104,3
성북구,방범,37.58935318,127.0053753,3
성북구,방범,37.589611,127.012917,4
성북구,방범,37.58963476,127.0216446,3
성북구,방범,37.58970863,127.0037148,3
성북구,방범,37.58975064,127.0069053,2
성북구,방범,37.58986574,127.002657,3
성북구,방범,37.58988527,127.018943,3
성북구,방범,37.58989561,127.0110325,4
성북구,방범,37.590333,127.021528,3
성북구,방범,37.59043089,127.0090038,3
성북구,방범,37.59047321,127.0204204,3
성북구,방범,37.59115415,127.0108558,3
성북구,방범,37.59124073,127.0045489,3
성북구,방범,37.59127597,127.020892,1
성북구,방범,37.591444,127.005167,3
성북구,방범,37.5916348,127.0335358,1
성북구,방범,37.591833,127.002083,3
성북구,방범,37.59183612,127.0379938,3
성북구,방범,37.59184083,127.001629,3
성북구,방범,37.59187234,127.037422,1
성북구,방범,37.59191201,127.003295,3
성북구,방범,37.5920044,127.0027384,4
성북구,방범,37.59201706,127.0110431,3
성북구,방범,37.59205182,127.004631,3
성북구,방범,37.59209481,127.0370692,3
성북구,방범,37.59216233,127.0187577,3
성북구,방범,37.592222,127.001888,2
성북구,방범,37.59237099,127.0004592,2
성북구,방범,37.59238661,127.0351379,3
성북구,방범,37.59245917,126.9924334,3
성북구,방범,37.59246294,127.0045206,3
성북구,방범,37.59247507,127.020488,4
성북구,방범,37.59248869,127.033153,1
성북구,방범,37.59249384,127.0377059,4
성북구,방범,37.5925541,127.0068407,2
성북구,방범,37.59259173,127.0116287,1
성북구,방범,37.592644,127.039699,5
성북구,방범,37.59266205,127.0044245,3
성북구,방범,37.5927111,126.9912347,3
성북구,방범,37.59275985,127.0181423,3
성북구,방범,37.59280981,127.0137653,4
성북구,방범,37.59282263,127.0037855,3
성북구,방범,37.592917,127.005528,3
성북구,방범,37.59292276,126.9949416,3
성북구,방범,37.592928,127.019457,3
성북구,방범,37.59293156,127.0143746,3
성북구,방범,37.59300563,127.0152555,3
성북구,방범,37.59303568,127.0338845,3
성북구,방범,37.59314967,127.0205985,1
성북구,방범,37.593278,127.015528,2
성북구,방범,37.59330942,127.0183179,3
성북구,방범,37.593417,127.017167,4
성북구,방범,37.59361213,126.9939225,2
성북구,방범,37.59384133,127.0213621,3
성북구,방범,37.593889,127.005694,4
성북구,방범,37.59389247,127.0325655,3
성북구,방범,37.59391117,127.0208416,3
성북구,방범,37.59395432,127.017436,3
성북구,방범,37.59397637,127.0015028,3
성북구,방범,37.59398396,127.0001474,3
성북구,방범,37.59400728,126.9990945,2
성북구,방범,37.59411452,127.019297,3
성북구,방범,37.59413776,126.9936214,1
성북구,방범,37.59413834,127.0339935,1
성북구,방범,37.59418074,126.9999001,2
성북구,방범,37.59429191,127.0155298,3
성북구,방범,37.59449364,127.0212782,3
성북구,방범,37.59472633,126.9893774,3
성북구,방범,37.59484244,127.0201987,3
성북구,방범,37.59486972,127.0222333,3
성북구,방범,37.59489741,127.0184216,3
성북구,방범,37.594898,127.020904,4
성북구,방범,37.59492008,126.9945022,3
성북구,방범,37.59518623,127.0148251,3
성북구,방범,37.59519415,127.0218286,3
성북구,방범,37.59537788,127.0365782,1
성북구,방범,37.59542927,126.9933593,3
성북구,방범,37.59543989,127.0199025,2
성북구,방범,37.59544437,126.9993237,2
성북구,방범,37.59547535,127.02037,3
성북구,방범,37.59550046,127.0370335,3
성북구,방범,37.59555512,127.0374833,3
성북구,방범,37.59565204,127.0164133,3
성북구,방범,37.59570092,127.0241843,3
성북구,방범,37.59573032,127.0214296,3
성북구,방범,37.5957322,127.032838,3
성북구,방범,37.5958326,127.0268772,1
성북구,방범,37.5958498,127.0016111,1
성북구,방범,37.5958633,126.9968482,2
성북구,방범,37.59589295,127.0360798,3
성북구,방범,37.595926,127.034566,3
성북구,방범,37.59598385,126.9946911,3
성북구,방범,37.5960707,126.9948024,1
성북구,방범,37.59609117,127.0187347,3
성북구,방범,37.59612738,127.0370788,3
성북구,방범,37.59621657,126.9903187,2
성북구,방범,37.5962337,126.9937674,2
성북구,방범,37.59626587,126.9956393,3
성북구,방범,37.596296,127.039813,3
성북구,방범,37.59630701,127.0328173,3
성북구,방범,37.59632058,127.0008255,2
성북구,방범,37.59636153,127.0066104,3
성북구,방범,37.59636709,127.033914,3
성북구,방범,37.59637648,126.9901687,2
성북구,방범,37.59638874,127.0381519,1
성북구,방범,37.59640299,127.0380908,2
성북구,방범,37.59642733,126.9924501,3
성북구,방범,37.596455,127.0349011,3
성북구,방범,37.59649395,127.0041221,2
성북구,방범,37.59658552,127.0157876,4
성북구,방범,37.59662299,127.0172203,3
성북구,방범,37.59666096,127.0193152,3
성북구,방범,37.59667119,126.9864488,1
성북구,방범,37.59673419,126.985826,2
성북구,방범,37.596856,126.992486,3
성북구,방범,37.59685854,126.99048,2
성북구,방범,37.59686,127.039312,2
성북구,방범,37.59688896,127.03764,3
성북구,방범,37.59689444,126.9888975,2
성북구,방범,37.59690125,126.9894495,2
성북구,방범,37.59709061,127.0396384,3
성북구,방범,37.59710814,127.0095175,3
성북구,방범,37.59710977,127.0226584,3
성북구,방범,37.59716072,126.997202,2
성북구,방범,37.59725193,127.0421269,3
성북구,방범,37.597376,127.039284,4
성북구,방범,37.597414,127.03849,4
성북구,방범,37.597505,127.040521,4
성북구,방범,37.5975053,126.9955643,2
성북구,방범,37.597535,127.033588,3
성북구,방범,37.59762683,127.0218491,2
성북구,방범,37.59762749,127.0151016,4
성북구,방범,37.59766303,127.0025397,2
성북구,방범,37.59768972,126.990637,2
성북구,방범,37.59770581,126.9968141,2
성북구,방범,37.59773729,127.0213283,2
성북구,방범,37.59775296,127.0218916,2
성북구,방범,37.59778601,127.0360936,3
성북구,방범,37.5978165,127.0378242,3
성북구,방범,37.597855,127.0211779,1
성북구,방범,37.59790034,127.0296813,3
성북구,방범,37.59790803,127.0330739,3
성북구,방범,37.5979148,127.0052486,3
성북구,방범,37.59807709,126.9993885,3
성북구,방범,37.59814034,126.9924063,2
성북구,방범,37.5981414,127.0155079,3
성북구,방범,37.598167,127.016306,3
성북구,방범,37.598194,127.032058,2
성북구,방범,37.59819911,127.0311858,3
성북구,방범,37.59826917,127.0362399,2
성북구,방범,37.598276,127.006002,3
성북구,방범,37.59829327,126.9892738,2
성북구,방범,37.59829599,127.038577,3
성북구,방범,37.598306,127.014889,2
성북구,방범,37.59842952,127.0286097,3
성북구,방범,37.5984343,127.021902,1
성북구,방범,37.59845901,127.0327295,3
성북구,방범,37.59848075,127.0221245,3
성북구,방범,37.59857031,127.021201,3
성북구,방범,37.59858999,127.0198548,3
성북구,방범,37.59860995,127.0276189,3
성북구,방범,37.59866327,127.0306169,3
성북구,방범,37.59873922,127.0049684,4
성북구,방범,37.59889289,127.0209181,3
성북구,방범,37.59893954,126.9922488,3
성북구,방범,37.598952,127.028529,3
성북구,방범,37.59903547,127.0288618,3
성북구,방범,37.59913763,127.00943,3
성북구,방범,37.59916,127.03527,3
성북구,방범,37.59918335,127.0054825,3
성북구,방범,37.59918432,127.0360187,3
성북구,방범,37.599222,127.024111,2
성북구,방범,37.59926559,127.0328942,3
성북구,방범,37.59929906,127.0282505,3
성북구,방범,37.59932157,127.020085,3
성북구,방범,37.59937466,127.0223252,3
성북구,방범,37.5994218,127.0024573,4
성북구,방범,37.59946321,127.0214487,1
성북구,방범,37.59946487,127.0083831,3
성북구,방범,37.59963537,127.0376512,2
성북구,방범,37.59969357,127.0146483,3
성북구,방범,37.59983663,127.0211901,4
성북구,방범,37.59987675,127.0204593,3
성북구,방범,37.59992668,126.994736,2
성북구,방범,37.5999423,126.9921258,2
성북구,방범,37.60023304,126.9952385,2
성북구,방범,37.60029749,127.0113071,3
성북구,방범,37.600311,127.034526,4
성북구,방범,37.60035384,127.0347545,2
성북구,방범,37.60045248,127.0191516,1
성북구,방범,37.60060901,127.0395299,3
성북구,방범,37.60061597,126.9955358,2
성북구,방범,37.60081375,127.0204254,3
성북구,방범,37.60084024,127.0348474,3
성북구,방범,37.60092223,127.0316569,3
성북구,방범,37.60094704,127.0215075,2
성북구,방범,37.60096512,127.0179302,3
성북구,방범,37.601003,127.019511,3
성북구,방범,37.60110161,127.0425736,3
성북구,방범,37.60113863,127.0207743,3
성북구,방범,37.60114655,127.0139228,4
성북구,방범,37.60115756,127.0320516,2
성북구,방범,37.60118292,127.0089547,3
성북구,방범,37.60124137,127.0252729,3
성북구,방범,37.60130712,126.9974379,2
성북구,방범,37.601364,127.009483,3
성북구,방범,37.6014036,127.0391249,5
성북구,방범,37.60146029,126.9976049,2
성북구,방범,37.60146619,127.0218231,4
성북구,방범,37.601561,127.016694,3
성북구,방범,37.60169315,127.0187447,3
성북구,방범,37.60169365,127.0425795,3
성북구,방범,37.60169458,127.0197693,4
성북구,방범,37.60169769,127.0383521,3
성북구,방범,37.60170171,126.9968776,2
성북구,방범,37.601766,127.041481,5
성북구,방범,37.60193715,127.022636,4
성북구,방범,37.6019441,127.0159161,4
성북구,방범,37.60194845,127.0169725,3
성북구,방범,37.60210254,127.0358701,3
성북구,방범,37.60238758,127.013701,3
성북구,방범,37.60238992,127.0150508,3
성북구,방범,37.6024648,127.040095,3
성북구,방범,37.60249044,127.011552,3
성북구,방범,37.602581,127.043375,3
성북구,방범,37.60262667,127.0124337,2
성북구,방범,37.602707,127.041027,3
성북구,방범,37.60271306,127.0131261,3
성북구,방범,37.60281221,127.0310914,3
성북구,방범,37.60282449,127.0224929,4
성북구,방범,37.60292102,127.0431946,3
성북구,방범,37.6029251,127.0377029,3
성북구,방범,37.60302679,127.0287445,3
성북구,방범,37.60305626,127.0114271,2
성북구,방범,37.603167,127.026139,4
성북구,방범,37.60324137,127.0123693,3
성북구,방범,37.60328046,127.0335933,3
성북구,방범,37.603342,127.024133,5
성북구,방범,37.60339318,127.0405963,3
성북구,방범,37.60343911,127.0364709,3
성북구,방범,37.6036299,127.0398531,3
성북구,방범,37.603713,127.036437,3
성북구,방범,37.60374911,127.0391068,3
성북구,방범,37.60387439,127.0346478,3
성북구,방범,37.603917,127.027167,4
성북구,방범,37.60392361,127.0357605,3
성북구,방범,37.604002,127.016313,3
성북구,방범,37.60419768,127.0501487,4
성북구,방범,37.6042556,127.0393705,3
성북구,방범,37.60434027,127.0426801,3
성북구,방범,37.60436376,127.0614881,3
성북구,방범,37.60436794,127.010929,3
성북구,방범,37.60452466,127.0369216,3
성북구,방범,37.60454,127.02486,5
성북구,방범,37.60459114,127.0345055,3
성북구,방범,37.60459785,127.0331788,3
성북구,방범,37.60462331,127.0383684,3
성북구,방범,37.60467974,127.0599414,3
성북구,방범,37.60468957,127.0602697,1
성북구,방범,37.6047422,127.022669,3
성북구,방범,37.604762,127.012427,3
성북구,방범,37.60476841,127.0502903,2
성북구,방범,37.60482184,127.0163747,3
성북구,방범,37.60485342,127.0495008,4
성북구,방범,37.604893,127.037541,3
성북구,방범,37.60492611,127.0134143,3
성북구,방범,37.60493363,127.0610125,4
성북구,방범,37.60494649,127.0305228,3
성북구,방범,37.60501413,127.0434957,2
성북구,방범,37.60503781,127.0502512,3
성북구,방범,37.605042,127.035182,2
성북구,방범,37.605109,127.036162,2
성북구,방범,37.6051714,127.0436816,2
성북구,방범,37.6052182,127.0447169,2
성북구,방범,37.60529069,127.0515197,3
성북구,방범,37.60532222,127.0119111,2
성북구,방범,37.60532589,127.0441404,3
성북구,방범,37.605342,127.061183,4
성북구,방범,37.60542066,127.0504043,3
성북구,방범,37.60543619,127.0454667,3
성북구,방범,37.60545929,127.0593765,3
성북구,방범,37.60547084,127.0163164,3
성북구,방범,37.60551681,127.012298,3
성북구,방범,37.60552607,127.0002899,2
성북구,방범,37.60555609,127.0436443,3
성북구,방범,37.60565378,127.0429756,3
성북구,방범,37.60568246,127.028754,3
성북구,방범,37.60580779,127.0220129,3
성북구,방범,37.60580933,127.0255463,3
성북구,방범,37.6058233,127.0328141,3
성북구,방범,37.6058489,127.049716,3
성북구,방범,37.60585785,127.0604516,3
성북구,방범,37.60586814,127.0335814,3
성북구,방범,37.60589,127.052777,4
성북구,방범,37.60591917,127.0429132,3
성북구,방범,37.60595009,127.0598525,3
성북구,방범,37.605979,127.010583,2
성북구,방범,37.60599,126.998878,4
성북구,방범,37.60599085,127.011641,2
성북구,방범,37.60599196,127.0247083,3
성북구,방범,37.60599344,127.0281794,2
성북구,방범,37.606056,127.016611,3
성북구,방범,37.60607,127.014905,4
성북구,방범,37.606072,126.997013,2
성북구,방범,37.60608121,127.0490542,4
성북구,방범,37.60616215,127.044376,3
성북구,방범,37.60616499,127.0532304,3
성북구,방범,37.6061876,127.0349235,3
성북구,방범,37.6062653,126.9990614,2
성북구,방범,37.606284,127.036022,2
성북구,방범,37.60630314,127.0515459,3
성북구,방범,37.60633241,127.0009966,3
성북구,방범,37.60633893,127.0114203,3
성북구,방범,37.60638162,127.0091733,3
성북구,방범,37.60643947,127.0429871,3
성북구,방범,37.60647139,127.0126501,3
성북구,방범,37.60650609,127.0531185,2
성북구,방범,37.60651936,126.9984456,3
성북구,방범,37.6065263,127.059882,3
성북구,방범,37.606546,127.03317,4
성북구,방범,37.6065522,127.03437,1
성북구,방범,37.606566,127.032009,3
성북구,방범,37.60656892,127.0014496,3
성북구,방범,37.60658884,127.0409268,3
성북구,방범,37.606627,127.003362,3
성북구,방범,37.60671836,127.0297029,3
성북구,방범,37.60673226,127.051484,3
성북구,방범,37.60677007,127.0340869,1
성북구,방범,37.60684193,127.0505044,4
성북구,방범,37.60689778,127.0130378,3
성북구,방범,37.60693895,127.0196519,3
