구,학교명,학교코드,내부상담_실시여부,외부상담_실시여부,wee클래스_운영여부,학교폭력_예방교육_평균교육시간(1학급당),위도,경도,법정동코드,500미터내_파출소개수,500미터내_CCTV개수
도봉구,세그루패션디자인고등학교,S010000618,1,1,1,227.6,37.655556,127.026449,1132010500,1,38
도봉구,자운고등학교,S010005205,1,1,1,270.0,37.65904587,127.0506904,1132010700,2,27
도봉구,정의여자고등학교,S010000529,1,1,1,83.4,37.652905,127.031038,1132010500,0,69
도봉구,창동고등학교,S010000540,1,1,1,419.3,37.65103523,127.0388183,1132010700,1,68
도봉구,효문고등학교,S010005288,1,1,1,505.5,37.65269799,127.0183988,1132010500,0,74
동대문구,경희고등학교,S010000384,1,0,0,183.3,37.594912,127.054904,1123010800,1,34
동대문구,경희여자고등학교,S010000385,1,0,1,143.7,37.594927,127.051115,1123010800,1,23
동대문구,대광고등학교,S010000407,1,1,0,85.6,37.577939,127.024586,1123010100,0,53
동대문구,동국대학교사범대학부속고등학교,S010000420,1,1,1,618.2,37.577479,127.074495,1123010600,1,28
동대문구,정화여자상업고등학교,S010000613,1,1,1,300.0,37.58578854,127.0410307,1123010300,1,34
동대문구,청량고등학교,S010000543,1,1,1,254.6,37.58888754,127.0513131,1123010700,2,49
동대문구,해성국제컨벤션고등학교,S010000614,1,1,0,600.0,37.581757,127.057237,1123010400,1,66
동대문구,해성여자고등학교,S010005536,1,1,1,245.9,37.580759,127.057155,1123010400,1,61
동대문구,휘경공업고등학교,S010000602,1,1,1,427.6,37.58522006,127.069729,1123010900,1,37
동대문구,휘경여자고등학교,S010000567,1,0,1,86.9,37.583858,127.067362,1123010900,1,41
동대문구,휘봉고등학교,S010005573,1,1,1,306.0,37.5865082,127.0689973,1123010900,1,34
동작구,경문고등학교,S010000378,0,1,0,91.6,37.49309576,126.9816993,1159010600,0,92
동작구,동작고등학교,S010000427,1,1,1,311.1,37.48242773,126.9652308,1159010700,0,100
동작구,서울공업고등학교,S010000588,1,1,1,733.3,37.50190153,126.9223643,1159010800,1,110
동작구,성남고등학교,S010000468,1,1,1,611.2,37.506078,126.926218,1159010800,0,61
동작구,수도여자고등학교,S010000477,1,1,1,112.0,37.4933845,126.915414,1159010900,2,89
