,학교명,내부상담_실시여부,외부상담_실시여부,wee클래스_운영여부,학교폭력_예방교육_평균교육시간(1학급당),500미터내_파출소개수,500미터내_CCTV개수,cluster,학교코드,score_1st
40,영훈고등학교,-2.5045413298101655,0.5629142279100245,0.548464226846274,-0.6799947803007911,1.9718051149286486,0.22715411303819696,3,S010000505,0.2
41,창문여자고등학교,0.3992747047523451,0.5629142279100245,0.548464226846274,1.7801771953552143,0.5602220348902424,-0.8054256964518014,0,S010000541,1
42,혜화여자고등학교,0.3992747047523451,0.5629142279100245,0.548464226846274,-0.23892531756467128,-0.8513610451481637,1.6039271923581948,1,S010000562,0.8
43,강서공업고등학교,0.3992747047523451,0.5629142279100245,0.548464226846274,0.16698391175680927,0.5602220348902424,-0.11703915679180249,0,S010000578,1
44,경복비즈니스고등학교,0.3992747047523451,0.5629142279100245,0.548464226846274,-0.8578846741114914,0.5602220348902424,-0.009478759969927657,0,S010000628,1
45,경복여자고등학교,0.3992747047523451,0.5629142279100245,-1.8232729703268034,0.17882002993599472,3.3833881949670546,-0.18157539488492738,0,S010000380,1
46,공항고등학교,0.3992747047523451,0.5629142279100245,0.548464226846274,5.331012649110876,-0.8513610451481637,0.012033319394447307,2,S010000389,0.6
47,대일고등학교,-2.5045413298101655,-1.7764695763913763,0.548464226846274,0.16733203287972637,3.3833881949670546,1.1091493669775705,3,S010000413,0.2
48,덕원여자고등학교,0.3992747047523451,-1.7764695763913763,0.548464226846274,-0.5870464404818929,0.5602220348902424,-0.5687928234436768,4,S010000418,0.4
49,덕원예술고등학교,-2.5045413298101655,0.5629142279100245,-1.8232729703268034,0.782462057074457,0.5602220348902424,-0.6333290615368017,3,S010000622,0.2
50,동양고등학교,0.3992747047523451,0.5629142279100245,0.548464226846274,-0.7987040832155637,-0.8513610451481637,-0.9560102520024262,2,S010000584,0.6
51,등촌고등학교,0.3992747047523451,0.5629142279100245,0.548464226846274,-0.9804233093783534,-0.8513610451481637,-0.6333290615368017,2,S010005208,0.6
52,마포고등학교,0.3992747047523451,0.5629142279100245,0.548464226846274,-0.9351675633991146,0.5602220348902424,-0.4612324266218019,0,S010000429,1
53,명덕고등학교,-2.5045413298101655,-1.7764695763913763,-1.8232729703268034,3.0313245111197094,-0.8513610451481637,0.5713473828681964,3,S010000431,0.2
54,명덕여자고등학교,0.3992747047523451,0.5629142279100245,0.548464226846274,-0.6880015661278872,-0.8513610451481637,0.48529906541069656,2,S010000432,0.6
55,명덕외국어고등학교,-2.5045413298101655,-1.7764695763913763,-1.8232729703268034,-0.40149788196701375,-0.8513610451481637,0.44227490668194663,3,S010000573,0.2
56,서울신정고등학교,0.3992747047523451,0.5629142279100245,0.548464226846274,1.9702513284680174,-0.8513610451481637,0.5928594622325714,2,S010000610,0.6
57,서울항공비즈니스고등학교,0.3992747047523451,0.5629142279100245,0.548464226846274,-0.1853146646354192,-0.8513610451481637,0.27017827176694686,2,S010000646,0.6
58,세현고등학교,0.3992747047523451,0.5629142279100245,0.548464226846274,0.675240751215953,-0.8513610451481637,-0.6978652996299265,2,S010005270,0.6
59,수명고등학교,0.3992747047523451,0.5629142279100245,0.548464226846274,0.675240751215953,0.5602220348902424,-1.1281068869174258,0,S010005582,1
60,영등포공업고등학교,0.3992747047523451,-1.7764695763913763,-1.8232729703268034,-0.09584753604569309,-0.8513610451481637,-1.106594807553051,4,S010000596,0.4
61,영일고등학교,0.3992747047523451,0.5629142279100245,0.548464226846274,-0.4592859883712726,1.9718051149286486,0.6789077796900712,0,S010000503,1
