,학교명,내부상담_실시여부,외부상담_실시여부,wee클래스_운영여부,학교폭력_예방교육_평균교육시간(1학급당),500미터내_파출소개수,500미터내_CCTV개수,cluster,학교코드,score_1st
62,한광고등학교,0.3992747047523451,0.5629142279100245,0.548464226846274,3.1350646057490414,-0.8513610451481637,0.5713473828681964,2,S010000551,0.6
63,한서고등학교,0.3992747047523451,0.5629142279100245,0.548464226846274,1.6047241494049347,-0.8513610451481637,-0.2891357917068022,2,S010000554,0.6
64,화곡고등학교,0.3992747047523451,0.5629142279100245,0.548464226846274,-0.9908669430658701,0.5602220348902424,0.5283232241394464,0,S010000565,1
65,화곡보건경영고등학교,-2.5045413298101655,0.5629142279100245,-1.8232729703268034,-1.0051399091054762,0.5602220348902424,0.5928594622325714,3,S010000655,0.2
66,광신고등학교,-2.5045413298101655,-1.7764695763913763,0.548464226846274,1.083934949520771,-0.8513610451481637,0.829492335240696,3,S010000394,0.2
67,광신방송예술고등학교,-2.5045413298101655,0.5629142279100245,-1.8232729703268034,-0.10837989647071315,-0.8513610451481637,1.474854716171945,3,S010000631,0.2
68,구암고등학교,0.3992747047523451,0.5629142279100245,0.548464226846274,-0.8895636962969586,0.5602220348902424,0.3132024304956968,0,S010005528,1
69,남강고등학교,0.3992747047523451,0.5629142279100245,0.548464226846274,-0.7938303874947227,-0.8513610451481637,3.174308985957567,1,S010000403,0.8
70,당곡고등학교,0.3992747047523451,0.5629142279100245,0.548464226846274,-0.6820835070382945,0.5602220348902424,2.206265414560694,1,S010000406,0.8
71,미림여자고등학교,0.3992747047523451,-1.7764695763913763,0.548464226846274,-0.5870464404818929,-0.8513610451481637,3.2173331446863167,1,S010000439,0.8
72,미림여자정보과학고등학교,-2.5045413298101655,0.5629142279100245,-1.8232729703268034,2.0395274319285446,-0.8513610451481637,2.8086036367631926,3,S010000639,0.2
73,삼성고등학교,0.3992747047523451,0.5629142279100245,0.548464226846274,-0.7750318468571926,-0.8513610451481637,0.22715411303819696,2,S010000448,0.6
74,서울관광고등학교,0.3992747047523451,0.5629142279100245,0.548464226846274,0.6090977378616808,0.5602220348902424,2.8731398748563173,1,S010000630,0.8
75,서울문영여자고등학교,0.3992747047523451,0.5629142279100245,0.548464226846274,1.8149893076469366,0.5602220348902424,0.42076282731757164,0,S010000437,1
76,서울미술고등학교,0.3992747047523451,0.5629142279100245,0.548464226846274,0.22512013928398525,-0.8513610451481637,2.1202170971031937,1,S010000458,0.8
77,서울여자상업고등학교,-2.5045413298101655,0.5629142279100245,-1.8232729703268034,-0.475647681148382,0.5602220348902424,0.11959371621632213,3,S010000607,0.2
78,성보고등학교,0.3992747047523451,0.5629142279100245,-1.8232729703268034,3.827477519231395,0.5602220348902424,3.045236509771317,1,S010000470,0.8
79,신림고등학교,0.3992747047523451,0.5629142279100245,0.548464226846274,-0.924723929711598,0.5602220348902424,2.5504586843906933,1,S010000484,0.8
80,영락고등학교,0.3992747047523451,0.5629142279100245,0.548464226846274,-0.32177814481897005,-0.8513610451481637,2.3138258113825687,1,S010000499,0.8
81,영락의료과학고등학교,-2.5045413298101655,-1.7764695763913763,0.548464226846274,-0.9351675633991146,-0.8513610451481637,2.055680859010069,3,S010000611,0.2
82,인헌고등학교,0.3992747047523451,0.5629142279100245,0.548464226846274,2.0586740936889916,-0.8513610451481637,1.9266083828238192,1,S010000519,0.8
83,건국대학교사범대학부속고등학교,0.3992747047523451,0.5629142279100245,0.548464226846274,0.14783724999636208,0.5602220348902424,-0.37518410916430206,0,S010000374,1
84,광남고등학교,0.3992747047523451,-1.7764695763913763,0.548464226846274,-0.5710328688277008,0.5602220348902424,-0.8054256964518014,4,S010000391,0.4
85,광양고등학교,0.3992747047523451,0.5629142279100245,0.548464226846274,-0.5146372469151108,0.5602220348902424,-0.418208267893052,0,S010000395,1
86,대원고등학교,0.3992747047523451,0.5629142279100245,0.548464226846274,-0.7959191142322259,0.5602220348902424,-0.37518410916430206,0,S010000411,1
87,대원여자고등학교,0.3992747047523451,-1.7764695763913763,-1.8232729703268034,-0.5000161597525875,0.5602220348902424,-0.3536720297999271,4,S010000412,0.4
88,대원외국어고등학교,0.3992747047523451,-1.7764695763913763,-1.8232729703268034,0.8054380511869937,0.5602220348902424,-0.3536720297999271,4,S010000571,0.4
89,동국대학교사범대학부속여자고등학교,0.3992747047523451,-1.7764695763913763,0.548464226846274,-0.13448898068950477,0.5602220348902424,0.22715411303819696,4,S010000433,0.4
90,선화예술고등학교,-2.5045413298101655,0.5629142279100245,-1.8232729703268034,-0.29706154509184723,-0.8513610451481637,-0.16006331552055242,3,S010000626,0.2
91,자양고등학교,0.3992747047523451,-1.7764695763913763,0.548464226846274,-0.3339623841210728,0.5602220348902424,-0.33215995043555213,4,S010000521,0.4
92,경인고등학교,0.3992747047523451,0.5629142279100245,0.548464226846274,-0.9978293655242145,-0.8513610451481637,-0.6978652996299265,2,S010000383,0.6
93,고척고등학교,0.3992747047523451,0.5629142279100245,0.548464226846274,-0.745789672532146,-0.8513610451481637,0.22715411303819696,2,S010000388,0.6
94,구로고등학교,0.3992747047523451,0.5629142279100245,0.548464226846274,-0.9508330139303895,0.5602220348902424,0.48529906541069656,0,S010000398,1
95,구일고등학교,0.3992747047523451,0.5629142279100245,0.548464226846274,-0.9811195516241878,-0.8513610451481637,-0.7408894583586765,2,S010000399,0.6
96,구현고등학교,0.3992747047523451,0.5629142279100245,0.548464226846274,2.268591130808076,-0.8513610451481637,-0.9129860932736762,2,S010005501,0.6
97,덕일전자공업고등학교,-2.5045413298101655,0.5629142279100245,-1.8232729703268034,0.9506045594434753,0.5602220348902424,-0.2891357917068022,3,S010000582,0.2
98,서서울생활과학고등학교,-2.5045413298101655,-1.7764695763913763,-1.8232729703268034,-0.5870464404818929,-0.8513610451481637,-1.085082728188676,3,S010000641,0.2
99,서울공연예술고등학교,-2.5045413298101655,0.5629142279100245,-1.8232729703268034,-0.6914827773570594,-0.8513610451481637,-0.8484498551805513,3,S010005584,0.2
100,세종과학고등학교,0.3992747047523451,-1.7764695763913763,-1.8232729703268034,-0.5111560356859386,-0.8513610451481637,-0.7839136170874264,4,S010005500,0.4
101,신도림고등학교,0.3992747047523451,0.5629142279100245,0.548464226846274,-0.3621601950773677,-0.8513610451481637,-0.16006331552055242,2,S010005521,0.6
102,예림디자인고등학교,0.3992747047523451,0.5629142279100245,-1.8232729703268034,-0.23892531756467128,-0.8513610451481637,-0.8269377758161763,2,S010000632,0.6
103,오류고등학교,0.3992747047523451,-1.7764695763913763,0.548464226846274,0.10919580535255038,-0.8513610451481637,-0.9129860932736762,4,S010000508,0.4
104,우신고등학교,0.3992747047523451,0.5629142279100245,-1.8232729703268034,-0.5870464404818929,-0.8513610451481637,-0.7193773789943015,2,S010000513,0.6
105,유한공업고등학교,0.3992747047523451,0.5629142279100245,0.548464226846274,-0.44779799131500425,-0.8513610451481637,-0.9129860932736762,2,S010000598,0.6
106,국립전통예술고등학교,-2.5045413298101655,0.5629142279100245,-1.8232729703268034,-0.9929556698033735,-0.8513610451481637,3.733623049431316,1,S000005401,0.8
